iso3,country,name,position,start_year,end_year,status,source_scraped,source_dataset,dataset_url
CZE,Czech Republic,Jiri Rusnok,President / Governor,2016,2022,Histórico,http://www.cnb.cz/cs/index.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
CZE,Czech Republic,Aleš Michl,President / Governor,2022,En cargo,Actual,http://www.cnb.cz/cs/index.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DNK,Denmark,Erik Hoffmeyer,President / Governor,1965,1994,Histórico,http://www.nationalbanken.dk/dnuk/specialdocuments.nsf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DNK,Denmark,Bodil Nyboe Andersen,President / Governor,1995,2005,Histórico,http://www.nationalbanken.dk/dnuk/specialdocuments.nsf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DNK,Denmark,Lars Rohde,President / Governor,2013,2023,Histórico,http://www.nationalbanken.dk/dnuk/specialdocuments.nsf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DNK,Denmark,Christian Kettel Thomsen,President / Governor,2023,En cargo,Actual,http://www.nationalbanken.dk/dnuk/specialdocuments.nsf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DJI,Djibouti,Abdi Mohamed Luc Aden,President / Governor,1979,1991,Histórico,http://www.banque-centrale.dj/rubriques/15,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DJI,Djibouti,Djama Mahamoud Haid (died),President / Governor,1995,2013,Histórico,http://www.banque-centrale.dj/rubriques/15,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DJI,Djibouti,Ahmed Osman Ali,President / Governor,2013,En cargo,Actual,http://www.banque-centrale.dj/rubriques/15,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Diogenes H. Fernandez,President / Governor,1963,1976,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Fernando Periche Vidal,President / Governor,1976,1978,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Eduardo Fernandez,President / Governor,1978,1980,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Carlos Despradel,President / Governor,1980,1982,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Bernardo Vega,President / Governor,1982,1984,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Jose Santos Taveras,President / Governor,1984,1984,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Hugo Guiliani Cury,President / Governor,1984,1986,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Roberto Saladín Selim,President / Governor,1987,1989,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Guillermo Caram,President / Governor,1989,1990,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Luis F. Toral Cordoba,President / Governor,1990,1993,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Mario Read Vittini,President / Governor,1993,1994,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Hector Valdez Albizu (first term),President / Governor,1994,2000,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Francisco Guerrero Prats-Ramirez,President / Governor,2000,2003,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Jose Lois Malkun,President / Governor,2003,2004,Histórico,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
DOM,Dominican Republic,Hector Valdez Albizu,President / Governor,2004,En cargo,Actual,http://www.bancentral.gov.do/about_cb/governors/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECCB,Eastern Caribbean Central Bank,Cecil Jacobs,President / Governor,1983,1989,Histórico,http://www.eccb-centralbank.org/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECCB,Eastern Caribbean Central Bank,K. Dwight Venner,President / Governor,1989,2015,Histórico,http://www.eccb-centralbank.org/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECCB,Eastern Caribbean Central Bank,Timothy N. J. Antoine,President / Governor,2016,En cargo,Actual,http://www.eccb-centralbank.org/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Cesar Duran Ballen,President / Governor,1970,1970,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Fernando Manrique Morales,President / Governor,1971,1971,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Jaime Morillo Battle,President / Governor,1972,1974,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Jaime Moncayo Garcia,President / Governor,1974,1975,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Jaime Morillo Battle,President / Governor,1975,1975,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Jose Salazar Barragan,President / Governor,1975,1976,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Ricardo Munoz Chavez,President / Governor,1977,1979,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Leon Roldos Aguilera,President / Governor,1979,1981,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Gonzalo Cordero Crespo,President / Governor,1981,1981,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Jose Antonio Correa E,President / Governor,1982,1984,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Raul Clemente Huerta Rendon,President / Governor,1984,1986,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Alberto Dahik Garzozi,President / Governor,1986,1986,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Frederico Arteta Rivera,President / Governor,1986,1988,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Rodrigo Espinosa Bermeo,President / Governor,1988,1988,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Abelardo Panchano Bertero,President / Governor,1988,1990,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Andres Vallejo Arcos,President / Governor,1990,1990,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Germanico Salgado Penaherrara,President / Governor,1990,1991,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Rodrigo E. Moscoso C,President / Governor,1991,1992,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Roberto baquerzio Valenzuela,President / Governor,1992,1993,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Ana Lucia Armijos Hidalgo,President / Governor,1993,1996,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Alvaro Noboa Ponton,President / Governor,1996,1997,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Danilo Carrera Drouet,President / Governor,1997,1998,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Francisco Swett Morales,President / Governor,1998,1998,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Luis Jacome Hidalgo,President / Governor,1998,1999,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Pablo Better Grunbaum,President / Governor,1999,2000,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Modesto Correra San Andres,President / Governor,2000,2000,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Jose Luis Ycaza Pazmino,President / Governor,2000,2001,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Mauricio Yepez Najas,President / Governor,2001,2004,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Polibio Cordova,President / Governor,2005,2005,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,no President but general manager: Mauricio Pareja C,President / Governor,2005,2005,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Eduardo Cabezas Molina,President / Governor,2005,2008,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Diego Borja Cornejo,President / Governor,2010,2011,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Diego Martinez,President / Governor,2013,2013,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Mateo Patricio Villalba Andrade,President / Governor,2013,2015,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Diego Martínez Vinueza,President / Governor,2015,2016,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Madeleine Abarca,President / Governor,2016,2017,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Veronica Artola Jarrin,President / Governor,2017,2021,Histórico,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECU,Ecuador,Guillermo Enrique Avellan Solines,President / Governor,2021,En cargo,Actual,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Ahmed Nazmy,President / Governor,1967,1971,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Ahmed Zendo,President / Governor,1971,1976,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Mohamed Ibrahim,President / Governor,1976,1982,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Mohamed Shalaby,President / Governor,1982,1985,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Ali Negm,President / Governor,1985,1986,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Mahmoud Hamed,President / Governor,1986,1993,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Ismail Hassan,President / Governor,1993,2001,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Mohamed Abul Eyoun,President / Governor,2001,2003,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Farouk El-Okdah,President / Governor,2003,2013,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Hisham Ramez,President / Governor,2013,2015,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Tarek Amer,President / Governor,2015,2022,Histórico,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EGY,"Egypt, Arab Rep.",Hassan Abdalla,President / Governor,2022,En cargo,Actual,http://www.cbe.org.eg/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Alfonso Moisés Beatriz,President / Governor,1967,1971,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Edgardo Suárez Contreras,President / Governor,1971,1975,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Guillermo Hidalgo Qüehl,President / Governor,1975,1977,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Victor Hugo Huartes,President / Governor,1978,1979,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Luis Buitrago,President / Governor,1979,1980,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Pedro Abeldardo Delagado,President / Governor,1980,1981,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Alberto Benítez Bonilla,President / Governor,1981,1987,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Maurice Choussy Rusconi,President / Governor,1987,1988,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,José Roberto Orellana Milla,President / Governor,1989,1998,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Gino Rolando Bettaglio,President / Governor,1998,1999,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Rafael Barraza,President / Governor,1999,2002,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Carlos Gerardo Acevedo,President / Governor,2009,2013,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Marta Evelyn de Rivera,President / Governor,2013,2014,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Oscar Cabrera Melgar,President / Governor,2014,2019,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Carlos Federico Paredes,President / Governor,2019,2019,Histórico,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
SLV,El Salvador,Nicolàs Alfredo Martínez,President / Governor,2019,En cargo,Actual,http://www.bcr.gob.sv/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EST,Estonia,Rein Otsason,President / Governor,1990,1991,Histórico,http://www.bankofestonia.info/frontpage/en/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EST,Estonia,Siim Kallas,President / Governor,1991,1995,Histórico,http://www.bankofestonia.info/frontpage/en/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EST,Estonia,Vahur Kraft,President / Governor,1995,2005,Histórico,http://www.bankofestonia.info/frontpage/en/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EST,Estonia,Andres Lipstok,President / Governor,2005,2012,Histórico,http://www.bankofestonia.info/frontpage/en/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EST,Estonia,Ardo Hansson,President / Governor,2012,2019,Histórico,http://www.bankofestonia.info/frontpage/en/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
EST,Estonia,Madis Müller,President / Governor,2019,En cargo,Actual,http://www.bankofestonia.info/frontpage/en/,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ETH,Ethiopia,Menasse Lemma,President / Governor,1964,1973,Histórico,http://www.nbe.gov.et/aboutus/governancebank.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ETH,Ethiopia,Taffara Deguefe,President / Governor,1973,1975,Histórico,http://www.nbe.gov.et/aboutus/governancebank.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ETH,Ethiopia,Legesse Tickeher,President / Governor,1975,1978,Histórico,http://www.nbe.gov.et/aboutus/governancebank.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ETH,Ethiopia,Tadesse Gebrekidan,President / Governor,1978,1988,Histórico,http://www.nbe.gov.et/aboutus/governancebank.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ETH,Ethiopia,Bekele Tamirat,President / Governor,1988,1991,Histórico,http://www.nbe.gov.et/aboutus/governancebank.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ETH,Ethiopia,Leikun Berhanu,President / Governor,1991,1995,Histórico,http://www.nbe.gov.et/aboutus/governancebank.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ETH,Ethiopia,Dubale Jale,President / Governor,1995,1998,Histórico,http://www.nbe.gov.et/aboutus/governancebank.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ETH,Ethiopia,Mamo Esmelealem Mihretu,President / Governor,2023,En cargo,Actual,http://www.nbe.gov.et/aboutus/governancebank.html,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECB,European Central Bank,Willem Frederik Duisenberg,President / Governor,1998,2003,Histórico,http://de.wikipedia.org/wiki/Wim_Duisenberg,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECB,European Central Bank,Jean-Claude Trichet,President / Governor,2003,2011,Histórico,http://de.wikipedia.org/wiki/Wim_Duisenberg,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECB,European Central Bank,Mario Draghi,President / Governor,2011,2019,Histórico,http://de.wikipedia.org/wiki/Wim_Duisenberg,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
ECB,European Central Bank,Christine Lagarde,President / Governor,2019,En cargo,Actual,http://de.wikipedia.org/wiki/Wim_Duisenberg,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
FJI,Fiji,R.J.A. Earland,President / Governor,1975,1977,Histórico,http://www.centralbanking.co.uk/publications/directories/pdf/cbd05fiji.pdf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
FJI,Fiji,H.J. Tomkins,President / Governor,1977,1980,Histórico,http://www.centralbanking.co.uk/publications/directories/pdf/cbd05fiji.pdf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
FJI,Fiji,Gee,President / Governor,1980,1985,Histórico,http://www.centralbanking.co.uk/publications/directories/pdf/cbd05fiji.pdf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
FJI,Fiji,Savenaca Siwatibau,President / Governor,1985,1988,Histórico,http://www.centralbanking.co.uk/publications/directories/pdf/cbd05fiji.pdf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
FJI,Fiji,Ratu Jone Kubuabola,President / Governor,1988,2000,Histórico,http://www.centralbanking.co.uk/publications/directories/pdf/cbd05fiji.pdf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
FJI,Fiji,Savenaca Narube,President / Governor,2000,2009,Histórico,http://www.centralbanking.co.uk/publications/directories/pdf/cbd05fiji.pdf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
FJI,Fiji,Sada Reddy,President / Governor,2009,2009,Histórico,http://www.centralbanking.co.uk/publications/directories/pdf/cbd05fiji.pdf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
FJI,Fiji,Barry Whiteside,President / Governor,2009,2017,Histórico,http://www.centralbanking.co.uk/publications/directories/pdf/cbd05fiji.pdf,KOF ETH Zurich – cbg_turnover_v23,https://kof.ethz.ch/en/data/data-on-central-bank-governors.html
