name,iso3
Gyula Posch,HUN
Henrik Auth,HUN
Ilona Hardy,HUN
Imre Oltvanyi,HUN
Istvan Nagy,HUN
Janos Cinkotai,HUN
Janos Voros,HUN
Judit Nemenyi,HUN
Julia Kiraly,HUN
Kolos Kardkovacs,HUN
Laszlo Andor,HUN
Laszlo Hay,HUN
Laszlo Temesvary,HUN
Laszlo Windisch,HUN
Lipot Baranyai,HUN
Marton Nagy,HUN
Matyas Timar,HUN
Mihaly Patai,HUN
Mihaly Varga,HUN
Peter Adamecz,HUN
Peter Bihari,HUN
Peter Bod,HUN
Peter Gottfried,HUN
Peter Tari,HUN
Sandor Popovics,HUN
Suranyi Gyorgy,HUN
Tamas Karo,HUN
Timar Matyas,HUN
Vilmos Bihari,HUN
Werner Riecke,HUN
Zoltan Kovacs,HUN
Zoltan Kurali,HUN
Zsigmond Jarai,HUN
* Boediono,IDN
* Hendar,IDN
* Soemarno,IDN
* Sugeng,IDN
Achjar Iljas,IDN
Adrianus Mooy,IDN
Agus Martowardojo,IDN
Aida Budiman,IDN
Anwar Nasution,IDN
Ardhayadi M,IDN
Arifin Siregar,IDN
Aulia Pohan,IDN
Budi Mulya,IDN
Budi Rochadi,IDN
Burhanuddin Abdullah,IDN
Darmin Nasution,IDN
Dody Waluyo,IDN
Doni Joewono,IDN
Erwin Rijanto,IDN
Filianingsih Hendarta,IDN
Halim Alamsyah,IDN
Hartadi Sarwono,IDN
Juda Agung,IDN
Jusuf Dalam,IDN
Lukman Hakim,IDN
Maman Somantri,IDN
Maulana Ibrahim,IDN
Miranda Goeltom,IDN
Miranda Gultom,IDN
Mirza Adityaswara,IDN
Muliaman Hadad,IDN
Perry Warjiyo,IDN
Rachmat Saleh,IDN
Radius Prawiro,IDN
Ronald Waas,IDN
Rosmaya Hadi,IDN
S Rochadi,IDN
Siti Fadjrijah,IDN
Siti Fadrijah,IDN
Sjafruddin Prawiranegara,IDN
Soedradjad Djiwandono,IDN
Soetikno Slamet,IDN
Syrahil Sabirin,IDN
A Vaidyanathan,IND
Ajay Tyagi,IND
Amitav Ghosh,IND
Amrita Patel,IND
Anand Mahindra,IND
Anil Kakodkar,IND
Arnab Roy,IND
Arvind Mayaram,IND
Ashima Goyal,IND
Ashok Chawla,IND
Ashok Ganguly,IND
Ashok Gulati,IND
Ashok Jha,IND
Azim Premji,IND
B Adarkar,IND
Benegal Rau,IND
Bharat Doshi,IND
Bimal Jalan,IND
Borra Venkatappaiah,IND
C Deshmukh,IND
C Divekar,IND
Chakravarthi Rangarajan,IND
Chetan Ghate,IND
D Gupta,IND
D Jayavarthanavelu,IND
D Mehta,IND
D Mittal,IND
Damodar Acharya,IND
Dattatreya Karve,IND
Dipankar Gupta,IND
Duvvuri Subbarao,IND
Ela Bhatt,IND
Erasu Reddy,IND
G Rao,IND
I Patel,IND
Indira Rajaraman,IND
J Anjaria,IND
Jagdish Capoor,IND
Jaime Caruana,IND
James Taylor,IND
Jamshed Irani,IND
Jayanth Varma,IND
K Ambegaonkar,IND
K Singh,IND
K Udeshi,IND
Kamalesh Chakrabarty,IND
Karidia Sanon,IND
Kesavan Ramachandran,IND
Kiran Karnik,IND
Kishori Udeshi,IND
Kumar Birla,IND
Lakshmi Chand,IND
Lakshmi Jha,IND
M Bhide,IND
M Hate,IND
M Narasimham,IND
M Ramakrishnayya,IND
M Rangachari,IND
M Shahare,IND
Madhava Rao,IND
Mahesh Jain,IND
Manilal Nanavati,IND
Manmohan Singh,IND
Michael Patra,IND
Mihir Rakshit,IND
Mridul Saggar,IND
N Narayana,IND
N Sundaresan,IND
Nachiket Mor,IND
Nagesh Kumar,IND
Najeeb Jung,IND
Osborne Smith,IND
P Bhattacharya,IND
P Damry,IND
P Nangia,IND
P Ojha,IND
Pami Dua,IND
Poonam Gupta,IND
Prithvi Dhar,IND
R Gandhi,IND
R Gopalan,IND
R Gupta,IND
R Janakiraman,IND
R Kaul,IND
R Sheshadri,IND
Rabi Sankar,IND
Rabindra Hazari,IND
Rajeshwar Rao,IND
Rajiv Kumar,IND
Rajiv Ranjan,IND
Rakesh Mohan,IND
Ram Malhotra,IND
Ram Nath,IND
Ratan Tata,IND
Ravindra Dholakia,IND
Revathy Iyer,IND
S  S Mundra,IND
S Goyal,IND
S Mundra,IND
S Narayan,IND
S Shiralkar,IND
S Talwar,IND
S Tarapore,IND
Sachin Chaturvedi,IND
Sadhana Varma,IND
Sardara Johl,IND
Sarukkai Jagannathan,IND
Saugata Bhattacharya,IND
Shaktikanta Das,IND
Shashanka Bhide,IND
Shashi Rajagopalan,IND
Shirish Murmu,IND
Shri Garg,IND
Shri Kamesam,IND
Shri Kanungo,IND
Shri Khan,IND
Shri Leeladhar,IND
Shri Sabharwal,IND
Shyamala Gopinath,IND
Sikandar Khan,IND
Sri Venkitaramanan,IND
Subhash Mundra,IND
Subir Gokarn,IND
Sudhir Mankad,IND
Suresh Krishna,IND
Suresh Neotia,IND
Suresh Tendulkar,IND
Swaminathan Janakiraman,IND
U Rao,IND
Urjit Patel,IND
Usha Thorat,IND
V  S Das,IND
V Leeladhar,IND
V Vyas,IND
Vepa Kamesam,IND
Vipin Malik,IND
Viral Acharya,IND
W Mccallum,IND
Wajahat Hussain,IND
Y Deveshwar,IND
Y Reddy,IND
Yaga Reddy,IND
Yezdi Malegam,IND
Alan Ahearne,IRL
Alan Gray,IRL
Brian Hillery,IRL
Charles Murray,IRL
Cyril Roux,IRL
David Begg,IRL
David Doyle,IRL
Deirdre Purcell,IRL
Derek Moran,IRL
Dermot Obrien,IRL
Derville Rowland,IRL
Des Geraghty,IRL
Donal Byrne,IRL
Ed Sibley,IRL
Elizabeth Mccaul,IRL
Eoin Ryan,IRL
Friedhelm Danz,IRL
Gabriel Makhlouf,IRL
James Mcelligott,IRL
Jim Farrell,IRL
Jim Nugent,IRL
John Fitzgerald,IRL
John Hurley,IRL
John Moran,IRL
John Trethowan,IRL
Joseph Brennan,IRL
Julia Black,IRL
Justin Wray,IRL
Kevin Cardiff,IRL
Liam Barron,IRL
Liam Oreilly,IRL
Martin Odonoghue,IRL
Mary Odea,IRL
Matthew Elderfield,IRL
Maurice Doyle,IRL
Maurice Moynihan,IRL
Maurice Oconnell,IRL
Max Watson,IRL
Michael Mcbennett,IRL
Michael Soden,IRL
Neil Whoriskey,IRL
Niamh Moloney,IRL
Orlaigh Quinn,IRL
Patricia Byron,IRL
Patrick Honohan,IRL
Patrick Neary,IRL
Peter Mulhall,IRL
Philip Lane,IRL
Roy Donovan,IRL
Seana Cunningham,IRL
Sharon Donnery,IRL
Shay Cody,IRL
Stefan Gerlach,IRL
T Whitaker,IRL
Tomas Cofaigh,IRL
Tony Grimes,IRL
Abdolali Jahanshahi,IRN
Abdonnaser Hemmati,IRN
Akbar Komijani,IRN
Ali Pourhomayoun,IRN
Ali Salehabadi,IRN
Alireza Nobari,IRN
Alireza Nowbari,IRN
Ebrahim Darvishi,IRN
Ebrahim Kashani,IRN
Hassan Mehran,IRN
Khodadad Farmanfarmaian,IRN
Mahdi Samii,IRN
Mahmoud Bahmani,IRN
Majid Ghassemi,IRN
Mehdi Samiei,IRN
Mohammad Adeli,IRN
Mohammad Farzin,IRN
Mohammad Molavi,IRN
Mohammad Vahaji,IRN
Mohammad Yeganeh,IRN
Mohsen Nourbakhsh,IRN
Tahmasb Mazaheri,IRN
Valiollah Seif,IRN
Yousef Khoshkish,IRN
Abdul Saeed,IRQ
Abdulbasit Saeed,IRQ
Abdulellah Hafedh,IRQ
Abdulhassan Zalzalah,IRQ
Abdullatif Alshawaf,IRQ
Ahmed Abdullbaqy,IRQ
Ali Alalaq,IRQ
Ali Ismail,IRQ
Essam Howaish,IRQ
Ezz Albahrani,IRQ
Fawzi Alqaisi,IRQ
Hassan Alnajafi,IRQ
Hikmat Alazzawi,IRQ
Khairuddin Haseeb,IRQ
Mustafa Ghaleb,IRQ
Nadhim Alzahawi,IRQ
Qasma Ali,IRQ
Salah Alsheikhli,IRQ
Saleh Haidar,IRQ
Saleh Kubba,IRQ
Sinan Shabibi,IRQ
Subhi Frankool,IRQ
Tariq Altakmachi,IRQ
Tawfiq Alsuwaidi,IRQ
Agust Agustsson,ISL
Agust Einarsson,ISL
Arnr Sighvatsson,ISL
Asgeir Jonsson,ISL
Birgir Gunnarsson,ISL
Bjork Sigurgisladottir,ISL
Bjorn Gislason,ISL
Bolli Hedinsson,ISL
Daniel Gros,ISL
Davi Olafsson,ISL
David Oddsson,ISL
Eirikur Gunason,ISL
Eirkur Guonason,ISL
Erna Gisladottir,ISL
Finnur Ingolfsson,ISL
Fri Baldursson,ISL
Frosti Sigurjonsson,ISL
Geir Hallgrimsson,ISL
Gylfi Magnusson,ISL
Gylfi Zoega,ISL
Hannes Gissurarson,ISL
Helgi Gumundsson,ISL
Ingibjorg Gisladottir,ISL
Ingibjorg Ingvadottir,ISL
Ingimundur Fridriksson,ISL
Ingimundur Fririksson,ISL
Ingvi Oskarsson,ISL
Jn Sigurgeirsson,ISL
Jon Egilsson,ISL
Jon Sigursson,ISL
Jon Sturluson,ISL
Katrin Johannesdottir,ISL
Katrin Olafsdottir,ISL
Lafur Einarsson,ISL
Lara Juliusdottir,ISL
Mar Gumundsson,ISL
Olafur Einarsson,ISL
Olof Nordal,ISL
Orarinn Petursson,ISL
Porarinn Petursson,ISL
Ragnar Arnalds,ISL
Ragnar Arnason,ISL
Rannveig Sigurdardottir,ISL
Rannveig Sigurdardttir,ISL
Sgeir Jnsson,ISL
Sigtryggur Klemensson,ISL
Sigurdur Kristiansson,ISL
Steingrimur Hermannsson,ISL
Sturla Palsson,ISL
Svanbjorn Frimannsson,ISL
Svein Ygard,ISL
Sveinn Agnarsson,ISL
Thor Saari,ISL
Thorunn Gudmundsdottir,ISL
Tomas Arnason,ISL
Umundur Hjartarson,ISL
Unnur Gunnarsdottir,ISL
Valgerur Bjarnadottir,ISL
Vilhjalmur Or,ISL
Alex Cukierman,ISR
Andrew Abir,ISR
Arnon Gafni,ISR
Arnon Gafny,ISR
Barry Topf,ISR
David Horowitz,ISR
David Klein,ISR
Eckstein Zvi,ISR
Jacob Frenkel,ISR
Kernit Flug,ISR
Meir Sokoler,ISR
Michael Bruno,ISR
Moshe Mandelbaum,ISR
Moshe Mendelbaum,ISR
Moshe Sanbar,ISR
Nadine Baudot,ISR
Nadine Baudottrajtenberg,ISR
Nadine Trajtenberg,ISR
Nathan Sussman,ISR
Rafi Melnick,ISR
Reuben Gronau,ISR
Sokolar Meir,ISR
Stan Fisher,ISR
Yaron Amir,ISR
Zvi Eckstein,ISR
Zvika Eckstein,ISR
Alessandra Perrazzelli,ITA
Anna Tarantola,ITA
Antonio Fazio,ITA
Antonio Finocchiaro,ITA
Carlo Ciampi,ITA
Chiara Scotti,ITA
Daniele Franco,ITA
Donato Menichella,ITA
Fabio Panetta,ITA
Fabrizio Saccomanni,ITA
Gian Trequattrini,ITA
Giovanni Carosio,ITA
Guido Carli,ITA
Ignazio Visco,ITA
Lorenzo Smaghi,ITA
Luigi Einaudi,ITA
Luigi Signorini,ITA
Mario Draghi,ITA
Mario Ghi,ITA
Paolo Angelini,ITA
Paolo Baffi,ITA
Pierluigi Ciocca,ITA
Piero Cipollone,ITA
Salvatore Rossi,ITA
Tommaso Padoaschioppa,ITA
Valeria Sannucci,ITA
Vincenzo Desario,ITA
Arthur Brown,JAM
Brian Wynter,JAM
Celia Blake,JAM
Colin Bullock,JAM
Derick Latibeaudiere,JAM
Gary Hendrickson,JAM
Gayon Hosin,JAM
George Brown,JAM
Headley Brown,JAM
Herbert Walker,JAM
Horace Barber,JAM
Jacques Bussieres,JAM
Jeffrey Pyne,JAM
John Robinson,JAM
Kenneth Hall,JAM
Mark Myers,JAM
Myrtle Halsall,JAM
Nicholas Scott,JAM
Nigel Clarke,JAM
Owen Jefferson,JAM
Richard Bernal,JAM
Richard Byles,JAM
Richard Hall,JAM
Roderick Rainford,JAM
Rohan Barnett,JAM
Rosalea Hamilton,JAM
Shirley Tyndall,JAM
Stan Payton,JAM
Vincent Lawrence,JAM
Wayne Henry,JAM
Wayne Robinson,JAM
Wesley Hughes,JAM
Abdelrahman Abdellatif,JOR
Adel Alsharkas,JOR
Adel Sharkas,JOR
Bassam Toukan,JOR
Bassem Alsalem,JOR
Essam Sherif,JOR
Faris Sharaf,JOR
Hussein Alqasim,JOR
Jamal Almasri,JOR
Khaldoun Alwshah,JOR
Khalil Alsalem,JOR
Kholoud Aisaqqaf,JOR
Maher Hasan,JOR
Maher Hassan,JOR
Mohammad Shahin,JOR
Mohammed Nabulsi,JOR
Mohammed Shahin,JOR
Nabih Musa,JOR
Nelly Batshoun,JOR
Omar Alzoubi,JOR
Saleh Hussein,JOR
Umayya Toukan,JOR
Ziad Ghanma,JOR
Ziad X,JOR
Adachi Seiji,JPN
Asahi Noguchi,JPN
Atsushi Mizuno,JPN
Ayano Sato,JPN
Eikichi Araki,JPN
Eiko Shinotsuka,JPN
Goushi Kataoka,JPN
Hajime Takata,JPN
Haruhiko Kuroda,JPN
Haruo Mayekawa,JPN
Hirohide Ymaguchi,JPN
Hiroshi Nakaso,JPN
Hisato Ichimada,JPN
Hitoshi Suzuki,JPN
Kataoka Goushi,JPN
Kazumasa Iwata,JPN
Kazuo Ueda,JPN
Kikuo Iwata,JPN
Kiyohiko Nishimura,JPN
Koji Ishida,JPN
Maasaki Shirakawa,JPN
Makoto Sakurai,JPN
Makoto Usami,JPN
Masaaki Shirakawa,JPN
Masamichi Yamagiwa,JPN
Masaru Hayami,JPN
Masayoshi Amamiya,JPN
Miyako Suda,JPN
Nakamura Toyoaki,JPN
Naoki Tamura,JPN
Nobuyuki Nakahara,JPN
Ryozo Himino,JPN
Ryuzo Miyao,JPN
Sakuya Fuijiwara,JPN
Sakuya Fujiwara,JPN
Satoshi Sumita,JPN
Sayuri Shirai,JPN
Seiji Adachi,JPN
Seiji Nakamura,JPN
Seji Nakamura,JPN
Shigehiro Kuwabara,JPN
Shin Nakahara,JPN
Shinichi Uchida,JPN
Susumu Taketomi,JPN
Tadao Noda,JPN
Tadashi Sasaki,JPN
Takahide Kiuchi,JPN
Takako Masai,JPN
Takehiro Sato,JPN
Teiichiro Morinaga,JPN
Teizo Taya,JPN
Toshihiko Fukui,JPN
Toshihiko Miki,JPN
Toshikatsu Fukuma,JPN
Toshiko Fukui,JPN
Toshiro Muto,JPN
Toyoaki Nakamura,JPN
Wakatabe Masazumi,JPN
Yasuo Gotoh,JPN
Yasuo Matsushita,JPN
Yasushi Mieno,JPN
Yoshiharu Gotoh,JPN
Yoshihisa Morimoto,JPN
Yukitoshi Funo,JPN
Yutaka Harada,JPN
Yutaka Yamaguchi,JPN
Akylzhan Baimagambetov,KAZ
Aliya Moldabekova,KAZ
Anvar Saidenov,KAZ
Daniyar Akishev,KAZ
Daulet Sembayev,KAZ
Erbolat Dossaev,KAZ
Galym Baynazarov,KAZ
Galymzhan Pirmatov,KAZ
Ghalym Bainasarov,KAZ
Grigori Marchenko,KAZ
Kadyrzhan Damitov,KAZ
Kairat Kelimbetov,KAZ
Timur Suleimenov,KAZ
Uraz Dzhandosov,KAZ
Andrew Mullei,KEN
Duncan Ndegwa,KEN
Edward Sambili,KEN
Eric Kotut,KEN
Gerald Arita,KEN
Haron Sirima,KEN
Hezron Nyangito,KEN
Jacinta Mwatela,KEN
Kamau Thugge,KEN
Leon Baranski,KEN
Micah Cheserem,KEN
Nahashon Nyagah,KEN
Njuguna Ndungu,KEN
Patrick Njoroge,KEN
Philip Ndegwa,KEN
Sheila Mmbijjewe,KEN
Susan Koech,KEN
Wycliffe Mukulu,KEN
Abdylbaly Suerkul,KGZ
Jeenbaeva Baktygyl,KGZ
Kemelbek Nanaev,KGZ
Kubanychbek Bokontaev,KGZ
Kubanychbek Bokontayev,KGZ
Kubanychbek Kulmatov,KGZ
Marat Alapaev,KGZ
Marat Sultanov,KGZ
Melis Turgunbaev,KGZ
Sadat Djanybekova,KGZ
Tolkunbek Meimanaliev,KGZ
Ulan Sarbanov,KGZ
Zair Chokoev,KGZ
Zina Asankojoeva,KGZ
Aun Pornmoniroth,KHM
Cha Rieng,KHM
Chan Phin,KHM
Chea Chanto,KHM
Chea Serey,KHM
H E  Chea Chanto,KHM
Hing Kunthel,KHM
Neav Chanthana,KHM
Ros Seilava,KHM
Sok Chhong,KHM
Son Sann,KHM
Thor Leath,KHM
Touch Kim,KHM
Cecil Jacobs,KNA
Dwight Venner,KNA
Timothy Antoine,KNA
Byung Jang,KOR
Chae Songhak,KOR
Cho Dongchul,KOR
Cho Soon,KOR
Choi Changnak,KOR
Chol Chon,KOR
Chon Cholhwan,KOR
Chon Hwan,KOR
Chong Songtaek,KOR
Duk Lee,KOR
Hae Chung,KOR
Hah Yeungki,KOR
Hoon Namkoong,KOR
Hoon Shim,KOR
Jong Kim,KOR
Joon Hahm,KOR
Jun Kim,KOR
Kim Chinhyung,KOR
Kim Choongsoo,KOR
Kim Ho,KOR
Kim Joonsung,KOR
Kim Kun,KOR
Kim Myungho,KOR
Kim Sungwhan,KOR
Kim Wansu,KOR
Kim Woong,KOR
Kim Yootaik,KOR
Koo Yongsuh,KOR
Kun Lee,KOR
Lee Juyeol,KOR
Lee Kyungshik,KOR
Lee Kyungsik,KOR
Min Pyongdo,KOR
Moon Kang,KOR
Myun Yoon,KOR
Paek Ryongchon,KOR
Pai Euihwan,KOR
Park Sungsang,KOR
Pyon Songu,KOR
Rhee Changyong,KOR
Rhi Jungwhan,KOR
Ri Kwanggon,KOR
Seong Lee,KOR
Seongtae Lim,KOR
Seung Park,KOR
Shin Byonghyun,KOR
Soon Chung,KOR
Suh Jinsoo,KOR
Suh Youngkyung,KOR
Sung Ha,KOR
Sung Lee,KOR
Woon Choi,KOR
Woosik Moon,KOR
Yoo Changsoon,KOR
Yoo Sangdai,KOR
Yung Kan,KOR
Abdulaziz Alkhadi,KWT
Al Tamar,KWT
Ali Albaghli,KWT
Ali Almousa,KWT
B Abdulrahim,KWT
Hamza Hussein,KWT
Khaled Alshamali,KWT
Khalid Alateeqi,KWT
Mohammad Alhashel,KWT
Mohammed Aihashel,KWT
Nabil Almanae,KWT
S Alnahedh,KWT
Sahar Alrumaih,KWT
Salem Sabah,KWT
Sheikh Alsabah,KWT
Yousef Alothman,KWT
Youssef Alobaid,KWT
Bounleua Sinxayvoravong,LAO
Bousabong Souvannavong,LAO
Chansy Phusikham,LAO
Cheung Sombounkhan,LAO
Khamphoui Keoboualapha,LAO
Nouphanh Sithphasai,LAO
Pany Yathotou,LAO
Pany Yatohtoh,LAO
Phoumy Thipphavone,LAO
Phoupheth Khamphounevong,LAO
Somphao Phaysith,LAO
Soth Phetrasy,LAO
Soukanh Mahalath,LAO
Thongchanh Uparavanh,LAO
Vathana Dalaloy,LAO
Xonexay Sithphaxay,LAO
Edmond Naim,LBN
Elias Sarkis,LBN
Fahim Modad,LBN
Haroutioun Samuelian,LBN
Joseph Oughourlian,LBN
Majid Joumblat,LBN
Marwan Nsouli,LBN
Michel Elkhoury,LBN
Michel Khoury,LBN
Muhammad Baasiri,LBN
Philippe Takla,LBN
Raed Charafeddin,LBN
Riad Salameh,LBN
Saed Andari,LBN
Aloysius Tarlue,LBR
Charles Bright,LBR
Charles Greene,LBR
David Vinton,LBR
Elie Saleeby,LBR
Henry Saamoi,LBR
Ignatius Clay,LBR
John Bestman,LBR
Joseph Jones,LBR
Mills Jones,LBR
Milton Weeks,LBR
Nathaniel Patray,LBR
Paul Jeffy,LBR
Theophilus Bettie,LBR
Thomas Hanson,LBR
Abd Alzulaytini,LBY
Abdulhafid Zlitni,LBY
Ahmed Menesi,LBY
Ali Aneizi,LBY
Farhat Bengdara,LBY
Kassem Sherlala,LBY
Khalil Bennani,LBY
Mohammed Alshukri,LBY
Muhammad Rajab,LBY
Naji Belqasem,LBY
Rajab Msallati,LBY
Saddek Alkabir,LBY
Saddek Elkaber,LBY
Taher Aljehaimi,LBY
Ajith Cabraal,LKA
Amarananda Jayawardena,LKA
Arthur Ranasinghe,LKA
C Chanmugarn,LKA
C Perera,LKA
C Siriwardana,LKA
Don Rajapatirana,LKA
Heen Dissanayaka,LKA
Herbert Tennekoon,LKA
Indrajit Coomaraswamy,LKA
John Exter,LKA
Lakshman Mahendran,LKA
N Jayawardena,LKA
Nandalal Weerasinghe,LKA
Neil Umagiliya,LKA
Neville Karunatilake,LKA
Nihal Fonseka,LKA
Nimal Welgama,LKA
P Rodrigo,LKA
R Jayatissa,LKA
Sunil Mendis,LKA
Warnasena Rasaputra,LKA
Weligamage Lakshman,LKA
William Tennekoon,LKA
Anthony Maruping,LSO
E Matekane,LSO
Erik Karlsson,LSO
Kobeli Molemohi,LSO
Lehlomela Mohapi,LSO
Moeketsi Senaoana,LSO
Motlatsi Matekane,LSO
Retselisitsoe Matlanyane,LSO
Stefan Schonberg,LSO
Stephen Swaray,LSO
Asta Kuniyoshi,LTU
Audrius Misevicius,LTU
Bronius Povilaitis,LTU
Darius Petrauskas,LTU
Evaldas Ruzgys,LTU
Gediminas Simkus,LTU
Ingrida Simonyte,LTU
Julita Varanauskiene,LTU
Juozas Paknys,LTU
Juozas Tubelis,LTU
Kazys Ratkevicius,LTU
Marius Jurgilas,LTU
Marius Skuodis,LTU
Raimondas Kuodis,LTU
Ramune Zabuliene,LTU
Reinoldijus Sarkinas,LTU
Romualdas Visokavicius,LTU
Simonas Krpta,LTU
Tomas Garbaravicius,LTU
Vaida Markeviciene,LTU
Vaidievutis Geralavicius,LTU
Vilius Baldisis,LTU
Vitas Vasiliauskas,LTU
Vladas Jurgutis,LTU
Vladas Stasinskas,LTU
Aline Muller,LUX
Andree Billon,LUX
Betty Fontaine,LUX
Claude Zimmer,LUX
Gaston Reinesch,LUX
Jacques Poos,LUX
Jean Hamilius,LUX
Mathias Hinterscheid,LUX
Michel Wurth,LUX
Michele Detaille,LUX
Nadia Manzari,LUX
Nicolas Weber,LUX
Pierre Beck,LUX
Pierre Jaans,LUX
Raymond Kirsch,LUX
Roland Weyland,LUX
Romain Schintgen,LUX
Serge Kolb,LUX
Simone Retter,LUX
Yves Mersch,LUX
Yves Nosbusch,LUX
Andris Ruselis,LVA
Arturs Graudins,LVA
Edvards Kusners,LVA
Einars Repse,LVA
Ilmars Rimsevics,LVA
Leonids Gricenko,LVA
Martins Kazaks,LVA
Pavils Sakss,LVA
Valentina Zeile,LVA
Varis Zarins,LVA
Zoja Razmusa,LVA
Anselmo Teng,MAC
Benjamin San,MAC
Esther Ian,MAC
Maria Man,MAC
Rufino Ramos,MAC
Simon Man,MAC
Teng Seng,MAC
Wan Long,MAC
Abdelaziz Belfquih,MAR
Abdellatif Jouahri,MAR
Abdellatif Loudyi,MAR
Abderrahim Bouazza,MAR
Ahmed Bennani,MAR
Andre Azoulay,MAR
Aziz Akhannouch,MAR
Driss Slaoui,MAR
El Benabderrazik,MAR
Faouzia Zaaboul,MAR
Meriem Chaqroun,MAR
Mhamed Zeghari,MAR
Mohamed Hassar,MAR
Mohamed Seqat,MAR
Moulay Mehdi,MAR
Mustapha Moussaoui,MAR
Othmane Demnati,MAR
Taib Skalli,MAR
Zouhair Chorfi,MAR
Anca Dragu,MDA
Dorin Dragutanu,MDA
Emma Tabirta,MDA
Leonid Talmacis,MDA
Marin Molosag,MDA
Octavian Armasu,MDA
Sergiu Cioclea,MDA
Aivo Andrianarivelo,MDG
Blandin Razafimanjato,MDG
Frederic Rasamoely,MDG
Frederic Year,MDG
Gaston X,MDG
Guy Ratovondrahona,MDG
Henri Rabarijohn,MDG
Leon Rajaobelina,MDG
Raoul Ravelomanana,MDG
Rasolofondraibe Herve,MDG
Richard Randriamaholy,MDG
Vonimanitra Razafimbelo,MDG
Abdulla Jihaad,MDV
Abdulla Jihad,MDV
Abdulla Naseer,MDV
Ahmed Munawar,MDV
Ahmed Naseer,MDV
Aishath Zahira,MDV
Ali Hashim,MDV
Arif Hilmy,MDV
Azeema Adam,MDV
Ibrahim Shafeeg,MDV
Ibrahim Solih,MDV
Ismail Manik,MDV
Maumoon Gayoom,MDV
Mohamed Jaleel,MDV
Mohamed Saeed,MDV
Neeza Imad,MDV
Qasim Ibrahim,MDV
* Nci,MEX
Agustan Carstens,MEX
Agustn Carstens,MEX
Alejandro Leon,MEX
Carlos Macias,MEX
Carlos Rouvignac,MEX
Ernesto Hurtado,MEX
Everardo Almaguer,MEX
Gabriel Garcia,MEX
Galia Gmez,MEX
Galia Gomez,MEX
Gerardo Hernndez,MEX
Guillermo Ortiz,MEX
Gustavo Kolbeck,MEX
Irene Cantellano,MEX
Javier Calafell,MEX
Jesus Yacaman,MEX
Jonathan Heath,MEX
Jose Dib,MEX
Jose Garcia,MEX
Manuel Francia,MEX
Manuel Ramosfrancia,MEX
Manuel Sanchez,MEX
Manuel Snchez,MEX
Miguel Aguayo,MEX
Omar Castelazo,MEX
Roberto Cueto,MEX
Roberto Legaspi,MEX
Rodrigo Gomez,MEX
Victoria Ceja,MEX
Ana Mitreska,MKD
Anita Bezhoska,MKD
Borko Stanoevski,MKD
Dimitar Bogov,MKD
Emilija Nacevska,MKD
Fadil Bajrami,MKD
Fadilj Bajrami,MKD
Ljube Trpeski,MKD
Maja Kadievskavojnovik,MKD
Petar Gosev,MKD
Petar Goshev,MKD
Trajko Slaveski,MKD
Aoua Barry,MLI
Barema Bocoum,MLI
Sambou Wague,MLI
Alexander Demarco,MLT
Alfred Demarco,MLT
Alfred Mifsud,MLT
Anthony Galdes,MLT
Borge Andersen,MLT
David Klein,MLT
David Pullicino,MLT
Edward Scicluna,MLT
Emanuel Ellul,MLT
Francis Vassallo,MLT
Henry Gabriele,MLT
Josef Bonnici,MLT
Lino Spiteri,MLT
Mario Vella,MLT
Michael Bonello,MLT
Oliver Bonello,MLT
R Earland,MLT
Rita Schembri,MLT
Victor Demarco,MLT
Aung Sint,MMR
Aye Hlaing,MMR
Kyaw Maung,MMR
Kyaw Myint,MMR
Kyaw Nyein,MMR
Kyaw Nyunt,MMR
Kyi Aye,MMR
Maung Han,MMR
Maung Hla,MMR
Than Nyein,MMR
Than Swe,MMR
Irena Radovic,MNE
Ljubisa Krgovic,MNE
Milojica Dakic,MNE
Radoje Zugic,MNE
Velibor Milosevic,MNE
* Baldan,MNG
* Dovchin,MNG
* Mikilman,MNG
Alag Batsukh,MNG
Byadran Lkhagvasuren,MNG
D Danzan,MNG
Demchigjabyn Molomjamts,MNG
Enkhtaivan Ganbold,MNG
G Baljid,MNG
Gochoogiyin Khuderchuluun,MNG
Javkhlan Bold,MNG
Jigjid Unenbat,MNG
Luyugiin Lkhamsuren,MNG
Nadmidyn Bayartsaikhan,MNG
Naidansurengiin Jargalsaikhan,MNG
Ochirbat Chuluunbat,MNG
P Tumur,MNG
Purevdorj Lkhanaasuren,MNG
Sanjaa Narantsogt,MNG
Zoljargal Naidansuren,MNG
Zoljargan Naidansuren,MNG
Adriano Maleiane,MOZ
Alberto Cassimo,MOZ
Antonio Abreu,MOZ
Eneas Comiche,MOZ
Ernesto Gove,MOZ
Prakash Ratilal,MOZ
Rogerio Zandamela,MOZ
Sergio Viera,MOZ
Victor Gomes,MOZ
Abdel Dahi,MRT
Ahmed Daddah,MRT
Ahmed Zein,MRT
Ba Moussa,MRT
Cheikh Khouna,MRT
Cheikh Taher,MRT
Dieng Farba,MRT
Kane Ousmane,MRT
Mahfoudh Aly,MRT
Maty Hamady,MRT
Mohamed Dhehby,MRT
Mohamed Hacen,MRT
Mohamed Khaled,MRT
Mohamed Lekhal,MRT
Mohamed Nany,MRT
Mohamed Oumarou,MRT
Mohamedou Michel,MRT
Moustapha Abeiderrahmane,MRT
Moustapha Mouhamedou,MRT
