iso3,name
GRC,Demetrios Chalikias
GRC,Demetrios Galanis
GRC,Efthymios Christodoulou
GRC,Eleni Dendrinoulouri
GRC,Georgios A. Provopoulos
GRC,Georgios Mantzavinos
GRC,Gerassimos Arsenis
GRC,Ioannis Boutos
GRC,Ioannis Papadakis
GRC,John Mourmouras
GRC,Konstantinos Papagiannis
GRC,Lucas Papademos
GRC,Nicholas Paleocrassas
GRC,Panagiotis Thomopoulos
GRC,Panagotis Papaligouras
GRC,Panayotis Thomopoulos
GRC,Theodore Mitrakos
GRC,Theodore Pelagidis
GRC,Theodoros Mitrakos
GRC,Xenophon Zolotas
GRC,Yannis Stournaras
GRD,Cecil Jacobs
GRD,Sir K. Dwight Venner
GRD,Timothy Antoine
GTM,Alvaro González Ricci
GTM,Contreras Godoy
GTM,Edgar Baltazar Barquín Durán
GTM,Edgar Barquin
GTM,Edin Homero Velásquez Escovedo
GTM,Francisco Fernández Rivas
GTM,Gabriel Orellana Estrada
GTM,Gustavo Mirón Porras
GTM,José Miguel Gaitán Ramírez
GTM,Juarez
GTM,Lic. Julio Roberto Suárez Guerra
GTM,Linarez Martinez
GTM,Lizardo Arturo Sosa López
GTM,Lizardo Arturo Sosa Ramirez
GTM,Manuel Béndfeldt Jáuregui
GTM,Manuel Noriega Morales
GTM,Maria Antonieta Del Cid Navas de Bonilla
GTM,Marroquin
GTM,Mendez Escobar
GTM,Perez
GTM,Plinio Alfredo Grazioso Barrilas
GTM,Robles
GTM,Sergio Rivera
GTM,Sosa
GTM,Velasquez Escobedo
GTM,Willy Waldemar Zapata Sagastume
GTM,del Valle
GUY,Archibald Meredith
GUY,Dolly S. Singh
GUY,Gobind Ganga
GUY,Horst Bockelmann
GUY,Lawrence Theodore Williams
GUY,Patrick E. Matthews
GUY,William P. D'Andrade
HKG,Amy Yip
HKG,Andrew Sheng
HKG,Anthony Latter
HKG,Archie Ng
HKG,Arthur Yuen
HKG,Christopher Munn
HKG,Colin Pou
HKG,Darryl Chan
HKG,Daryl HO
HKG,David Carse
HKG,Dong He
HKG,Eddie Yue Wai-man
HKG,Edmond Lau
HKG,Elizabeth Coupe
HKG,Esmond Lee
HKG,Francis Chu
HKG,Grace Lau
HKG,Guy M Meredith
HKG,Hans Genberg
HKG,Henry Cheng
HKG,Howard Lee
HKG,James K. Vardaman Jr.
HKG,John Nugée
HKG,Joseph Yam
HKG,Karen Kemp
HKG,Lillian Cheung
HKG,Linda So
HKG,Marian Li Chan Sien-Mun
HKG,Meena Datwani
HKG,Nelson Man
HKG,Norman Chan
HKG,Norman Chan Tak-iam
HKG,Norman Chan Tak-lam
HKG,Peter Pang
HKG,Peter Pang Sing-Tong
HKG,Raymond Li
HKG,Simon Topping
HKG,Stefan Gannon
HKG,Stefan Gerlach
HKG,Tony Latter
HKG,Vincent Lee
HKG,William A Ryback
HKG,Yiu-kwan Choi
HND,Alberto Galeano
HND,Armando Aguilar Cruz
HND,Bueso
HND,Carias Pineda
HND,Dr. Marlon Tábora Muñoz
HND,Edwin Araque Bonilla
HND,Edwin Araque Bonlila
HND,Emin Barjum
HND,Gabriela Núñez Ennabe de Reyes
HND,Gonzalo Carías
HND,Mahomar
HND,Manuel Fontecha Ferrari
HND,Manuel de Jesus Bautista
HND,Manuel de Jesús Bautista Flores
HND,Martinez Silva
HND,María Elena Mondragón
HND,Noe Pino
HND,Ramon Villeda Bermudez
HND,Rebeca Santos
HND,Renan Sagastume Fernandez
HND,Ricardo Enrique Marichal Matuty
HND,Ricardo Maduro
HND,Roberto Lagos Mondragon
HND,Roberto Ramírez Ordóñez
HND,Sandra de Midences
HND,Suyapa C. Funes Castro
HND,Victoria Asfura de Diaz
HND,Wilfredo Rodriguez
HRV,Adolf Matejka
HRV,Ante Cicin-Šain
HRV,Bojan Fras
HRV,Boris Cota
HRV,Boris Vujcic
HRV,Boris Vuji
HRV,Bozidar Jelcic
HRV,Branimir Lokin
HRV,Damir Novotny
HRV,Edo Maleti
HRV,Gorazd Nikic
HRV,Ivan Milas
HRV,Jure Šimović
HRV,Marko Škreb
HRV,Mate Babic
HRV,Michael Faulend
HRV,Neven Barbaroša
HRV,Pero Jurkovic
HRV,Relja Martic
HRV,Sandra Svaljek
HRV,Sandra Švaljek
HRV,Silvije Orsag
HRV,Tomislav Presecan
HRV,Vedran Šošić
HRV,Vlado Leko
HRV,Zdravko Rogic
HRV,Željko Lovrinčević
HRV,Željko Rohatinski
HTI,Andre
HTI,Charles Beaulieu
HTI,Charles Castel
HTI,Claude
HTI,Delatour
HTI,Jean
HTI,Jean Dubois
HTI,Joseph Lagroue
HTI,Leger
HTI,Magloire
HTI,Martineau
HTI,Millet
HTI,Nathanaël Benjamin
HTI,Nolte
HTI,Perodin
HTI,Pothel
HTI,Ronald Gabriel
HTI,Sanon
HTI,Venel Joseph
HTI,Vilgrain
HUN,Alexandre Lamfalussy
HUN,Andras Simor
HUN,Andrea Bártfai-Mager
HUN,Andrea Mager
HUN,Artúr Kárász
HUN,Barnabás Virág
HUN,Bianka Parragh
HUN,Béla Imrédy
HUN,Béla Kádár
HUN,Béla Sulyok
HUN,Csaba Csáki
HUN,Csaba Kandracs
HUN,Dr Andor László
HUN,Dr Ferenc Bartha
HUN,Dr György Surányi
HUN,Dr Mátyás Timár
HUN,Dr Zsigmond Járai
HUN,Dániel Palotai
HUN,Dénes Szántó
HUN,Ernő Csejkey
HUN,Ferenc Gerhardt
HUN,Ferenc Jeszenszky
HUN,Ferenc Karvalits
HUN,Gusztav Bager
HUN,Gyorgy Kocziszky
HUN,Gyrgy Matolcsy
HUN,Gyula Pleschinger
HUN,Gyula Pósch
HUN,György Kopits
HUN,György Szapáry
HUN,Gábor Oblath
HUN,Henrik Auth
HUN,Ilona Hardy
HUN,Imre Oltványi
HUN,Istvan Nagy
HUN,Judit Neményi
HUN,János Béla Cinkotai
HUN,János Vörös
HUN,Júlia Király
HUN,Kolos Kardkovacs
HUN,Lipót Baranyai
HUN,László Andor
HUN,László Háy
HUN,László Temesváry
HUN,László Windisch
HUN,Mihaly Patai
HUN,Mihály Varga
HUN,Márton Nagy
HUN,P_x0013_eter _x0013_Akos Bod
HUN,Peter Gottfried
HUN,Peter Tari
HUN,Péter Adamecz
HUN,Péter Bihari
HUN,Surányi György
HUN,Sándor Popovics
HUN,Tamás Káró
HUN,Tímár Mátyás
HUN,Vilmos Bihari
HUN,Werner Riecke
HUN,Zoltán Kovács
HUN,Zoltán Kurali
HUN,Éva Búza
IDN,* Hendar
IDN,* Soemarno
IDN,* Sugeng
IDN,Achjar Iljas
IDN,Agus D.W. Martowardojo
IDN,Aida S. Budiman
IDN,Ardhayadi M
IDN,Aulia Tantowi Pohan
IDN,Boediono
IDN,Budi Mulya
IDN,Budi Rochadi
IDN,Burhanuddin Abdullah
IDN,Darmin Nasution
IDN,Djiwandono
IDN,Dody Waluyo
IDN,Doni Primanto Joewono
IDN,Erwin Rijanto
IDN,Filianingsih Hendarta
IDN,Halim Alamsyah
IDN,Hartadi A. Sarwono
IDN,Juda Agung
IDN,Jusuf Muda Dalam
IDN,Lukman Hakim
IDN,Maman H. Somantri
IDN,Maulana Ibrahim
IDN,Miranda Goeltom
IDN,Miranda Gultom
IDN,Miranda Swaray Goeltom
IDN,Mirza Adityaswara
IDN,Mooy
IDN,Muliaman D. Hadad
IDN,Perry Warjiyo
IDN,Radius Prawiro
IDN,Ronald Waas
IDN,Rosmaya Hadi
IDN,S Rochadi
IDN,Sabirin
IDN,Saleh
IDN,Siregar
IDN,Siti Ch. Fadjrijah
IDN,Siti Chalimah Fadrijah
IDN,Sjafruddin Prawiranegara
IDN,Soetikno Slamet
IND,A Ghosh
IND,A. Vaidyanathan
IND,Adarkar
IND,Ajay Tyagi
IND,Anand Mahindra
IND,Anil Kakodkar
IND,Arnab Roy
IND,Arvind Mayaram
IND,Ashima Goyal
IND,Ashok Chawla
IND,Ashok Gulati
IND,Ashok Jha
IND,Ashok S. Ganguly
IND,Azim Premji
IND,Bharat Doshi
IND,Borra Venkatappaiah
IND,C. D. Deshmukh
IND,C.S. Divekar
IND,Chetan Ghate
IND,D. Jayavarthanavelu
IND,D. K. Mittal
IND,D. R. Mehta
IND,D. Subbarao
IND,Damodar Acharya
IND,Dattatreya Gopal Karve
IND,Dr. Bimal Jalan
IND,Dr. C Rangarajan
IND,Dr. IG Patel
IND,Dr. Manmohan Singh
IND,Dr. Y V Reddy
IND,Ela Bhatt
IND,G. M. Rao
IND,Indira Rajaraman
IND,J.J. Anjaria
IND,Jagdish Capoor
IND,Jaime Caruana
IND,James Braid Taylor
IND,Jamshed Jiji Irani
IND,Jayanth R. Varma
IND,Jha
IND,K. G. Ambegaonkar
IND,K. J. Udeshi
IND,K. Madhava Rao
IND,Kamalesh Chandra Chakrabarty
IND,Karidia Sanon
IND,Kesavan Ramachandran
IND,Kiran Karnik
IND,Kishori Udeshi
IND,Kumar Mangalam Birla
IND,Lakshmi Chand
IND,M Narasimham
IND,M. Rajeshwar Rao
IND,M. Ramakrishnayya
IND,M.L. Shahare
IND,M.R. Bhide
IND,M.V. Hate
IND,M.V. Rangachari
IND,Mahesh Jain
IND,Manilal Balabhai Nanavati
IND,Michael Patra
IND,Mihir Rakshit
IND,Mridul Saggar
IND,N C Sen Gupta
IND,N. R. Narayana
IND,N. Sundaresan
IND,Nachiket Mor
IND,Nagesh Kumar
IND,Najeeb Jung
IND,Osborne Smith
IND,P. C. Bhattacharya
IND,P.D. Ojha
IND,P.N. Damry
IND,P.R. Nangia
IND,Pami Dua
IND,Poonam Gupta
IND,Prithvi Nath Dhar
IND,R N Malhotra
IND,R. Gandhi
IND,R. Gopalan
IND,R. Janakiraman
IND,R.K. Kaul
IND,R.K. Sheshadri
IND,Rabindra Kishen Hazari
IND,Rajiv Kumar
IND,Rajiv Ranjan
IND,Rakesh Mohan
IND,Ram Nath
IND,Ratan N. Tata
IND,Ravindra H. Dholakia
IND,Revathy Iyer
IND,S Goyal
IND,S Jagannathan
IND,S S Mundra
IND,S Venkitaramanan
IND,S. Narayan
IND,S.P. Talwar
IND,S.S. Mundra
IND,S.S. Shiralkar
IND,S.S. Tarapore
IND,Sachin Chaturvedi
IND,Sadhana Varma
IND,Sardara Singh Johl
IND,Saugata Bhattacharya
IND,Shaktikanta Das
IND,Shashanka Bhide
IND,Shashi Rekha Rajagopalan
IND,Shirish Chandra Murmu
IND,Shri Kamesam
IND,Shri Kanungo
IND,Shri Khan
IND,Shri Leeladhar
IND,Shri Sabharwal
IND,Shri Subhash Chandra Garg
IND,Shyamala Gopinath
IND,Sikandar Hayat Khan
IND,Sir Benegal Rama Rau
IND,Subhash Sheoratan Mundra
IND,Subir Gokarn
IND,Sudhir Mankad
IND,Suresh Krishna
IND,Suresh Kumar Neotia
IND,Suresh Tendulkar
IND,Swaminathan Janakiraman
IND,T. Rabi Sankar
IND,U.R. Rao
IND,Usha Thorat
IND,V S Das
IND,V. Leeladhar
IND,V. S. Vyas
IND,Vepa Kamesam
IND,Vipin Malik
IND,Viral V. Acharya
IND,W.T. McCallum
IND,Wajahat Hussain
IND,Y.C. Deveshwar
IND,Yezdi Hirji Malegam
IRL,Alan Ahearne
IRL,Alan Gray
IRL,Brian Hillery
IRL,Charles Henry Murray
IRL,Cyril Roux
IRL,David Begg
IRL,David Doyle
IRL,Deirdre Purcell
IRL,Derek Moran
IRL,Dermot O’Brien
IRL,Derville Rowland
IRL,Des Geraghty
IRL,Donal Byrne
IRL,Ed Sibley
IRL,Elizabeth McCaul
IRL,Eoin Ryan
IRL,Friedhelm Danz
IRL,Gabriel Makhlouf
IRL,James J. McElligott
IRL,Jim Farrell
IRL,Jim Nugent
IRL,John Fitzgerald
IRL,John Hurley
IRL,John Moran
IRL,John Trethowan
IRL,Joseph Brennan
IRL,Julia Black
IRL,Justin Wray
IRL,Kevin Cardiff
IRL,Liam Barron
IRL,Liam O'Reilly
IRL,Martin O'Donoghue
IRL,Mary O'Dea
IRL,Matthew Elderfield
IRL,Maurice F. Doyle
IRL,Maurice Moynihan
IRL,Maurice O'Connell
IRL,Max Watson
IRL,Michael McBennett
IRL,Michael Soden
IRL,Neil Whoriskey
IRL,Niamh Moloney
IRL,Orlaigh Quinn
IRL,Patricia Byron
IRL,Patrick Honohan
IRL,Patrick Neary
IRL,Peter Mulhall
IRL,Philip Lane
IRL,Roy Donovan
IRL,Seána Cunningham
IRL,Sharon Donnery
IRL,Shay Cody
IRL,Stefan Gerlach
IRL,T. K. Whitaker
IRL,Tomás F. Ó Cofaigh
IRL,Tony Grimes
IRN,Abdol-Ali Jahanshahi
IRN,Abdonnaser Hemmati
IRN,Akbar Komijani
IRN,Ali Salehabadi
IRN,Ali-Asghar Pourhomayoun
IRN,Alireza Nobari
IRN,Alireza Nowbari
IRN,Ebrahim Darvishi
IRN,Ebrahim Kashani
IRN,Hassan-Ali Mehran
IRN,Khodadad Farmanfarmaian
IRN,Mahammad-Ali Molavi
IRN,Mahdi Samii
IRN,Mahmoud Bahmani
IRN,Majid Ghassemi
IRN,Mehdi Samiei
IRN,Mohammad Reza Farzin
IRN,Mohammad Yeganeh
IRN,Mohammad-Hossain Adeli
IRN,Mohammad-Javad Vahaji
IRN,Mohsen Nourbakhsh
IRN,Tahmasb Mazaheri
IRN,Valiollah Seif
IRN,Yousef Khoshkish
IRQ,Abdul Basit Turki Saeed
IRQ,Abdulellah Hafedh
IRQ,Abdulhassan Zalzalah
IRQ,Abdullatif al-Shawaf
IRQ,Ahmed Abdullbaqy
IRQ,Ali Ismail
IRQ,Ali Mohsen Al-Alaq
IRQ,Essam Rasheed Howaish
IRQ,Ezz al-Din Mohamed Saleem al-Bahrani
IRQ,Fawzi al-Qaisi
IRQ,Hassan Tawfiq Al-Najafi
IRQ,Hikmat Mizban Ibrahim al-Azzawi
IRQ,Khairuddin Haseeb
IRQ,Mustafa Ghaleb
IRQ,Nadhim al-Zahawi
IRQ,Qasma Saleh Ali
IRQ,Salah al-Din al-Sheikhli
IRQ,Saleh Abdul Amir Kubba
IRQ,Saleh Haidar
IRQ,Sinan Al Shabibi
IRQ,Subhi Nadhem Frankool
IRQ,Tariq Taleb al-Takmachi
IRQ,Tawfiq al-Suwaidi
ISL,Agust Olafur Agustsson
ISL,Arnr Sighvatsson
ISL,Björn Valur Gíslason
ISL,Björk Sigurgísladóttir
ISL,Bolli Hédinsson
ISL,Daniel Gros
ISL,David Oddsson
ISL,Davíð Ólafsson
ISL,Eirkur Guonason
ISL,Eiríkur Guðnason
ISL,Erna Gísladóttir
ISL,Finnur Ingólfsson
ISL,Friðrik Már Baldursson
ISL,Frosti Sigurjonsson
ISL,Geir Hallgrímsson
ISL,Gunnarsson
ISL,Gylfi Magnússon
ISL,Gylfi Zoega
ISL,Hannes Hólmsteinn Gissurarson
ISL,Helgi S. Guðmundsson
ISL,Ingibjorg Ingvadottir
ISL,Ingibjörg Sólrún Gísladóttir
ISL,Ingimundur Fridriksson
ISL,Ingimundur Friðriksson
ISL,Ingvi Hrafn Óskarsson
ISL,Jn Sigurgeirsson
ISL,Jon Helgi Egilsson
ISL,Jon Thor Sturluson
ISL,Jón Sigurðsson
ISL,Katrin Olafsdottir
ISL,Katrín Olga Jóhannesdóttir
ISL,Lafur Einarsson
ISL,Lara Juliusdottir
ISL,Már Guðmundsson
ISL,Nordal
ISL,Pórarinn G. Pétursson
ISL,Ragnar Arnalds
ISL,Ragnar Arnason
ISL,Rannveig Sigurdardóttir
ISL,Sigtryggur Klemensson
ISL,Sigurdur Kristiansson
ISL,Sigurђsson
ISL,Steingrímur Hermannsson
ISL,Sturla Palsson
ISL,Svanbjörn Frímannsson
ISL,Svein Harald Øygard
ISL,Sveinn Agnarsson
ISL,Thor Saari
ISL,Thorunn Gudmundsdottir
ISL,Tómas Árnason
ISL,Unnur Gunnarsdottir
ISL,Valgerður Bjarnadóttir
ISL,Vilhjálmur Þór
ISL,uðmundur Hjartarson
ISL,Ágúst Einarsson
ISL,Ásgeir Jónsson
ISL,Ólafur G. Einarsson
ISL,Þórarinn G. Pétursson
ISR,Alex Cukierman
ISR,Andrew Abir
ISR,Arnon Gafni
ISR,Barry T. Topf
ISR,David Horowitz
ISR,Dr. David Klein
ISR,Dr. Karnit Flug
ISR,Dr. Moshe Mandelbaum
ISR,Eckstein Zvi
ISR,Meir Sokoler
ISR,Moshe Mendelbaum
ISR,Mr. Arnon Gafny
ISR,Mr. Moshe Sanbar
ISR,Nadine Baudot
ISR,Nadine Baudot Trajtenberg
ISR,Nadine Baudottrajtenberg
ISR,Nathan Sussman
ISR,Prof. Jacob Frenkel
ISR,Prof. Michael Bruno
ISR,Prof. Stanley Fischer
ISR,Rafi Melnick
ISR,Reuben Gronau
ISR,Sokolar Meir
ISR,Yaron Amir
ISR,Zvi Eckstein
ISR,Zvika Eckstein
ITA,Alessandra Perrazzelli
ITA,Anna Tarantola
ITA,Antonio Fazio
ITA,Antonio Finocchiaro
ITA,Carlo Azeglio Ciampi
ITA,Chiara Scotti
ITA,Daniele Franco
ITA,Donato Menichella
ITA,Fabio Panetta
ITA,Fabrizio Saccomanni
ITA,Gian Luca Trequattrini
ITA,Giovanni Carosio
ITA,Guido Carli
ITA,Ignazio Visco
ITA,Lorenzo Smaghi
ITA,Luigi Einaudi
ITA,Luigi Federico Signorini
ITA,Mario Draghi
ITA,Mario Ghi
ITA,Paolo Angelini
ITA,Paolo Baffi
ITA,Pierluigi Ciocca
ITA,Piero Cipollone
ITA,Salvatore Rossi
ITA,Tommaso Padoaschioppa
ITA,Valeria Sannucci
ITA,Vincenzo Desario
JAM,Brian Wynter
JAM,Celia Brown Blake
JAM,Colin Bullock
JAM,Derick Latibeaudiere
JAM,Dr. Owen Jefferson
JAM,G. Arthur Brown
JAM,Gary Hendrickson
JAM,Gayon Hosin
JAM,Headley Brown
JAM,Herbert Walker
JAM,Horace George Barber
JAM,Jacques Bussieres
JAM,Jeffrey Pyne
JAM,John Robinson
JAM,Kenneth Hall
JAM,Mark Myers
JAM,Myrtle Halsall
JAM,Nicholas Scott
JAM,Nigel Clarke
JAM,Richard Bernal
JAM,Richard Byles
JAM,Richard T. P. Hall
JAM,Roderick Rainford
JAM,Rohan Barnett
JAM,Rosalea Hamilton
JAM,Shirley Tyndall
JAM,Stanley Waldon Payton
JAM,Vincent Lawrence
JAM,Wayne Henry
JAM,Wayne Robinson
JAM,Wesley Hughes
JOR,Abdelrahman Abdellatif
JOR,Adel Al‑Sharkas
JOR,Adel Sharkas
JOR,Bassem Khalil Al‑Salem
JOR,Dr. Ummaya Salah Toukan
JOR,Essam Sherif
JOR,Faris Abdel Hamid Sharaf
JOR,Hussein Al-Qasim
JOR,Jamal Almasri
JOR,Khaldoun Al‑Wshah
JOR,Khalil Al-Salem
JOR,Kholoud M. AI-Saqqaf
JOR,Maher Hasan
JOR,Maher Sheikh Hassan
JOR,Mohammad Said Shahin
JOR,Mohammed Said Shahin
JOR,Nabih Musa
JOR,Nabulsi
JOR,Nelly Batshoun
JOR,Omar Alzoubi
JOR,Saleh Y. Hussein
JOR,Umayya Toukan
JOR,Ziad Fariz (x2)
JOR,Ziad Ghanma
JOR,Ziad X
JPN,Adachi Seiji
JPN,Asahi Noguchi
JPN,Atsushi Mizuno
JPN,Ayano Sato
JPN,Eikichi Araki
JPN,Eiko Shinotsuka
JPN,Goushi Kataoka
JPN,Hajime Takata
JPN,Haruhiko Kuroda
JPN,Haruo Mayekawa
JPN,Hirohide Ymaguchi
JPN,Hiroshi Nakaso
JPN,Hisato Ichimada
JPN,Hitoshi Suzuki
JPN,Junko Nakagawa
JPN,Kataoka Goushi
JPN,Kazumasa Iwata
JPN,Kazuo Ueda
JPN,Kikuo Iwata
JPN,Kiyohiko G. Nishimura
JPN,Kiyohiko Nishimura
JPN,Koji Ishida
JPN,Maasaki Shirakawa
JPN,Makoto Sakurai
JPN,Makoto Usami
JPN,Masaaki Shirakawa
JPN,Masamichi Yamagiwa
JPN,Masaru Hayami
JPN,Masayoshi Amamiya
JPN,Miyako Suda
JPN,Naoki Tamura
JPN,Nobuyuki Nakahara
JPN,Ryozo Himino
JPN,Ryuzo Miyao
JPN,Sakuya Fuijiwara
JPN,Sakuya Fujiwara
JPN,Satoshi Sumita
JPN,Sayuri Shirai
JPN,Seiji Adachi
JPN,Seiji Nakamura
JPN,Seji Nakamura
JPN,Shigehiro Kuwabara
JPN,Shin Nakahara
JPN,Shinichi Uchida
JPN,Susumu Taketomi
JPN,Tadao Noda
JPN,Tadashi Sasaki
JPN,Takahide Kiuchi
JPN,Takako Masai
JPN,Takehiro Sato
JPN,Teiichiro Morinaga
JPN,Teizo Taya
JPN,Toshihiko Fukui
JPN,Toshihiko Miki
JPN,Toshikatsu Fukuma
JPN,Toshiro Muto
JPN,Toyoaki Nakamura
JPN,Wakatabe Masazumi
JPN,Yasuo Gotoh
JPN,Yasuo Matsushita
JPN,Yasushi Mieno
JPN,Yoshiharu Gotoh
JPN,Yoshihisa Morimoto
JPN,Yukitoshi Funo
JPN,Yutaka Harada
JPN,Yutaka Yamaguchi
KAZ,Akylzhan Baimagambetov
KAZ,Aliya Moldabekova
KAZ,Anvar Saidenov
KAZ,Daniyar Akishev
KAZ,Daulet Sembayev
KAZ,Erbolat Dossaev
KAZ,Galym Baynazarov
KAZ,Galymzhan Pirmatov
KAZ,Ghalym Bainasarov
KAZ,Grigoriy Aleksandrovich Marchenko
KAZ,Kadyrzhan Damitov
KAZ,Kairat Kelimbetov
KAZ,Timur Suleimenov
KAZ,Uraz Dzhandosov
KEN,Cheserem
KEN,Dr. Andrew Mullei
KEN,Edward Sambili
KEN,Gerald Nyaoma Arita
KEN,Haron Sirima
KEN,Hezron Nyangito
KEN,Hezron O. Nyangito
KEN,Jacinta M. Mwatela
KEN,Kamau Thugge
KEN,Kotut
KEN,Leon Baranski
KEN,Nahashon Nyagah
KEN,Njuguna Ndung’u
KEN,PN Ndegwa
KEN,Patrick Njoroge
KEN,Sheila S.M.R. M’Mbijjewe
KEN,Susan Koech
KEN,Wycliffe Mukulu
KGZ,Abdylbaly Tegin Suerkul
KGZ,Baktygul Jeenbaeva
KGZ,Kemelbek Nanaev
KGZ,Kubanychbek Bokontaev
KGZ,Kubanychbek Bokontayev
KGZ,Kubanychbek Kulmatov
KGZ,Marat O. Alapaev
KGZ,Marat Sultanov
KGZ,Melis Turgunbaev
KGZ,Sadat E. Djanybekova
KGZ,Tolkunbek Abdygulov
KGZ,Ulan Sarbanov
KGZ,Zair Chokoev
KGZ,Zina Asankojoeva
KHM,Aun Pornmoniroth
KHM,Cha Rieng
KHM,Chan Phin
KHM,Chea Chanto
KHM,Chea Serey
KHM,H E Chea Chanto
KHM,Hing Kunthel
KHM,Neav Chanthana
KHM,Ros Seilava
KHM,Sok Chhong
KHM,Son Sann
KHM,Thor Peng Leath
KHM,Touch Kim
KNA,Cecil Jacobs
KNA,Sir K. Dwight Venner
KNA,Timothy Antoine
KOR,Byung Wha Jang
KOR,Chae Songhak
KOR,Cho Dong‑chul
KOR,Cho Soon
KOR,Choi
KOR,Choi Chang-nak
KOR,Chon
KOR,Chon Chol Hwan
KOR,Chon Chol-hwan
KOR,Chong Song-taek
KOR,Hae-Bang Chung
KOR,Hah Yeung-ki
KOR,Hoon Namkoong
KOR,Hoon Shim
KOR,Jong Kim
KOR,Joon-Ho Hahm
KOR,Juyeol Lee
KOR,Kim
KOR,Kim Chin-hyung
KOR,Kim Chongyun
KOR,Kim Joon-sung
KOR,Kim Kun
KOR,Kim Myung Ho
KOR,Kim Myung-ho
KOR,Kim Sung-whan
KOR,Kim Wan-su
KOR,Kim Woong
KOR,Kim Yoo-taik
KOR,Koo Yong-suh
KOR,Kun Lee
KOR,Lee
KOR,Lee Ju‑yeol
KOR,Lee Kyung-shik
KOR,Lee Kyung-sik
KOR,Min Pyong-do
KOR,Moon-Soo Kang
KOR,Myun Yoon
KOR,Paek Ryong-chon
KOR,Pai Eui-hwan
KOR,Park Sung-sang
KOR,Pyon Song-u
KOR,Rhee Chang‑yong
KOR,Rhi Jung-whan
KOR,Ri Kwang-gon
KOR,Seongtae Lee
KOR,Seongtae Lim
KOR,Seung Park
KOR,Shin Byong-hyun
KOR,Soon Chung
KOR,Suh Jin-soo
KOR,Suh Young‑kyung
KOR,Sung Keun Ha
KOR,Sung Lee
KOR,Woosik Moon
KOR,Yoo Chang-soon
KOR,Yoo Sang‑dai
KOR,Yung Joo Kan
KWT,Abbas Hussein
KWT,Abdulaziz M. Al-Khadi
KWT,Al-Tamar
KWT,Ali Abdullah Al-Baghli
KWT,Ali M. Al-Mousa
KWT,B. Abdulrahim
KWT,Khaled J. Al-Shamali
KWT,Khalid A. Al-Ateeqi
KWT,Mohammad Alhashel
KWT,Mohammad Y. Al-Hashel
KWT,Mohammed AI-Hashel
KWT,Nabil A. Al-Manae
KWT,S.A. Al-Nahedh
KWT,Sahar Al‑Rumaih
KWT,Salim ‘Abd al-‘Aziz Al Sabah
KWT,Sheikh Alsabah
KWT,Sheikh Salem Al-Sabah
KWT,Yousef Saleh Al-Othman
KWT,Youssef Alobaid
LAO,Bounleua Sinxayvoravong
LAO,Bousabong Souvannavong
LAO,Chansy Phusikham
LAO,Cheung Sombounkhan
LAO,Khamphoui Keoboualapha
LAO,Nouphanh Sithphasai
LAO,Pany Yathotou
LAO,Pany Yatohtoh
LAO,Phoumy Thipphavone
LAO,Phoupheth Khamphounevong
LAO,Somphao Phaysith
LAO,Soth Phetrasy
LAO,Soukhanh Mahalath
LAO,Thongchanh Uparavanh
LAO,Vathana Dalaloy
LAO,Xonexay Sithphaxay
LBN,Edmond Naim
LBN,Elias Sarkis
LBN,Fahim Mo'dad
LBN,Haroutioun Samuelian
LBN,Joseph Oughourlian
LBN,Majid Joumblat
LBN,Marwan M. Nsouli
LBN,Michel El Khoury
LBN,Michel el-Khoury
LBN,Muhammad Baasiri
LBN,Philippe Takla
LBN,Raed Charafeddin
LBN,Riad Salameh
LBN,Saed Andari
LBR,Aloysius Tarlue
LBR,Charles A. Greene
LBR,Charles Bright
LBR,David K. Vinton
LBR,Elie E. Saleeby
LBR,Henry F. Saamoi
LBR,Ignatius Clay
LBR,J. Mills Jones
LBR,John G. Bestman
LBR,Joseph Mills Jones
LBR,Milton Alvin Weeks
LBR,Nathaniel R. Patray
LBR,Paul Jeffy
LBR,Theophilus Bettie
LBR,Thomas D. Voer Hanson
LBY,Abd-al-Hafid Mahmud al-Zulaytini
LBY,Abdulhafid Zlitni
LBY,Ahmed Menesi
LBY,Ali Aneizi
LBY,Farhat O. Bengdara
LBY,Kassem Sherlala
LBY,Khalil Bennani
LBY,Mohammed Alshukri
LBY,Muhammad az-Zaruq Rajab
LBY,Naji Mohamed Issa Belqasem
LBY,Rajab El Msallati
LBY,Saddek Elkaber
LBY,Saddek Omar Ali Elkaber (Sadiq al-Kabir)
LBY,Taher Al‑Jehaimi
LKA,Ajith Nivard Cabraal
LKA,Arjuna Mahendran
LKA,Arthur Ranasinghe
LKA,C Siriwardana
LKA,C. Chanmugarn
LKA,C.P.R. Perera
LKA,Don William Rajapatirana
LKA,Dr. Indrajit Coomaraswamy
LKA,Heen Banda Dissanayaka
LKA,Indrajit Coomaraswamy
LKA,Jayawardena
LKA,John Exter
LKA,Karunatilake
LKA,Mendis
LKA,Nandalal Weerasinghe
LKA,Neil Ajantha Umagiliya
LKA,Nihal Fonseka
LKA,Nimal Welgama
LKA,P.D. Rodrigo
LKA,R Jayatissa
LKA,Tennekoon
LKA,Warnasena Rasaputra
LKA,Weligamage Lakshman
LSO,Anthony Mothae Maruping
LSO,Dr. M. Senaoana
LSO,Karlsson
LSO,Kobeli Molemohi
LSO,Lehlomela Mohapi
