PName_original,PName,iso3,first,last,iso3Birth,Start_year,End_year,Start_month,End_month,Position,Sex,Birth_year,Education,BA_or_MA,MBA,PhD,CountryBirth,CityBirth,name
Kate Barker,Kate Barker,GBR,kate,barker,GBR,,,,,President / Governor,1.0,,,,,,,,Kate Barker
Marian Bell,Marian Bell,GBR,marian,bell,GBR,,,,,President / Governor,1.0,,,,,,,,Marian Bell
John Vickers,John Vickers,GBR,john,vickers,GBR,,,,,Board member,0.0,,,,,,,,John Vickers
Paul Tucker,Paul Tucker,GBR,paul,tucker,GBR,,,,,Board member,0.0,,,,,,,,Paul Tucker
Andrew Sentence,Andrew Sentence,GBR,andrew,sentence,GBR,,,,,Board member,0.0,,,,,,,,Andrew Sentence
Paul Tucker,Paul Tucker,GBR,paul,tucker,GBR,,,,,Board member,0.0,,,,,,,,Paul Tucker
Catherine L. Mann,Catherine Mann,GBR,catherine,mann,USA,,,,,Board member,1.0,,,,,,,,Catherine Mann
Sushil Wadhwani,Sushil Wadhwani,GBR,sushil,wadhwani,GBR,,,,,President / Governor,0.0,,,,,,,,Sushil Wadhwani
James Proudman,James Proudman,GBR,james,proudman,GBR,,,,,Board member,0.0,,,,,,,,James Proudman
David Miles,David Miles,GBR,david,miles,GBR,,,,,Board member,0.0,,,,,,,,David Miles
David Miles,David Miles,GBR,david,miles,GBR,,,,,Board member,0.0,,,,,,,,David Miles
Frances Ogrady,Frances Ogrady,GBR,frances,ogrady,GBR,,,,,Board member,1.0,,,,,,,,Frances Ogrady
Andrew Bailey,Andrew Bailey,GBR,andrew,bailey,GBR,,,,,President / Governor,0.0,,,,,,,,Andrew Bailey
Sergiy Tigipko,Sergiy Tigipko,GBR,sergiy,tigipko,GBR,,,,,President / Governor,0.0,,,,,,,,Sergiy Tigipko
Timothy Besley,Timothy Besley,GBR,timothy,besley,GBR,,,,,Board member,0.0,,,,,,,,Timothy Besley
Dorothy Thompson,Dorothy Thompson,GBR,dorothy,thompson,GBR,,,,,Board member,1.0,,,,,,,,Dorothy Thompson
Anil Kashyap,Anil Kashyap,GBR,anil,kashyap,GBR,,,,,Board member,0.0,,,,,,,,Anil Kashyap
Simon Lindsay,Simon Lindsay,GBR,simon,lindsay,GBR,,,,,Board member,0.0,,,,,,,,Simon Lindsay
Ron Kalifa,Ron Kalifa,GBR,ron,kalifa,GBR,,,,,Board member,0.0,,,,,,,,Ron Kalifa
Ian Hart,Ian Hart,GBR,ian,hart,GBR,,,,,Board member,0.0,,,,,,,,Ian Hart
Tim Besley,Tim Besley,GBR,tim,besley,GBR,,,,,President / Governor,0.0,,,,,,,,Tim Besley
Yakiv Smoliy,Yakiv Smoliy,GBR,yakiv,smoliy,GBR,,,,,Board member,0.0,,,,,,,,Yakiv Smoliy
Diana Noble,Diana Noble,GBR,diana,noble,GBR,,,,,Board member,1.0,,,,,,,,Diana Noble
Stepan Kubiv,Stepan Kubiv,GBR,stepan,kubiv,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Stepan Kubiv
Joanna Place,Joanna Place,GBR,joanna,place,GBR,,,,,Board member,1.0,,,,,,,,Joanna Place
David Roberts,David Roberts,GBR,david,roberts,GBR,,,,,President / Governor,0.0,,,,,,,,David Roberts
Randall Kroszner,Randall Kroszner,GBR,randall,kroszner,GBR,,,,,Board member,0.0,,,,,,,,Randall Kroszner
Robert Jenkins,Robert Jenkins,GBR,robert,jenkins,GBR,,,,,Board member,0.0,,,,,,,,Robert Jenkins
David Walton,David Walton,GBR,david,walton,GBR,,,,,President / Governor,0.0,,,,,,,,David Walton
Jonathan Haskel,Jonathan Haskel,GBR,jonathan,haskel,GBR,,,,,Board member,0.0,,,,,,,,Jonathan Haskel
Valeriya Hontareva,Valeriya Hontareva,GBR,valeriya,hontareva,GBR,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Valeriya Hontareva
David Ramsden,David Ramsden,GBR,david,ramsden,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,David Ramsden
Michael Saunders,Michael Saunders,GBR,michael,saunders,GBR,,,,,Board member,0.0,,,,,,,,Michael Saunders
Alan Taylor,Alan Taylor,GBR,alan,taylor,GBR,,,,,Board member,0.0,,,,,,,,Alan Taylor
Ben Broadbent,Ben Broadbent,GBR,ben,broadbent,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ben Broadbent
Bradley Fried,Bradley Fried,GBR,bradley,fried,GBR,,,,,Board member,0.0,,,,,,,,Bradley Fried
Mark Carney,Mark Carney,GBR,mark,carney,CAN,,,,,President / Governor,0.0,,,,,,,,Mark Carney
Ben Broadbent,Ben Broadbent,GBR,ben,broadbent,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ben Broadbent
Adam Posen,Adam Posen,GBR,adam,posen,USA,,,,,President / Governor,0.0,,,,,,,,Adam Posen
Hanneke Smits,Hanneke Smits,GBR,hanneke,smits,GBR,,,,,Board member,1.0,,,,,,,,Hanneke Smits
Spencer Dale,Spencer Dale,GBR,spencer,dale,GBR,,,,,President / Governor,0.0,,,,,,,,Spencer Dale
Ihor Sorkin,Ihor Sorkin,GBR,ihor,sorkin,GBR,,,,,President / Governor,0.0,,,,,,,,Ihor Sorkin
Diana Harding,Diana Harding,GBR,diana,harding,GBR,,,,,Board member,1.0,,,,,,,,Diana Harding
Huw Pill,Huw Pill,GBR,huw,pill,GBR,,,,,Board member,0.0,,,,,,,,Huw Pill
Stephen Blyth,Stephen Blyth,GBR,stephen,blyth,GBR,,,,,Board member,0.0,,,,,,,,Stephen Blyth
Sarah Breeden,Sarah Breeden,GBR,sarah,breeden,GBR,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Sarah Breeden
Kristin Forbes,Kristin Forbes,GBR,kristin,forbes,USA,,,,,President / Governor,1.0,,,,,,,,Kristin Forbes
Charlotte Mary Hogg,Charlotte Hogg,GBR,charlotte,hogg,GBR,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Charlotte Hogg
Lord Jitesh Gadhia,Lord Gadhia,GBR,lord,gadhia,GBR,,,,,Board member,0.0,,,,,,,,Lord Gadhia
Gertjan Vliegue,Gertjan Vliegue,GBR,gertjan,vliegue,GBR,,,,,Board member,0.0,,,,,,,,Gertjan Vliegue
Tom Shropshire,Tom Shropshire,GBR,tom,shropshire,GBR,,,,,Board member,0.0,,,,,,,,Tom Shropshire
Kyrylo Shevchenko,Kyrylo Shevchenko,GBR,kyrylo,shevchenko,GBR,,,,,President / Governor,0.0,,,,,,,,Kyrylo Shevchenko
Sam Woods,Sam Woods,GBR,sam,woods,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Sam Woods
Silvana Tenreyro,Silvana Tenreyro,GBR,silvana,tenreyro,ARG,,,,,Board member,1.0,,,,,,,,Silvana Tenreyro
Andriy Pyshnyi,Andriy Pyshnyi,GBR,andriy,pyshnyi,GBR,,,,,President / Governor,0.0,,,,,,,,Andriy Pyshnyi
Serhiy Arbuzov,Serhiy Arbuzov,GBR,serhiy,arbuzov,GBR,,,,,President / Governor,0.0,,,,,,,,Serhiy Arbuzov
Jonathan Hall,Jonathan Hall,GBR,jonathan,hall,GBR,,,,,Board member,0.0,,,,,,,,Jonathan Hall
Alex Brazier,Alex Brazier,GBR,alex,brazier,GBR,,,,,Board member,0.0,,,,,,,,Alex Brazier
Clare Lombardelli,Clare Lombardelli,GBR,clare,lombardelli,GBR,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Clare Lombardelli
Nikhil Rathi,Nikhil Rathi,GBR,nikhil,rathi,GBR,,,,,Board member,0.0,,,,,,,,Nikhil Rathi
Swati Dhingra,Swati Dhingra,GBR,swati,dhingra,GBR,,,,,Board member,1.0,,,,,,,,Swati Dhingra
Nathaniel Tench,Nathaniel Tench,GBR,nathaniel,tench,GBR,,,,,Board member,0.0,,,,,,,,Nathaniel Tench
Nathaniel Tench,Nathaniel Tench,GBR,nathaniel,tench,GBR,,,,,President / Governor,0.0,,,,,,,,Nathaniel Tench
Francis Eyles,Francis Eyles,GBR,francis,eyles,GBR,,,,,Board member,0.0,,,,,,,,Francis Eyles
William Bouverie,William Bouverie,GBR,william,bouverie,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,William Bouverie
Peter Delmé,Peter Delme,GBR,peter,delme,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Peter Delme
Peter Delmé,Peter Delme,GBR,peter,delme,GBR,,,,,President / Governor,0.0,,,,,,,,Peter Delme
William Thompson,William Thompson,GBR,william,thompson,GBR,,,,,Board member,0.0,,,,,,,,William Thompson
William Thompson,William Thompson,GBR,william,thompson,GBR,,,,,President / Governor,0.0,,,,,,,,William Thompson
Edward Bellamy,Edward Bellamy,GBR,edward,bellamy,GBR,,,,,Board member,0.0,,,,,,,,Edward Bellamy
Edward Bellamy,Edward Bellamy,GBR,edward,bellamy,GBR,,,,,President / Governor,0.0,,,,,,,,Edward Bellamy
Horatio Townshend,Horatio Townshend,GBR,horatio,townshend,GBR,,,,,Board member,0.0,,,,,,,,Horatio Townshend
Horatio Townshend,Horatio Townshend,GBR,horatio,townshend,GBR,,,,,Board member,0.0,,,,,,,,Horatio Townshend
Thomas Cooke,Thomas Cooke,GBR,thomas,cooke,GBR,,,,,Board member,0.0,,,,,,,,Thomas Cooke
Thomas Cooke,Thomas Cooke,GBR,thomas,cooke,GBR,,,,,President / Governor,0.0,,,,,,,,Thomas Cooke
William Fawkener,William Fawkener,GBR,william,fawkener,GBR,,,,,Board member,0.0,,,,,,,,William Fawkener
William Fawkener,William Fawkener,GBR,william,fawkener,GBR,,,,,Board member,0.0,,,,,,,,William Fawkener
Charles Savage,Charles Savage,GBR,charles,savage,GBR,,,,,President / Governor,0.0,,,,,,,,Charles Savage
William Hunt,William Hunt,GBR,william,hunt,GBR,,,,,Board member,0.0,,,,,,,,William Hunt
William Hunt,William Hunt,GBR,william,hunt,GBR,,,,,President / Governor,0.0,,,,,,,,William Hunt
Alexander Sheafe,Alexander Sheafe,GBR,alexander,sheafe,GBR,,,,,Board member,0.0,,,,,,,,Alexander Sheafe
Charles Palmer,Charles Palmer,GBR,charles,palmer,GBR,,,,,Board member,0.0,,,,,,,,Charles Palmer
Matthews Beachcroft,Matthews Beachcroft,GBR,matthews,beachcroft,GBR,,,,,Board member,0.0,,,,,,,,Matthews Beachcroft
Matthews Beachcroft,Matthews Beachcroft,GBR,matthews,beachcroft,GBR,,,,,President / Governor,0.0,,,,,,,,Matthews Beachcroft
Robert Marsh,Robert Marsh,GBR,robert,marsh,GBR,,,,,Board member,0.0,,,,,,,,Robert Marsh
Robert Marsh,Robert Marsh,GBR,robert,marsh,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Robert Marsh
John Weyland,John Weyland,GBR,john,weyland,GBR,,,,,President / Governor,0.0,,,,,,,,John Weyland
William Cooper,William Cooper,GBR,william,cooper,GBR,,,,,Board member,0.0,,,,,,,,William Cooper
William Cooper,William Cooper,GBR,william,cooper,GBR,,,,,Board member,0.0,,,,,,,,William Cooper
James Sperling,James Sperling,GBR,james,sperling,GBR,,,,,Board member,0.0,,,,,,,,James Sperling
Samuel Beachcroft,Samuel Beachcroft,GBR,samuel,beachcroft,GBR,,,,,Board member,0.0,,,,,,,,Samuel Beachcroft
Samuel Beachcroft,Samuel Beachcroft,GBR,samuel,beachcroft,GBR,,,,,President / Governor,0.0,,,,,,,,Samuel Beachcroft
Daniel Booth,Daniel Booth,GBR,daniel,booth,GBR,,,,,Board member,0.0,,,,,,,,Daniel Booth
Daniel Booth,Daniel Booth,GBR,daniel,booth,GBR,,,,,President / Governor,0.0,,,,,,,,Daniel Booth
George Peters,George Peters,GBR,george,peters,GBR,,,,,Board member,0.0,,,,,,,,George Peters
George Peters,George Peters,GBR,george,peters,GBR,,,,,President / Governor,0.0,,,,,,,,George Peters
Mark Weyland,Mark Weyland,GBR,mark,weyland,GBR,,,,,Board member,0.0,,,,,,,,Mark Weyland
Mark Weyland,Mark Weyland,GBR,mark,weyland,GBR,,,,,President / Governor,0.0,,,,,,,,Mark Weyland
Godfrey Thornton,Godfrey Thornton,GBR,godfrey,thornton,GBR,,,,,Board member,0.0,,,,,,,,Godfrey Thornton
Godfrey Thornton,Godfrey Thornton,GBR,godfrey,thornton,GBR,,,,,President / Governor,0.0,,,,,,,,Godfrey Thornton
Joseph Nutt,Joseph Nutt,GBR,joseph,nutt,GBR,,,,,Board member,0.0,,,,,,,,Joseph Nutt
Joseph Nutt,Joseph Nutt,GBR,joseph,nutt,GBR,,,,,Board member,0.0,,,,,,,,Joseph Nutt
Benjamin Winthrop,Benjamin Winthrop,GBR,benjamin,winthrop,GBR,,,,,President / Governor,0.0,,,,,,,,Benjamin Winthrop
Brook Bart,Brook Bart,GBR,brook,bart,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Brook Bart
John Bowden,John Bowden,GBR,john,bowden,GBR,,,,,Board member,0.0,,,,,,,,John Bowden
John Bowden,John Bowden,GBR,john,bowden,GBR,,,,,President / Governor,0.0,,,,,,,,John Bowden
John Baker Richards,John Richards,GBR,john,richards,GBR,,,,,Board member,0.0,,,,,,,,John Richards
John Baker Richards,John Richards,GBR,john,richards,GBR,,,,,President / Governor,0.0,,,,,,,,John Richards
Andrew Thomson,Andrew Thomson,GBR,andrew,thomson,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Andrew Thomson
James Pattison,James Pattison,GBR,james,pattison,GBR,,,,,Board member,0.0,,,,,,,,James Pattison
Timothy Abraham Curtis,Timothy Curtis,GBR,timothy,curtis,GBR,,,,,Board member,0.0,,,,,,,,Timothy Curtis
Timothy Abraham Curtis,Timothy Curtis,GBR,timothy,curtis,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Timothy Curtis
William Robinson,William Robinson,GBR,william,robinson,GBR,,,,,Board member,0.0,,,,,,,,William Robinson
William Robinson,William Robinson,GBR,william,robinson,GBR,,,,,Board member,0.0,,,,,,,,William Robinson
Henry James Prescot,Henry Prescot,GBR,henry,prescot,GBR,,,,,President / Governor,0.0,,,,,,,,Henry Prescot
George Lyall,George Lyall,GBR,george,lyall,GBR,,,,,Board member,0.0,,,,,,,,George Lyall
George Lyall,George Lyall,GBR,george,lyall,GBR,,,,,President / Governor,0.0,,,,,,,,George Lyall
John William Birch,John Birch,GBR,john,birch,GBR,,,,,Board member,0.0,,,,,,,,John Birch
John William Birch,John Birch,GBR,john,birch,GBR,,,,,President / Governor,0.0,,,,,,,,John Birch
Clifford Wigram,Clifford Wigram,GBR,clifford,wigram,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Clifford Wigram
Samuel Steuart Gladstone,Samuel Gladstone,GBR,samuel,gladstone,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Samuel Gladstone
Samuel Steuart Gladstone,Samuel Gladstone,GBR,samuel,gladstone,GBR,,,,,President / Governor,0.0,,,,,,,,Samuel Gladstone
Robert Newman,Robert Newman,GBR,robert,newman,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Robert Newman
Henry Trotter,Henry Trotter,GBR,henry,trotter,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Henry Trotter
Henry Trotter,Henry Trotter,GBR,henry,trotter,GBR,,,,,Board member,0.0,,,,,,,,Henry Trotter
Maurice Parsons,Maurice Parsons,GBR,maurice,parsons,GBR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Maurice Parsons
"Geoffrey Barnett,",Geoffrey Barnett,GBR,geoffrey,barnett,GBR,,,,,Board member,0.0,,,,,,,,Geoffrey Barnett
Frances Heaton,Frances Heaton,GBR,frances,heaton,GBR,,,,,Board member,0.0,,,,,,,,Frances Heaton
William Staple,William Staple,GBR,william,staple,GBR,,,,,Board member,0.0,,,,,,,,William Staple
Alistair Defriez,Alistair Defriez,GBR,alistair,defriez,GBR,,,,,Board member,0.0,,,,,,,,Alistair Defriez
Patrick Drayton,Patrick Drayton,GBR,patrick,drayton,GBR,,,,,Board member,0.0,,,,,,,,Patrick Drayton
"Philip Remnant,",Philip Remnant,GBR,philip,remnant,GBR,,,,,Board member,0.0,,,,,,,,Philip Remnant
Richard Murley,Richard Murley,GBR,richard,murley,GBR,,,,,Board member,0.0,,,,,,,,Richard Murley
"Mark Warham,",Mark Warham,GBR,mark,warham,GBR,,,,,Board member,0.0,,,,,,,,Mark Warham
"Robert Hingley, Lexicon",Robert Lexicon,GBR,robert,lexicon,GBR,,,,,Board member,0.0,,,,,,,,Robert Lexicon
"Robert Gillespie,",Robert Gillespie,GBR,robert,gillespie,GBR,,,,,Board member,0.0,,,,,,,,Robert Gillespie
Martin Wheatley,Martin Wheatley,GBR,martin,wheatley,GBR,,,,,Board member,0.0,,,,,,,,Martin Wheatley
Tracey McDermott,Tracey Mcdermott,GBR,tracey,mcdermott,GBR,,,,,Board member,0.0,,,,,,,,Tracey Mcdermott
Nathanaël Benjamin,Nathanael Benjamin,GBR,nathanael,benjamin,GBR,,,,,Board member,0.0,,,,,,,,Nathanael Benjamin
Katharine Braddick,Katharine Braddick,GBR,katharine,braddick,GBR,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Katharine Braddick
Roman Gotsiridze,Roman Gotsiridze,GEO,roman,gotsiridze,GEO,,,,,President / Governor,0.0,,,,,,,,Roman Gotsiridze
Nodar Kakulia,Merab Kakulia,GEO,merab,kakulia,GEO,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Merab Kakulia
Levan Kistauri,Levan Kistauri,GEO,levan,kistauri,GEO,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Levan Kistauri
Natia Turnava,Natia Turnava,GEO,natia,turnava,GEO,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Natia Turnava
Natia Turnava,Natia Turnava,GEO,natia,turnava,GEO,,,,,President / Governor,1.0,,,,,,,,Natia Turnava
Koba Gvenetadze,Koba Gvenetadze,GEO,koba,gvenetadze,GEO,,,,,President / Governor,0.0,,,,,,,,Koba Gvenetadze
Archil Svili,Archil Svili,GEO,archil,svili,GEO,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Archil Svili
David Amaglobeli,David Amaglobeli,GEO,david,amaglobeli,GEO,,,,,President / Governor,0.0,,,,,,,,David Amaglobeli
Otra Nadaraia,Otra Nadaraia,GEO,otra,nadaraia,GEO,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Otra Nadaraia
Giorgi Kadagidze,Giorgi Kadagidze,GEO,giorgi,kadagidze,GEO,,,,,President / Governor,0.0,,,,,,,,Giorgi Kadagidze
Jason Lordkipanidze,Jason Lordkipanidze,GEO,jason,lordkipanidze,GEO,,,,,President / Governor,0.0,,,,,,,,Jason Lordkipanidze
Vazha Jinjikhadze,Vazha Jinjikhadze,GEO,vazha,jinjikhadze,GEO,,,,,President / Governor,0.0,,,,,,,,Vazha Jinjikhadze
Gia Topuria,Gia Topuria,GEO,gia,topuria,GEO,,,,,President / Governor,0.0,,,,,,,,Gia Topuria
Vazha Djindjikhadze,Vazha Djindjikhadze,GEO,vazha,djindjikhadze,GEO,,,,,President / Governor,0.0,,,,,,,,Vazha Djindjikhadze
Nodar Javakhishvili,Nodar Javakhishvili,GEO,nodar,javakhishvili,GEO,,,,,President / Governor,0.0,,,,,,,,Nodar Javakhishvili
Irakli Managadze,Irakli Managadze,GEO,irakli,managadze,GEO,,,,,President / Governor,0.0,,,,,,,,Irakli Managadze
Mr. A. Eggleston,Alfred Eggleston,GHA,alfred,eggleston,GHA,,,,,President / Governor,0.0,,,,,,,,Alfred Eggleston
65 Mr. W.M.Q. Halm,W Halm,GHA,w,halm,GHA,,,,,President / Governor,0.0,,,,,,,,W Halm
Kwesi Amoako-Atta,Kwesi Amoakoatta,GHA,kwesi,amoakoatta,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Kwesi Amoakoatta
A. Adomako,A Adomako,GHA,a,adomako,GHA,,,,,President / Governor,0.0,,,,,,,,A Adomako
Mr. J.H. Frimpong-Ansah,J Frimpongansah,GHA,j,frimpongansah,GHA,,,,,Board member,0.0,,,,,,,,J Frimpongansah
Mr. J.H. Frimpong-Ansah,J Frimpongansah,GHA,j,frimpongansah,GHA,,,,,President / Governor,0.0,,,,,,,,J Frimpongansah
Dr. Amon Nikoi,Amon Nikoi,GHA,amon,nikoi,GHA,,,,,President / Governor,0.0,,,,,,,,Amon Nikoi
Mr. A.E.K. Ashiabor,A Ashiabor,GHA,a,ashiabor,GHA,,,,,President / Governor,0.0,,,,,,,,A Ashiabor
Dr. G.K. Agama,G Agama,GHA,g,agama,GHA,,,,,President / Governor,0.0,,,,,,,,G Agama
Paul A. Acquah,Paul Acquah,GHA,paul,acquah,GHA,,,,,President / Governor,0.0,,,,,,,,Paul Acquah
Dr. Paul A. Acquah,Paul Acquah,GHA,paul,acquah,GHA,,,,,President / Governor,0.0,,,,,,,,Paul Acquah
Dr. Kwabena Duffuor,Kwabena Duffuor,GHA,kwabena,duffuor,GHA,,,,,President / Governor,0.0,,,,,,,,Kwabena Duffuor
Dr. Kwabena Duffuor,Kwabena Duffuor,GHA,kwabena,duffuor,GHA,,,,,Board member,0.0,,,,,,,,Kwabena Duffuor
Lionel Van Lare Dosoo,Lionel Dosoo,GHA,lionel,dosoo,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Lionel Dosoo
Nii Kwaku Sowa,Nii Sowa,GHA,nii,sowa,GHA,,,,,Board member,0.0,,,,,,,,Nii Sowa
K.B. Amissah,K Amissah,GHA,k,amissah,GHA,,,,,President / Governor,0.0,,,,,,,,K Amissah
Mr. K. B. Amissah-Arthur,Kwesi Amissaharthur,GHA,kwesi,amissaharthur,GHA,,,,,President / Governor,0.0,,,,,,,,Kwesi Amissaharthur
Dr. Henry Kofi Wampah,Henry Wampah,GHA,henry,wampah,GHA,,,,,President / Governor,0.0,,,,,,,,Henry Wampah
John Kwekye,John Kwekye,GHA,john,kwekye,GHA,,,,,Board member,0.0,,,,,,,,John Kwekye
Millison Narh,Millison Narh,GHA,millison,narh,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Millison Narh
Grace Akrofi,Grace Akrofi,GHA,grace,akrofi,GHA,,,,,Board member,1.0,,,,,,,,Grace Akrofi
Mahamudu Bawumia,Mahamudu Bawumia,GHA,mahamudu,bawumia,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Mahamudu Bawumia
Ernest Addison,Ernest Addison,GHA,ernest,addison,GHA,,,,,President / Governor,0.0,,,,,,,,Ernest Addison
Johnson Pandit Asiama,Johnson Asiama,GHA,johnson,asiama,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Johnson Asiama
Johnson Pandit Asiama,Johnson Asiama,GHA,johnson,asiama,GHA,,,,,President / Governor,0.0,,,,,,,,Johnson Asiama
Maxwell Opokuafari,Maxwell Opokuafari,GHA,maxwell,opokuafari,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Maxwell Opokuafari
Elsie Awadzi,Elsie Awadzi,GHA,elsie,awadzi,GHA,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Elsie Awadzi
Douglas F. Stone,Douglas Stone,GHA,douglas,stone,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Douglas Stone
62 Mr. H. Kessels,Hubert Kessels,GHA,hubert,kessels,GHA,,,,,President / Governor,0.0,,,,,,,,Hubert Kessels
Mr. J.S. Addo,J Addo,GHA,j,addo,GHA,,,,,Board member,0.0,,,,,,,,J Addo
S. Sey,S Sey,GHA,s,sey,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,S Sey
E.F. Anno,E Anno,GHA,e,anno,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,E Anno
Yaw Manu Sarpong,Yaw Sarpong,GHA,yaw,sarpong,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Yaw Sarpong
M.F. Owiredu,M Owiredu,GHA,m,owiredu,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,M Owiredu
O.A.Y. Jackson,O Jackson,GHA,o,jackson,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,O Jackson
Mr. J.S. Addo,J Addo,GHA,j,addo,GHA,,,,,President / Governor,0.0,,,,,,,,J Addo
S.K. Apea,S Apea,GHA,s,apea,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,S Apea
Theresa Owusu (Nana Oye Mansa Yeboaa),Theresa Yeboaa,GHA,theresa,yeboaa,GHA,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Theresa Yeboaa
Emmanuel Ossei-Kumah,Emmanuel Osseikumah,GHA,emmanuel,osseikumah,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Emmanuel Osseikumah
L. Van Lare Dosoo,Van Dosoo,GHA,van,dosoo,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Van Dosoo
E. Asiedu-Mante,E Asiedumante,GHA,e,asiedumante,GHA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,E Asiedumante
Bartholomew Nii Armah,Bartholomew Armah,GHA,bartholomew,armah,GHA,,,,,Board member,0.0,,,,,,,,Bartholomew Armah
Dr. Henry Kofi Wampah,Henry Wampah,GHA,henry,wampah,GHA,,,,,Board member,0.0,,,,,,,,Henry Wampah
Phillip Djan,Phillip Djan,GHA,phillip,djan,GHA,,,,,Board member,0.0,,,,,,,,Phillip Djan
Dr. Henry Kofi Wampah,Kofi Wampah,GHA,kofi,wampah,GHA,,,,,President / Governor,1.0,,,,,,,,Kofi Wampah
Abdul-Nashiru Issahaku,Abdul Issahaku,GHA,abdul,issahaku,GHA,,,,,Board member,0.0,,,,,,,,Abdul Issahaku
Nashiru Issahaku,Nashiru Issahaku,GHA,nashiru,issahaku,GHA,,,,,President / Governor,0.0,,,,,,,,Nashiru Issahaku
Benjamin Amoah,Benjamin Amoah,GHA,benjamin,amoah,GHA,,,,,Board member,0.0,,,,,,,,Benjamin Amoah
Zakari Mumuni,Zakari Mumuni,GHA,zakari,mumuni,GHA,,,,,Board member,0.0,,,,,,,,Zakari Mumuni
Moussa Diakité,Moussa Diakite,GIN,moussa,diakite,GIN,,,,,President / Governor,0.0,,,,,,,,Moussa Diakite
Moussa Diakité,Moussa Diakite,GIN,moussa,diakite,GIN,,,,,President / Governor,0.0,,,,,,,,Moussa Diakite
Kabiné Kaba,Kabine Kaba,GIN,kabine,kaba,GIN,,,,,President / Governor,0.0,,,,,,,,Kabine Kaba
Ibrahima Cherif Bah,Ibrahima Bah,GIN,ibrahima,bah,GIN,,,,,President / Governor,0.0,,,,,,,,Ibrahima Bah
Lounceny Nabe,Lounceny Nabe,GIN,lounceny,nabe,GIN,,,,,President / Governor,0.0,,,,,,,,Lounceny Nabe
Karamo Kaba,Karamo Kaba,GIN,karamo,kaba,GIN,,,,,President / Governor,0.0,,,,,,,,Karamo Kaba
Bangaly Traore,Bangaly Traore,GIN,bangaly,traore,GIN,,,,,Board member,0.0,,,,,,,,Bangaly Traore
Ousmane Baldé,Ousmane Balde,GIN,ousmane,balde,GIN,,,,,President / Governor,0.0,,,,,,,,Ousmane Balde
Lamine Conde,Lamine Conde,GIN,lamine,conde,GIN,,,,,President / Governor,0.0,,,,,,,,Lamine Conde
Aboubacar Kagbè Touré,Aboubacar Toure,GIN,aboubacar,toure,GIN,,,,,President / Governor,0.0,,,,,,,,Aboubacar Toure
Kerfalla Yansané,Kerfalla Yansane,GIN,kerfalla,yansane,GIN,,,,,President / Governor,0.0,,,,,,,,Kerfalla Yansane
