iso3,country,name,position,start_year,end_year,status
ZAR,"Congo, Dem. Rep. (Zaire)",Joseph Buhendwa Bwa Mushaba (MS),President / Governor,1993,1994,Histórico
ZAR,"Congo, Dem. Rep. (Zaire)",Godefroid Ndiang Kabul (MS),President / Governor,1994,1994,Histórico
ZAR,"Congo, Dem. Rep. (Zaire)",Patrice Djamboleka Loma Okitongono,President / Governor,1995,1997,Histórico
ZAR,"Congo, Dem. Rep. (Zaire)",Jean-Claude Masangu Mulongo (MS),President / Governor,1997,2013,Histórico
ZAR,"Congo, Dem. Rep. (Zaire)",Mutombo Mwana Nyembo,President / Governor,2013,2021,Histórico
ZAR,"Congo, Dem. Rep. (Zaire)",Malangu Kabedi Mbuyi,President / Governor,2021,En cargo,Actual
CRI,Costa Rica,Juan Rafael Arias,President / Governor,1970,1970,Histórico
CRI,Costa Rica,Jorge Rossi Chavarria,President / Governor,1970,1971,Histórico
CRI,Costa Rica,Hernan Garron Salazar,President / Governor,1971,1972,Histórico
CRI,Costa Rica,Claudio Alpizar Vargas,President / Governor,1972,1972,Histórico
CRI,Costa Rica,Bernal Jimenez Monge,President / Governor,1973,1973,Histórico
CRI,Costa Rica,Claudio Alpizar Vargas,President / Governor,1974,1974,Histórico
CRI,Costa Rica,Bernal Jimenez Monge,President / Governor,1974,1977,Histórico
CRI,Costa Rica,Porfirio Morera Batres,President / Governor,1977,1977,Histórico
CRI,Costa Rica,Juan Jose Arrea Escalante,President / Governor,1977,1978,Histórico
CRI,Costa Rica,Guillermo Gonzalez Truque,President / Governor,1978,1980,Histórico
CRI,Costa Rica,Manuel Naranjo Coto,President / Governor,1980,1982,Histórico
CRI,Costa Rica,Carlos Manuel Castillo Morales,President / Governor,1982,1984,Histórico
CRI,Costa Rica,Eduardo Lizano Fait,President / Governor,1984,1990,Histórico
CRI,Costa Rica,Jorge Guardia Quiros,President / Governor,1990,1993,Histórico
CRI,Costa Rica,Jorge Corrales Quesada,President / Governor,1993,1994,Histórico
CRI,Costa Rica,Carlos Manuel Castillo Morales,President / Governor,1994,1995,Histórico
CRI,Costa Rica,Rodrigo Bolaños Zamora,President / Governor,1995,1998,Histórico
CRI,Costa Rica,Eduardo Lizano Fait,President / Governor,1998,2002,Histórico
CRI,Costa Rica,Francisco de Paula Gutierrez Gutierrez,President / Governor,2002,2010,Histórico
CRI,Costa Rica,Rodrigo Bolaños Zamora,President / Governor,2010,2014,Histórico
CRI,Costa Rica,Olivier Castro Perez,President / Governor,2014,2018,Histórico
CRI,Costa Rica,Rodrigo Cubero Brealey,President / Governor,2018,2022,Histórico
CRI,Costa Rica,Roger Madrigal Lopez,President / Governor,2022,En cargo,Actual
HRV,Croatia,Ante Cicin-Šain,President / Governor,1990,1992,Histórico
HRV,Croatia,Pero Jurkovic,President / Governor,1992,1996,Histórico
HRV,Croatia,Marko Škreb,President / Governor,1996,2000,Histórico
HRV,Croatia,Željko Rohatinski,President / Governor,2000,2012,Histórico
HRV,Croatia,Boris Vujčić,President / Governor,2012,En cargo,Actual
CUB,Cuba,Felipe Pazos,President / Governor,1950,1952,Histórico
CUB,Cuba,Joaquin Martinez Saenz,President / Governor,1952,1958,Histórico
CUB,Cuba,Felipe Pazos,President / Governor,1959,1959,Histórico
CUB,Cuba,Ernesto Guevarra de la Serna,President / Governor,1959,1961,Histórico
CUB,Cuba,Raul Cepero Bonilla (death),President / Governor,1961,1962,Histórico
CUB,Cuba,Orlando Perez Rodriguez,President / Governor,1962,1973,Histórico
CUB,Cuba,Raul Leon Torras (death),President / Governor,1973,1985,Histórico
CUB,Cuba,Héctor Rodríguez Llompart (death),President / Governor,1985,1995,Histórico
CUB,Cuba,Ernesto Medina Villaveiran,President / Governor,2009,2017,Histórico
CUB,Cuba,Irma Margarita Martínez Castrillón,President / Governor,2017,2020,Histórico
CUB,Cuba,Joaquin Alonso Vazquez,President / Governor,2023,En cargo,Actual
CYP,Cyprus,Haris Gavrielides,President / Governor,1963,1965,Histórico
CYP,Cyprus,Christakis Stephani,President / Governor,1965,1982,Histórico
CYP,Cyprus,Christodoulos Christodoulou,President / Governor,2002,2007,Histórico
CYP,Cyprus,Athanasios Orphanides,President / Governor,2007,2012,Histórico
CYP,Cyprus,Panicos O. Demetriades,President / Governor,2012,2014,Histórico
CYP,Cyprus,Chrystalla Georghadji,President / Governor,2014,2019,Histórico
CYP,Cyprus,Constantinos Herodotou,President / Governor,2019,En cargo,Actual
CZE,Czech Republic,Josef Tošovský,President / Governor,1993,1997,Histórico
CZE,Czech Republic,Pavel Kysilka,President / Governor,1997,1998,Histórico
CZE,Czech Republic,Josef Tošovský,President / Governor,1998,2000,Histórico
CZE,Czech Republic,Zdeněk Tůma,President / Governor,2000,2010,Histórico
CZE,Czech Republic,Miroslav Singer,President / Governor,2010,2016,Histórico
CZE,Czech Republic,Jiri Rusnok,President / Governor,2016,2022,Histórico
CZE,Czech Republic,Aleš Michl,President / Governor,2022,En cargo,Actual
DNK,Denmark,Erik Hoffmeyer,President / Governor,1965,1994,Histórico
DNK,Denmark,Bodil Nyboe Andersen,President / Governor,1995,2005,Histórico
DNK,Denmark,Lars Rohde,President / Governor,2013,2023,Histórico
DNK,Denmark,Christian Kettel Thomsen,President / Governor,2023,En cargo,Actual
DJI,Djibouti,Abdi Mohamed Luc Aden,President / Governor,1979,1991,Histórico
DJI,Djibouti,Djama Mahamoud Haid (died),President / Governor,1995,2013,Histórico
DJI,Djibouti,Ahmed Osman Ali,President / Governor,2013,En cargo,Actual
DOM,Dominican Republic,Diogenes H. Fernandez,President / Governor,1963,1976,Histórico
DOM,Dominican Republic,Fernando Periche Vidal,President / Governor,1976,1978,Histórico
DOM,Dominican Republic,Eduardo Fernandez,President / Governor,1978,1980,Histórico
DOM,Dominican Republic,Carlos Despradel,President / Governor,1980,1982,Histórico
DOM,Dominican Republic,Bernardo Vega,President / Governor,1982,1984,Histórico
DOM,Dominican Republic,Jose Santos Taveras,President / Governor,1984,1984,Histórico
DOM,Dominican Republic,Hugo Guiliani Cury,President / Governor,1984,1986,Histórico
DOM,Dominican Republic,Roberto Saladín Selim,President / Governor,1987,1989,Histórico
DOM,Dominican Republic,Guillermo Caram,President / Governor,1989,1990,Histórico
DOM,Dominican Republic,Luis F. Toral Cordoba,President / Governor,1990,1993,Histórico
DOM,Dominican Republic,Mario Read Vittini,President / Governor,1993,1994,Histórico
DOM,Dominican Republic,Hector Valdez Albizu (first term),President / Governor,1994,2000,Histórico
DOM,Dominican Republic,Francisco Guerrero Prats-Ramirez,President / Governor,2000,2003,Histórico
DOM,Dominican Republic,Jose Lois Malkun,President / Governor,2003,2004,Histórico
DOM,Dominican Republic,Hector Valdez Albizu,President / Governor,2004,En cargo,Actual
ECCB,Eastern Caribbean Central Bank,Cecil Jacobs,President / Governor,1983,1989,Histórico
ECCB,Eastern Caribbean Central Bank,K. Dwight Venner,President / Governor,1989,2015,Histórico
ECCB,Eastern Caribbean Central Bank,Timothy N. J. Antoine,President / Governor,2016,En cargo,Actual
ECU,Ecuador,Cesar Duran Ballen,President / Governor,1970,1970,Histórico
ECU,Ecuador,Fernando Manrique Morales,President / Governor,1971,1971,Histórico
ECU,Ecuador,Jaime Morillo Battle,President / Governor,1972,1974,Histórico
ECU,Ecuador,Jaime Moncayo Garcia,President / Governor,1974,1975,Histórico
ECU,Ecuador,Jaime Morillo Battle,President / Governor,1975,1975,Histórico
ECU,Ecuador,Jose Salazar Barragan,President / Governor,1975,1976,Histórico
ECU,Ecuador,Ricardo Munoz Chavez,President / Governor,1977,1979,Histórico
ECU,Ecuador,Leon Roldos Aguilera,President / Governor,1979,1981,Histórico
ECU,Ecuador,Gonzalo Cordero Crespo,President / Governor,1981,1981,Histórico
ECU,Ecuador,Jose Antonio Correa E,President / Governor,1982,1984,Histórico
ECU,Ecuador,Raul Clemente Huerta Rendon,President / Governor,1984,1986,Histórico
ECU,Ecuador,Alberto Dahik Garzozi,President / Governor,1986,1986,Histórico
ECU,Ecuador,Frederico Arteta Rivera,President / Governor,1986,1988,Histórico
ECU,Ecuador,Rodrigo Espinosa Bermeo,President / Governor,1988,1988,Histórico
ECU,Ecuador,Abelardo Panchano Bertero,President / Governor,1988,1990,Histórico
ECU,Ecuador,Andres Vallejo Arcos,President / Governor,1990,1990,Histórico
ECU,Ecuador,Germanico Salgado Penaherrara,President / Governor,1990,1991,Histórico
ECU,Ecuador,Rodrigo E. Moscoso C,President / Governor,1991,1992,Histórico
ECU,Ecuador,Roberto baquerzio Valenzuela,President / Governor,1992,1993,Histórico
ECU,Ecuador,Ana Lucia Armijos Hidalgo,President / Governor,1993,1996,Histórico
ECU,Ecuador,Alvaro Noboa Ponton,President / Governor,1996,1997,Histórico
ECU,Ecuador,Danilo Carrera Drouet,President / Governor,1997,1998,Histórico
ECU,Ecuador,Francisco Swett Morales,President / Governor,1998,1998,Histórico
ECU,Ecuador,Luis Jacome Hidalgo,President / Governor,1998,1999,Histórico
ECU,Ecuador,Pablo Better Grunbaum,President / Governor,1999,2000,Histórico
ECU,Ecuador,Modesto Correra San Andres,President / Governor,2000,2000,Histórico
ECU,Ecuador,Jose Luis Ycaza Pazmino,President / Governor,2000,2001,Histórico
ECU,Ecuador,Mauricio Yepez Najas,President / Governor,2001,2004,Histórico
ECU,Ecuador,Polibio Cordova,President / Governor,2005,2005,Histórico
ECU,Ecuador,no President but general manager: Mauricio Pareja C,President / Governor,2005,2005,Histórico
ECU,Ecuador,Eduardo Cabezas Molina,President / Governor,2005,2008,Histórico
ECU,Ecuador,Diego Borja Cornejo,President / Governor,2010,2011,Histórico
ECU,Ecuador,Diego Martinez,President / Governor,2013,2013,Histórico
ECU,Ecuador,Mateo Patricio Villalba Andrade,President / Governor,2013,2015,Histórico
ECU,Ecuador,Diego Martínez Vinueza,President / Governor,2015,2016,Histórico
ECU,Ecuador,Madeleine Abarca,President / Governor,2016,2017,Histórico
ECU,Ecuador,Veronica Artola Jarrin,President / Governor,2017,2021,Histórico
ECU,Ecuador,Guillermo Enrique Avellan Solines,President / Governor,2021,En cargo,Actual
EGY,"Egypt, Arab Rep.",Ahmed Nazmy,President / Governor,1967,1971,Histórico
EGY,"Egypt, Arab Rep.",Ahmed Zendo,President / Governor,1971,1976,Histórico
EGY,"Egypt, Arab Rep.",Mohamed Ibrahim,President / Governor,1976,1982,Histórico
EGY,"Egypt, Arab Rep.",Mohamed Shalaby,President / Governor,1982,1985,Histórico
EGY,"Egypt, Arab Rep.",Ali Negm,President / Governor,1985,1986,Histórico
EGY,"Egypt, Arab Rep.",Mahmoud Hamed,President / Governor,1986,1993,Histórico
EGY,"Egypt, Arab Rep.",Ismail Hassan,President / Governor,1993,2001,Histórico
EGY,"Egypt, Arab Rep.",Mohamed Abul Eyoun,President / Governor,2001,2003,Histórico
EGY,"Egypt, Arab Rep.",Farouk El-Okdah,President / Governor,2003,2013,Histórico
EGY,"Egypt, Arab Rep.",Hisham Ramez,President / Governor,2013,2015,Histórico
EGY,"Egypt, Arab Rep.",Tarek Amer,President / Governor,2015,2022,Histórico
EGY,"Egypt, Arab Rep.",Hassan Abdalla,President / Governor,2022,En cargo,Actual
SLV,El Salvador,Alfonso Moisés Beatriz,President / Governor,1967,1971,Histórico
SLV,El Salvador,Edgardo Suárez Contreras,President / Governor,1971,1975,Histórico
SLV,El Salvador,Guillermo Hidalgo Qüehl,President / Governor,1975,1977,Histórico
SLV,El Salvador,Victor Hugo Huartes,President / Governor,1978,1979,Histórico
SLV,El Salvador,Luis Buitrago,President / Governor,1979,1980,Histórico
SLV,El Salvador,Pedro Abeldardo Delagado,President / Governor,1980,1981,Histórico
SLV,El Salvador,Alberto Benítez Bonilla,President / Governor,1981,1987,Histórico
SLV,El Salvador,Maurice Choussy Rusconi,President / Governor,1987,1988,Histórico
SLV,El Salvador,José Roberto Orellana Milla,President / Governor,1989,1998,Histórico
SLV,El Salvador,Gino Rolando Bettaglio,President / Governor,1998,1999,Histórico
SLV,El Salvador,Rafael Barraza,President / Governor,1999,2002,Histórico
SLV,El Salvador,Carlos Gerardo Acevedo,President / Governor,2009,2013,Histórico
SLV,El Salvador,Marta Evelyn de Rivera,President / Governor,2013,2014,Histórico
SLV,El Salvador,Oscar Cabrera Melgar,President / Governor,2014,2019,Histórico
SLV,El Salvador,Carlos Federico Paredes,President / Governor,2019,2019,Histórico
SLV,El Salvador,Nicolàs Alfredo Martínez,President / Governor,2019,En cargo,Actual
EST,Estonia,Rein Otsason,President / Governor,1990,1991,Histórico
EST,Estonia,Siim Kallas,President / Governor,1991,1995,Histórico
EST,Estonia,Vahur Kraft,President / Governor,1995,2005,Histórico
EST,Estonia,Andres Lipstok,President / Governor,2005,2012,Histórico
EST,Estonia,Ardo Hansson,President / Governor,2012,2019,Histórico
EST,Estonia,Madis Müller,President / Governor,2019,En cargo,Actual
ETH,Ethiopia,Menasse Lemma,President / Governor,1964,1973,Histórico
ETH,Ethiopia,Taffara Deguefe,President / Governor,1973,1975,Histórico
ETH,Ethiopia,Legesse Tickeher,President / Governor,1975,1978,Histórico
ETH,Ethiopia,Tadesse Gebrekidan,President / Governor,1978,1988,Histórico
ETH,Ethiopia,Bekele Tamirat,President / Governor,1988,1991,Histórico
ETH,Ethiopia,Leikun Berhanu,President / Governor,1991,1995,Histórico
ETH,Ethiopia,Dubale Jale,President / Governor,1995,1998,Histórico
ETH,Ethiopia,Mamo Esmelealem Mihretu,President / Governor,2023,En cargo,Actual
ECB,European Central Bank,Willem Frederik Duisenberg,President / Governor,1998,2003,Histórico
ECB,European Central Bank,Jean-Claude Trichet,President / Governor,2003,2011,Histórico
ECB,European Central Bank,Mario Draghi,President / Governor,2011,2019,Histórico
ECB,European Central Bank,Christine Lagarde,President / Governor,2019,En cargo,Actual
FJI,Fiji,R.J.A. Earland,President / Governor,1975,1977,Histórico
FJI,Fiji,H.J. Tomkins,President / Governor,1977,1980,Histórico
FJI,Fiji,Gee,President / Governor,1980,1985,Histórico
FJI,Fiji,Savenaca Siwatibau,President / Governor,1985,1988,Histórico
FJI,Fiji,Ratu Jone Kubuabola,President / Governor,1988,2000,Histórico
FJI,Fiji,Savenaca Narube,President / Governor,2000,2009,Histórico
FJI,Fiji,Sada Reddy,President / Governor,2009,2009,Histórico
FJI,Fiji,Barry Whiteside,President / Governor,2009,2017,Histórico
FJI,Fiji,Ariff Ali,President / Governor,2017,En cargo,Actual
FIN,Finland,Mauno Koivisto,President / Governor,1968,1982,Histórico
FIN,Finland,Ahti Karjalainen,President / Governor,1982,1983,Histórico
FIN,Finland,Rolf Kullberg,President / Governor,1983,1992,Histórico
FIN,Finland,Sirkka Hämäläinen,President / Governor,1992,1998,Histórico
FIN,Finland,Matti Vanhala,President / Governor,1998,2004,Histórico
FIN,Finland,Erkki Liikanen,President / Governor,2004,2018,Histórico
FIN,Finland,Olli Rehn,President / Governor,2018,En cargo,Actual
FRA,France,Olivier Wormser,President / Governor,1969,1974,Histórico
FRA,France,Bernard Clappier,President / Governor,1974,1979,Histórico
FRA,France,Renaud de la Génière,President / Governor,1979,1984,Histórico
FRA,France,Michel Camdessus,President / Governor,1984,1987,Histórico
FRA,France,Jacques Larosière de Champfeu,President / Governor,1987,1993,Histórico
FRA,France,Jean-Claude Trichet,President / Governor,1993,2003,Histórico
FRA,France,Christian Noyer,President / Governor,2003,2015,Histórico
FRA,France,François Villeroy de Galhau,President / Governor,2015,En cargo,Actual
GMB,"Gambia, The",Saikuba Sisay,President / Governor,1972,1982,Histórico
GMB,"Gambia, The",Thomas Gregory George Senghore,President / Governor,1982,1988,Histórico
GMB,"Gambia, The",Mamour Malick Jagne,President / Governor,1988,1988,Histórico
GMB,"Gambia, The",Abdou A. B. Njie,President / Governor,1989,1994,Histórico
GMB,"Gambia, The",Momodou Clarke Bajo,President / Governor,1994,2003,Histórico
GMB,"Gambia, The",Famara Jatta,President / Governor,2003,2007,Histórico
GMB,"Gambia, The",Momodou Bamba Saho,President / Governor,2007,2010,Histórico
GMB,"Gambia, The",Amadou Colley,President / Governor,2010,2017,Histórico
GMB,"Gambia, The",Bakary Jammeh,President / Governor,2017,2020,Histórico
GMB,"Gambia, The",Buah Saidy,President / Governor,2020,En cargo,Actual
GEO,Georgia,Vladimer Pateishvili,President / Governor,1977,1991,Histórico
GEO,Georgia,Gia Topuria,President / Governor,1991,1992,Histórico
GEO,Georgia,Vazha Jinjikhadze,President / Governor,1992,1992,Histórico
GEO,Georgia,Nodar Kakulia,President / Governor,1992,1992,Histórico
GEO,Georgia,Demur Dvalishvili,President / Governor,1992,1993,Histórico
GEO,Georgia,Nodar Javakhishvili,President / Governor,1993,1998,Histórico
GEO,Georgia,Irakli Managadze,President / Governor,1998,2005,Histórico
GEO,Georgia,Roman Gotsiridze,President / Governor,2005,2009,Histórico
GEO,Georgia,Giorgi Kadagidze,President / Governor,2009,2016,Histórico
GEO,Georgia,Archil Mestvirishvili,President / Governor,2023,En cargo,Actual
DEU,Germany,Karl Klasen,President / Governor,1970,1977,Histórico
DEU,Germany,Otmar Emminger,President / Governor,1977,1979,Histórico
DEU,Germany,Karl Otto Pöhl,President / Governor,1980,1991,Histórico
DEU,Germany,Helmut Schlesinger,President / Governor,1991,1993,Histórico
DEU,Germany,Hans Tietmeyer,President / Governor,1993,1999,Histórico
DEU,Germany,Ernst Welteke,President / Governor,1999,2004,Histórico
DEU,Germany,Axel Alfred Weber,President / Governor,2004,2011,Histórico
DEU,Germany,Jens Weidmann,President / Governor,2011,2021,Histórico
DEU,Germany,Joachim Nagel,President / Governor,2022,En cargo,Actual
GHA,Ghana,A. Eggleston,President / Governor,1957,1959,Histórico
GHA,Ghana,H. Kessels,President / Governor,1959,1962,Histórico
GHA,Ghana,W.M.Q. Halm,President / Governor,1962,1965,Histórico
GHA,Ghana,A. Adomako,President / Governor,1965,1968,Histórico
GHA,Ghana,J.H. Frimpong-Ansah,President / Governor,1968,1973,Histórico
GHA,Ghana,Amon Nikoi,President / Governor,1973,1977,Histórico
GHA,Ghana,A.E.K. Ashiabor,President / Governor,1977,1983,Histórico
GHA,Ghana,J.S. Addo,President / Governor,1983,1987,Histórico
GHA,Ghana,G.K. Agama,President / Governor,1988,1997,Histórico
GHA,Ghana,Kwabena Duffuor,President / Governor,1997,2001,Histórico
GHA,Ghana,Paul A. Acquah,President / Governor,2001,2009,Histórico
GHA,Ghana,K. B. Amissah-Arthur,President / Governor,2009,2012,Histórico
GHA,Ghana,Henry Kofi Wampah,President / Governor,2012,2016,Histórico
GHA,Ghana,Abdul Nashiru Issahaku,President / Governor,2016,2017,Histórico
GHA,Ghana,Ernest Kwamina Yedu Addison,President / Governor,2017,En cargo,Actual
GRC,Greece,Dimitrios Galanis,President / Governor,1967,1973,Histórico
GRC,Greece,Konstantinos Papagiannis,President / Governor,1973,1974,Histórico
GRC,Greece,Panagis Papaligouras,President / Governor,1974,1974,Histórico
GRC,Greece,Xenophon Zolotas,President / Governor,1974,1981,Histórico
GRC,Greece,Gerasimos Arsenis,President / Governor,1981,1984,Histórico
GRC,Greece,Dimitrios Chalikias,President / Governor,1984,1992,Histórico
GRC,Greece,Efthymios Christodoulou,President / Governor,1992,1993,Histórico
GRC,Greece,Ioannis Boutos,President / Governor,1993,1994,Histórico
GRC,Greece,Lucas Papademos,President / Governor,1994,2002,Histórico
GRC,Greece,Nikolaos Garganas,President / Governor,2002,2008,Histórico
GRC,Greece,Georgios A. Provopoulos,President / Governor,2008,2014,Histórico
GRC,Greece,Yannis Stournaras,President / Governor,2014,En cargo,Actual
GTM,Guatemala,Augusto Contreras Godoy,President / Governor,1970,1974,Histórico
GTM,Guatemala,Manuel Méndez Escobar,President / Governor,1974,1978,Histórico
GTM,Guatemala,Plinio Alfredo Grazioso Barillas,President / Governor,1978,1982,Histórico
GTM,Guatemala,Jorge González del Valle,President / Governor,1982,1982,Histórico
GTM,Guatemala,Armando González Campo,President / Governor,1983,1983,Histórico
GTM,Guatemala,Carlos Humberto Alpíre Pérez,President / Governor,1983,1984,Histórico
GTM,Guatemala,Oscar Alvarez Marroquin,President / Governor,1984,1985,Histórico
GTM,Guatemala,Jorge Luis Monzón Juárez,President / Governor,1985,1985,Histórico
GTM,Guatemala,José Federico Linares Martínez,President / Governor,1986,1987,Histórico
GTM,Guatemala,José Miguel Gaitán Ramírez,President / Governor,1987,1988,Histórico
GTM,Guatemala,Lizardo Arturo Sosa López,President / Governor,1989,1990,Histórico
GTM,Guatemala,Oscar Humberto Pineda Robles,President / Governor,1990,1990,Histórico
GTM,Guatemala,José Federico Linares Martínez,President / Governor,1991,1992,Histórico
GTM,Guatemala,Lizardo Arturo Sosa López,President / Governor,1993,1993,Histórico
GTM,Guatemala,Willy Waldemar Zapata Sagastume,President / Governor,1993,1997,Histórico
GTM,Guatemala,Edin Homero Velázquez Escobedo,President / Governor,1997,2000,Histórico
GTM,Guatemala,Lizardo Arturo Sosa Ramirez,President / Governor,2000,2006,Histórico
GTM,Guatemala,María Antonieta Del Cid Navas de Bonilla,President / Governor,2006,2010,Histórico
GTM,Guatemala,Julio Roberto Suárez Guerra,President / Governor,2014,2018,Histórico
GTM,Guatemala,Sergio Francisco Recinos Rivera,President / Governor,2018,2022,Histórico
GTM,Guatemala,Alvaro González Ricci,President / Governor,2022,En cargo,Actual
GIN,Guinea,Camara,President / Governor,1976,1979,Histórico
GIN,Guinea,Barry,President / Governor,1979,1981,Histórico
GIN,Guinea,Toure,President / Governor,1981,1984,Histórico
GIN,Guinea,Kabiné Kaba,President / Governor,1984,1985,Histórico
GIN,Guinea,Aboubacar Kagbè Touré,President / Governor,1985,1985,Histórico
GIN,Guinea,Kerfalla Yansane,President / Governor,1985,1996,Histórico
GIN,Guinea,Ibrahima Cherif Bah,President / Governor,1996,2004,Histórico
GIN,Guinea,Alkaly Mohamed Daffe,President / Governor,2004,2007,Histórico
GIN,Guinea,Daouda Bangoura,President / Governor,2007,2009,Histórico
GIN,Guinea,Karamo Kaba,President / Governor,2021,En cargo,Actual
GNB,Guinea Bissau,Godinho Gomes,President / Governor,1982,1992,Histórico
GNB,Guinea Bissau,Lopes Ribeiro,President / Governor,1992,1995,Histórico
GNB,Guinea Bissau,de Sousa,President / Governor,1995,1997,Histórico
GUY,Guyana,William Peter D'Andrade,President / Governor,1968,1975,Histórico
GUY,Guyana,Patrick E. Matthews,President / Governor,1975,1991,Histórico
GUY,Guyana,Archibald Meredith,President / Governor,1991,1998,Histórico
GUY,Guyana,Dolly Sursattie Singh,President / Governor,1998,2004,Histórico
GUY,Guyana,Lawrence Williams (died),President / Governor,2005,2014,Histórico
GUY,Guyana,Gobind Ganga,President / Governor,2014,En cargo,Actual
HTI,Haiti,Murat,President / Governor,1975,1976,Histórico
HTI,Haiti,Antonio André,President / Governor,1976,1980,Histórico
HTI,Haiti,Gérard Martineau,President / Governor,1980,1982,Histórico
HTI,Haiti,Marcel Léger,President / Governor,1982,1982,Histórico
HTI,Haiti,Antonio André,President / Governor,1982,1983,Histórico
HTI,Haiti,Allan Nolté,President / Governor,1983,1985,Histórico
HTI,Haiti,Jean Claude Sanon,President / Governor,1985,1986,Histórico
HTI,Haiti,Onill Millet,President / Governor,1986,1988,Histórico
HTI,Haiti,Ernest Ricot,President / Governor,1988,1989,Histórico
HTI,Haiti,Jacques Vilgrain,President / Governor,1989,1990,Histórico
HTI,Haiti,Serge Pothel,President / Governor,1990,1990,Histórico
HTI,Haiti,Charles Beaulieu,President / Governor,1990,1991,Histórico
HTI,Haiti,Roger Pérodin,President / Governor,1991,1991,Histórico
HTI,Haiti,Bonivert Claude,President / Governor,1991,1993,Histórico
HTI,Haiti,Roger Pérodin,President / Governor,1993,1995,Histórico
HTI,Haiti,Leslie Delatour,President / Governor,1995,1998,Histórico
HTI,Haiti,Fritz Jean,President / Governor,1998,2001,Histórico
HTI,Haiti,Venel Joseph,President / Governor,2001,2004,Histórico
HTI,Haiti,Raymond Magloire,President / Governor,2004,2007,Histórico
HTI,Haiti,Charles Castel,President / Governor,2007,2015,Histórico
HTI,Haiti,Jean Baden Dubois,President / Governor,2015,En cargo,Actual
HND,Honduras,Guillermo Bueso,President / Governor,1975,1979,Histórico
HND,Honduras,Martinez Silva,President / Governor,1979,1982,Histórico
HND,Honduras,Carias Pineda,President / Governor,1982,1990,Histórico
HND,Honduras,Maduro Joest,President / Governor,1990,1994,Histórico
HND,Honduras,Hugo Noé Pino,President / Governor,1994,1998,Histórico
HND,Honduras,Mahomar,President / Governor,1998,2002,Histórico
HND,Honduras,María Elena Mondragón de Villar,President / Governor,2002,2006,Histórico
HND,Honduras,Gabriela Núñez Ennabe de Reyes,President / Governor,2006,2009,Histórico
HND,Honduras,Sandra Regnia de Midence,President / Governor,2009,2010,Histórico
HND,Honduras,María Elena Mondragón de Villar,President / Governor,2010,2014,Histórico
HND,Honduras,Marlon Tábora Muñoz,President / Governor,2014,2015,Histórico
HND,Honduras,Wilfredo Rafael Cerrato Rodríguez,President / Governor,2015,2018,Histórico
HND,Honduras,Wilfredo Cerrato Rodriguez,President / Governor,2018,2022,Histórico
HND,Honduras,Rebeca Santos,President / Governor,2022,En cargo,Actual
HKG,"Hong Kong, China",Joseph Yam,President / Governor,1993,2009,Histórico
HKG,"Hong Kong, China",Norman Chan,President / Governor,2009,2019,Histórico
HKG,"Hong Kong, China",Eddie Yue,President / Governor,2019,En cargo,Actual
HUN,Hungary,Andor László,President / Governor,1961,1975,Histórico
HUN,Hungary,Mátyás Timár,President / Governor,1975,1988,Histórico
HUN,Hungary,Ferenc Bartha,President / Governor,1988,1990,Histórico
HUN,Hungary,György Surányi,President / Governor,1990,1991,Histórico
HUN,Hungary,Ákos Bod Péter,President / Governor,1991,1995,Histórico
HUN,Hungary,György Surányi,President / Governor,1995,2001,Histórico
HUN,Hungary,Zsigmond Járai,President / Governor,2001,2007,Histórico
HUN,Hungary,Andras Simor,President / Governor,2007,2013,Histórico
HUN,Hungary,György Matolcsy,President / Governor,2013,En cargo,Actual
ISL,Iceland,Jóhannes Nordal,President / Governor,1961,1993,Histórico
ISL,Iceland,Jón Sigurðsson,President / Governor,1993,1994,Histórico
ISL,Iceland,Eiríkur Guðnason,President / Governor,1994,2005,Histórico
ISL,Iceland,Svein Harald Øygard,President / Governor,2009,2009,Histórico
ISL,Iceland,Már Gudmundsson,President / Governor,2009,2019,Histórico
ISL,Iceland,Ásgeir Jónsson,President / Governor,2019,En cargo,Actual
IND,India,Lakshmi Kant Jha,President / Governor,1967,1970,Histórico
IND,India,Bhaskar Namdeo Adarkar,President / Governor,1970,1970,Histórico
IND,India,Sarukkai Jagannathan,President / Governor,1970,1975,Histórico
IND,India,Nirmal Chandra Sen Gupta,President / Governor,1975,1975,Histórico
IND,India,K. R. Puri,President / Governor,1975,1977,Histórico
IND,India,Maidavolu Narasimham,President / Governor,1977,1977,Histórico
IND,India,Indraprasad Gordhanbhai Patel,President / Governor,1977,1982,Histórico
IND,India,Manmohan Singh,President / Governor,1982,1985,Histórico
IND,India,Amitav Ghosh,President / Governor,1985,1985,Histórico
IND,India,Ram Narain Malhotra,President / Governor,1985,1990,Histórico
IND,India,Sri Venkitaramanan,President / Governor,1990,1992,Histórico
IND,India,Chakravarthi Rangarajan,President / Governor,1992,1997,Histórico
IND,India,Bimal Jalan,President / Governor,1997,2003,Histórico
IND,India,Yaga Venugopal Reddy,President / Governor,2003,2008,Histórico
IND,India,Duvvuri Subbarao,President / Governor,2008,2013,Histórico
IND,India,Raghuram Rajan,President / Governor,2013,2016,Histórico
IND,India,Urjit Patel,President / Governor,2016,2018,Histórico
IND,India,Shaktikanta Das,President / Governor,2018,En cargo,Actual
IDN,Indonesia,Arifin Mohamed Siregar,President / Governor,1983,1988,Histórico
