iso3,country,name,position,start_year,end_year,status
NLD,"Netherlands, The",Willem Frederik Duisenberg,President / Governor,1982,1997,Histórico
NLD,"Netherlands, The",Nout Wellink,President / Governor,1997,2011,Histórico
NLD,"Netherlands, The",Klaas Knot,President / Governor,2011,En cargo,Actual
NZL,New Zealand,Alan Roberts Low,President / Governor,1967,1977,Histórico
NZL,New Zealand,Raymond W. R. White,President / Governor,1977,1982,Histórico
NZL,New Zealand,Dick L. Wilks,President / Governor,1982,1984,Histórico
NZL,New Zealand,Spencer Thomas Russell,President / Governor,1984,1988,Histórico
NZL,New Zealand,Donald Thomas Brash,President / Governor,1988,2002,Histórico
NZL,New Zealand,Graeme Wheeler,President / Governor,2012,2017,Histórico
NZL,New Zealand,Grant Spencer,President / Governor,2017,2018,Histórico
NZL,New Zealand,Adrian Orr,President / Governor,2018,En cargo,Actual
NIC,Nicaragua,Roberto Incer Barquero,President / Governor,1969,1979,Histórico
NIC,Nicaragua,Arturo Cruz Porras,President / Governor,1979,1980,Histórico
NIC,Nicaragua,Alfredo Alaniz Downing,President / Governor,1980,1981,Histórico
NIC,Nicaragua,Alfredo César Aguirre,President / Governor,1981,1982,Histórico
NIC,Nicaragua,Luis Enrique Figueroa,President / Governor,1982,1985,Histórico
NIC,Nicaragua,Joaquin Cuadra Chamorro,President / Governor,1985,1990,Histórico
NIC,Nicaragua,Francisco Mayorga,President / Governor,1990,1990,Histórico
NIC,Nicaragua,Raul Lacayo Solorzano,President / Governor,1990,1992,Histórico
NIC,Nicaragua,Silvio De Franco Montalvan,President / Governor,1992,1992,Histórico
NIC,Nicaragua,José Evenor Taboada,President / Governor,1992,1997,Histórico
NIC,Nicaragua,Noel Ramirez Sanchez,President / Governor,1997,2002,Histórico
NIC,Nicaragua,Mario Alonso Icabalceta,President / Governor,2002,2006,Histórico
NIC,Nicaragua,Mario Arana Sevilla,President / Governor,2006,2007,Histórico
NIC,Nicaragua,Antenor Rosales Bolanos,President / Governor,2007,2012,Histórico
NIC,Nicaragua,Alberto José Guevara Obregón,President / Governor,2012,2014,Histórico
NIC,Nicaragua,Leonardo Ovidio Reyes Ramírez,President / Governor,2014,En cargo,Actual
NGA,Nigeria,Clement Nyong Isong,President / Governor,1967,1975,Histórico
NGA,Nigeria,Mallam Adamu Ciroma,President / Governor,1975,1977,Histórico
NGA,Nigeria,Ola Vincent,President / Governor,1977,1982,Histórico
NGA,Nigeria,Abdulkadir Ahmed,President / Governor,1982,1993,Histórico
NGA,Nigeria,Paul A. Ogwuma,President / Governor,1993,1999,Histórico
NGA,Nigeria,J. O. Sanusi,President / Governor,1999,2004,Histórico
NGA,Nigeria,Chukwuma C. Soludo,President / Governor,2004,2009,Histórico
NGA,Nigeria,Mallam Sanusi Lamido Sanusi,President / Governor,2009,2014,Histórico
NGA,Nigeria,Godwin Emefiele,President / Governor,2014,2018,Histórico
NGA,Nigeria,Folashodun Adebisi Shonubi,President / Governor,2018,En cargo,Actual
NOR,Norway,Erik Brofoss,President / Governor,1954,1970,Histórico
NOR,Norway,Knut Getz Wold,President / Governor,1970,1985,Histórico
NOR,Norway,Hermod Skånland,President / Governor,1985,1993,Histórico
NOR,Norway,Torstein Moland,President / Governor,1994,1995,Histórico
NOR,Norway,Kjell Storvik,President / Governor,1996,1998,Histórico
NOR,Norway,Svein Gjedrem,President / Governor,1999,2011,Histórico
NOR,Norway,Øystein Olsen,President / Governor,2011,2022,Histórico
NOR,Norway,Ida Wolden Bache,President / Governor,2022,En cargo,Actual
OMN,Oman,Yusuf A. Nimatallaha,President / Governor,1975,1978,Histórico
OMN,Oman,Abdul Wahab Khayata,President / Governor,1978,1991,Histórico
OMN,Oman,Hamood Sangour Al Zadjali,President / Governor,1991,2017,Histórico
OMN,Oman,Abdullah bin Salem Al Salmi,President / Governor,2017,En cargo,Actual
PAK,Pakistan,Mahbubur Raschid,President / Governor,1967,1971,Histórico
PAK,Pakistan,S.U. Durrani,President / Governor,1971,1971,Histórico
PAK,Pakistan,Ghulam Ishaq Khan,President / Governor,1971,1975,Histórico
PAK,Pakistan,S. Osman Ali,President / Governor,1975,1978,Histórico
PAK,Pakistan,A.G.N. Kazi,President / Governor,1978,1986,Histórico
PAK,Pakistan,V.A. Jafarey,President / Governor,1986,1988,Histórico
PAK,Pakistan,I.A. Hanfi,President / Governor,1988,1989,Histórico
PAK,Pakistan,Kassim Parekh,President / Governor,1989,1990,Histórico
PAK,Pakistan,I.A. Hanfi,President / Governor,1990,1993,Histórico
PAK,Pakistan,Muhammad Yaqub,President / Governor,1993,1999,Histórico
PAK,Pakistan,Ishrat Husain,President / Governor,1999,2005,Histórico
PAK,Pakistan,Shamshad Akhtar,President / Governor,2006,2009,Histórico
PAK,Pakistan,Syed Salim Raza,President / Governor,2009,2010,Histórico
PAK,Pakistan,Shahid Hafiz Kardar,President / Governor,2010,2011,Histórico
PAK,Pakistan,Yaseen Anwar,President / Governor,2011,2014,Histórico
PAK,Pakistan,Ashraf Mahmood Wathra,President / Governor,2014,2017,Histórico
PAK,Pakistan,Tariq Bajwa,President / Governor,2017,2019,Histórico
PAK,Pakistan,Reza Baqir,President / Governor,2019,2022,Histórico
PAK,Pakistan,Jameel Ahmed,President / Governor,2022,En cargo,Actual
PAN,Panama,Ricardo de la Espriella,President / Governor,1970,1978,Histórico
PAN,Panama,Rafael Arosemena,President / Governor,1987,1988,Histórico
PAN,Panama,Jose B. Espino,President / Governor,1988,1989,Histórico
PAN,Panama,Luis H. Moreno,President / Governor,1989,1994,Histórico
PAN,Panama,José Antonio de la Ossa,President / Governor,1994,1998,Histórico
PAN,Panama,Eduardo C. Urriola R,President / Governor,1998,1999,Histórico
PAN,Panama,Bolivar Pariente Castillero,President / Governor,1999,2004,Histórico
PAN,Panama,Juan Ricardo de Dianous,President / Governor,2004,2009,Histórico
PAN,Panama,Dario Ernesto Berbey de la Rosa,President / Governor,2009,2014,Histórico
PAN,Panama,Rolando de Leon de Alba,President / Governor,2014,2019,Histórico
PAN,Panama,Lizbeth Ann Henriquez Leonard,President / Governor,2019,En cargo,Actual
PNG,Papua New Guinea,Mekere Morauta,President / Governor,1993,1994,Histórico
PNG,Papua New Guinea,Koiari Tarata,President / Governor,1994,1998,Histórico
PNG,Papua New Guinea,John Vulupindi,President / Governor,1998,1998,Histórico
PNG,Papua New Guinea,Morea Vele,President / Governor,1998,1999,Histórico
PNG,Papua New Guinea,Leonard Wilson Kamit,President / Governor,1999,2009,Histórico
PNG,Papua New Guinea,Loi Bakani,President / Governor,2009,2021,Histórico
PNG,Papua New Guinea,Benny Popoitai,President / Governor,2021,2023,Histórico
PNG,Papua New Guinea,Elizabeth Genia,President / Governor,2023,En cargo,Actual
PRY,Paraguay,César Romeo Acosta,President / Governor,1960,1989,Histórico
PRY,Paraguay,Crispiniano Sandoval,President / Governor,1989,1991,Histórico
PRY,Paraguay,José Enrique Páez,President / Governor,1991,1993,Histórico
PRY,Paraguay,Jacinto Estigarribia Mallada,President / Governor,1993,1995,Histórico
PRY,Paraguay,Hermes A. Gómez Ginard,President / Governor,1995,1998,Histórico
PRY,Paraguay,Gulino Ferrari,President / Governor,1998,1999,Histórico
PRY,Paraguay,Washington Ashwell,President / Governor,1999,2001,Histórico
PRY,Paraguay,Raúl José Vera Bogado,President / Governor,2001,2002,Histórico
PRY,Paraguay,Juan Antonio Ortiz Vely,President / Governor,2002,2007,Histórico
PRY,Paraguay,German Hugo Rojas Irigoyen,President / Governor,2007,2008,Histórico
PRY,Paraguay,Carlos Fernández Valdovinos,President / Governor,2013,2018,Histórico
PRY,Paraguay,José Cantero Sienra,President / Governor,2018,En cargo,Actual
PER,Peru,Emilio G. Barreto,President / Governor,1969,1975,Histórico
PER,Peru,Carlos Santisteban de Noriega,President / Governor,1975,1976,Histórico
PER,Peru,Germán de la Melena Guzmán,President / Governor,1976,1977,Histórico
PER,Peru,Manuel Moreyra Loredo,President / Governor,1978,1980,Histórico
PER,Peru,Richard Webb Duarte,President / Governor,1980,1985,Histórico
PER,Peru,Leonel Figueroa Ramírez,President / Governor,1986,1987,Histórico
PER,Peru,Pedro Coronado Labó,President / Governor,1987,1990,Histórico
PER,Peru,Capunay Mimbela,President / Governor,1990,1990,Histórico
PER,Peru,Jorge Chávez Álvarez,President / Governor,1990,1992,Histórico
PER,Peru,Germán Suárez Chávez,President / Governor,1992,2001,Histórico
PER,Peru,Richard Webb Duarte,President / Governor,2001,2003,Histórico
PER,Peru,Javier Silva Ruete,President / Governor,2003,2004,Histórico
PER,Peru,Óscar Dancourt Masías,President / Governor,2005,2006,Histórico
PER,Peru,Julio Velarde Flores,President / Governor,2006,En cargo,Actual
PHL,Philippines,Alfonso Calalang,President / Governor,1968,1970,Histórico
PHL,Philippines,Gregorio S. Licaros,President / Governor,1970,1981,Histórico
PHL,Philippines,Jaime C. Laya,President / Governor,1981,1984,Histórico
PHL,Philippines,"Jose B. Fernandez, Jr",President / Governor,1984,1990,Histórico
PHL,Philippines,"Jose L. Cuisa, Jr",President / Governor,1990,1993,Histórico
PHL,Philippines,Gabriel C. Singson,President / Governor,1993,1999,Histórico
PHL,Philippines,Rafael B. Buenaventura,President / Governor,1999,2005,Histórico
PHL,Philippines,"Amando M. Tetangco, Jr",President / Governor,2005,2017,Histórico
PHL,Philippines,Nestor Espenilla,President / Governor,2017,2019,Histórico
PHL,Philippines,Benjamin Diokno,President / Governor,2019,2022,Histórico
PHL,Philippines,Felipe M. Medalla,President / Governor,2022,En cargo,Actual
POL,Poland,Leonard Siemiatkowski,President / Governor,1968,1972,Histórico
POL,Poland,Witold Bien,President / Governor,1973,1980,Histórico
POL,Poland,Stanislaw Majewski,President / Governor,1981,1985,Histórico
POL,Poland,Zdzislaw Pakula (not officially appointed),President / Governor,1985,1985,Histórico
POL,Poland,Wladyslaw Baka,President / Governor,1985,1988,Histórico
POL,Poland,Zdzislaw Pakula,President / Governor,1988,1989,Histórico
POL,Poland,Wladyslaw Baka,President / Governor,1989,1991,Histórico
POL,Poland,Grzegorz Wójtowicz,President / Governor,1991,1991,Histórico
POL,Poland,Andrzej Topiński,President / Governor,1991,1992,Histórico
POL,Poland,Hanna Gronkiewicz-Waltz,President / Governor,1992,2000,Histórico
POL,Poland,Leszek Balcerowicz,President / Governor,2001,2007,Histórico
POL,Poland,Slawomir Skrzypek,President / Governor,2007,2010,Histórico
POL,Poland,Marek Belka,President / Governor,2010,2016,Histórico
POL,Poland,Adam Glapinski,President / Governor,2016,En cargo,Actual
PRT,Portugal,Antonio Pinto Barbosa,President / Governor,1966,1974,Histórico
PRT,Portugal,Manuel Jacinto Nunes,President / Governor,1974,1975,Histórico
PRT,Portugal,José da Silva Lopes,President / Governor,1975,1980,Histórico
PRT,Portugal,Manuel Jacinto Nunes,President / Governor,1980,1985,Histórico
PRT,Portugal,Vítor Manuel Ribeiro Constâncio,President / Governor,1985,1986,Histórico
PRT,Portugal,José Alberto Tavares Moreira,President / Governor,1986,1992,Histórico
PRT,Portugal,Luís Miguel Couceiro Pizarro Beleza,President / Governor,1992,1994,Histórico
PRT,Portugal,Vítor Manuel Ribeiro Constâncio,President / Governor,2000,2010,Histórico
PRT,Portugal,Carlos da Silva Costa,President / Governor,2010,2020,Histórico
PRT,Portugal,Mario Centeno,President / Governor,2020,En cargo,Actual
QAT,Qatar,Majid Muhammad Majid al-Saad,President / Governor,1973,1990,Histórico
QAT,Qatar,Abdullah bin Khalid al-Attiyah,President / Governor,1990,2006,Histórico
QAT,Qatar,Abdullah Saud Al-Thani,President / Governor,2006,2021,Histórico
QAT,Qatar,Bandar bin Mohammed bin Saoud Al-Thani,President / Governor,2021,En cargo,Actual
ROM,Romania,Vasile Malinschi,President / Governor,1963,1977,Histórico
ROM,Romania,Vasile Rauta,President / Governor,1977,1984,Histórico
ROM,Romania,Florea Dumitrescu,President / Governor,1984,1988,Histórico
ROM,Romania,Decebal Urdea,President / Governor,1988,1990,Histórico
ROM,Romania,Mugur Constantin Isărescu,President / Governor,1990,1999,Histórico
ROM,Romania,Mugur Constantin Isărescu,President / Governor,2000,En cargo,Actual
RUS,Russian Federation,Georgy Matyukhin,President / Governor,1990,1992,Histórico
RUS,Russian Federation,Viktor Gerashchenko,President / Governor,1992,1994,Histórico
RUS,Russian Federation,Tatyana Paramonova,President / Governor,1994,1995,Histórico
RUS,Russian Federation,Alexander Khandruyev,President / Governor,1995,1995,Histórico
RUS,Russian Federation,Sergei Dubinin,President / Governor,1995,1998,Histórico
RUS,Russian Federation,Viktor Gerashchenko,President / Governor,1998,2002,Histórico
RUS,Russian Federation,Sergei Ignatyev,President / Governor,2002,2013,Histórico
RUS,Russian Federation,Elvira Nabiullina,President / Governor,2013,En cargo,Actual
RWA,Rwanda,Johan A. Brandon,President / Governor,1964,1965,Histórico
RWA,Rwanda,Masaya Hattori,President / Governor,1965,1971,Histórico
RWA,Rwanda,Jean Berchmans Birara,President / Governor,1971,1985,Histórico
RWA,Rwanda,Augustin Ruzindana,President / Governor,1985,1990,Histórico
RWA,Rwanda,Denis Ntirugirimbabazi,President / Governor,1991,1994,Histórico
RWA,Rwanda,Gérard Niyitegeka,President / Governor,1994,1995,Histórico
RWA,Rwanda,Francois Mutemberezi,President / Governor,1996,2002,Histórico
RWA,Rwanda,Francois Kanimba,President / Governor,2002,2011,Histórico
RWA,Rwanda,Claver Gatete,President / Governor,2011,2013,Histórico
RWA,Rwanda,John Rwangombwa,President / Governor,2013,En cargo,Actual
WSM,Samoa (Western -),William E. Davies,President / Governor,1984,1987,Histórico
WSM,Samoa (Western -),John A. Howard,President / Governor,1987,1989,Histórico
WSM,Samoa (Western -),Papali'i Tommy Scanlan,President / Governor,1989,2011,Histórico
WSM,Samoa (Western -),Maiava Atalina Emma Ainuu-Enari,President / Governor,2011,En cargo,Actual
STP,Sao Tome and Principe,Adelino Castelo David,President / Governor,1992,1994,Histórico
STP,Sao Tome and Principe,Carlos Quaresma Batista de Sousa,President / Governor,1995,1999,Histórico
STP,Sao Tome and Principe,Maria do Carmo Trovoada Pires de Carvalho Silveira,President / Governor,1999,2006,Histórico
STP,Sao Tome and Principe,Luis Fernando Moreira de Sousa,President / Governor,2008,2011,Histórico
STP,Sao Tome and Principe,Maria do Carmo Trovoada Pires de Carvalho Silveira,President / Governor,2011,2016,Histórico
STP,Sao Tome and Principe,Hélio Silva Almeida,President / Governor,2016,2019,Histórico
STP,Sao Tome and Principe,Américo Cardoso Soares de Barros,President / Governor,2019,2022,Histórico
STP,Sao Tome and Principe,Américo Ramos,President / Governor,2022,En cargo,Actual
SAU,Saudi Arabia,George A. Blowers,President / Governor,1952,1954,Histórico
SAU,Saudi Arabia,Ralph Standish,President / Governor,1954,1958,Histórico
SAU,Saudi Arabia,Anwar Ali,President / Governor,1958,1974,Histórico
SAU,Saudi Arabia,Abdul Aziz Al Quraishi,President / Governor,1974,1983,Histórico
SAU,Saudi Arabia,Hamad Ibn Saud Al Sayari,President / Governor,1983,2009,Histórico
SAU,Saudi Arabia,Muhammed Al-Jasser,President / Governor,2009,2011,Histórico
SAU,Saudi Arabia,Fahad al-Mubarak,President / Governor,2011,2016,Histórico
SAU,Saudi Arabia,Ahmed Alkholifey,President / Governor,2016,2021,Histórico
SAU,Saudi Arabia,Fahad al-Mubarak,President / Governor,2021,2023,Histórico
SAU,Saudi Arabia,Ayman bin Mohammed Alsayari,President / Governor,2023,En cargo,Actual
SER,Serbia,Mlađan Dinkić,President / Governor,2003,2003,Histórico
SER,Serbia,Kori Udovički,President / Governor,2003,2004,Histórico
SER,Serbia,Radovan Jelašić,President / Governor,2004,2010,Histórico
SER,Serbia,Dejan Šoškić,President / Governor,2010,2012,Histórico
SER,Serbia,Jorgovanka Tabaković,President / Governor,2012,En cargo,Actual
SYC,Seychelles,Guy Morel,President / Governor,1978,1991,Histórico
SYC,Seychelles,Aboo Aumeeruddy Aumeeruddy,President / Governor,1991,1995,Histórico
SYC,Seychelles,Norman Weber,President / Governor,1995,2001,Histórico
SYC,Seychelles,Francis Chang-Leng,President / Governor,2001,2008,Histórico
SYC,Seychelles,Pierre Laporte,President / Governor,2008,2012,Histórico
SYC,Seychelles,Caroline Abel,President / Governor,2012,En cargo,Actual
SGP,Singapore,Hon Sui Sen,President / Governor,1971,1980,Histórico
SGP,Singapore,Goh Keng Swee,President / Governor,1980,1985,Histórico
SGP,Singapore,Richard Hu,President / Governor,1985,1997,Histórico
SGP,Singapore,Lee Hsien Loong,President / Governor,1998,2004,Histórico
SGP,Singapore,Goh Chok Tong,President / Governor,2004,2011,Histórico
SGP,Singapore,Tharman Shanmugaratnam,President / Governor,2011,En cargo,Actual
SVK,Slovakia,Marián Tkac,President / Governor,1993,1993,Histórico
SVK,Slovakia,Vladimír Masár,President / Governor,1993,1999,Histórico
SVK,Slovakia,Marián Jusko,President / Governor,1999,2004,Histórico
SVK,Slovakia,Ivan Šramko,President / Governor,2005,2010,Histórico
SVK,Slovakia,Jozef Makúch,President / Governor,2010,2019,Histórico
SVK,Slovakia,Peter Kažimír,President / Governor,2019,En cargo,Actual
SVN,Slovenia,France Arhar,President / Governor,1991,2001,Histórico
SVN,Slovenia,Mitja Gaspari,President / Governor,2001,2007,Histórico
SVN,Slovenia,Marko Kranjec,President / Governor,2007,2013,Histórico
SVN,Slovenia,Boštjan Jazbec,President / Governor,2013,2018,Histórico
SVN,Slovenia,Boštjan Vasle,President / Governor,2019,En cargo,Actual
SLB,Solomon Islands,Anthony V. Huges,President / Governor,1983,1993,Histórico
SLB,Solomon Islands,Rick N. Houenipwela,President / Governor,1993,2008,Histórico
SLB,Solomon Islands,Denton Rarawa,President / Governor,2008,2019,Histórico
SLB,Solomon Islands,Luke Forau,President / Governor,2019,En cargo,Actual
ZAF,South Africa,G. Rissik,President / Governor,1962,1967,Histórico
ZAF,South Africa,T. W. de Jongh,President / Governor,1967,1980,Histórico
ZAF,South Africa,G. P. C. de Kock,President / Governor,1981,1989,Histórico
ZAF,South Africa,C. L. Stals,President / Governor,1989,1999,Histórico
ZAF,South Africa,TT. Mboweni,President / Governor,1999,2009,Histórico
ZAF,South Africa,Gill Marcus,President / Governor,2009,2014,Histórico
ZAF,South Africa,Lesetja Kganyago,President / Governor,2014,En cargo,Actual
ESP,Spain,Luis Coronel de Palma,President / Governor,1970,1976,Histórico
ESP,Spain,José María López de Letona,President / Governor,1976,1978,Histórico
ESP,Spain,José Ramón Álvarez Rendueles,President / Governor,1978,1984,Histórico
ESP,Spain,Mariano Rubio Jiménez,President / Governor,1984,1992,Histórico
ESP,Spain,Luis Ángel Rojo Duque,President / Governor,1992,2000,Histórico
ESP,Spain,Jaime Caruana Lacorte,President / Governor,2000,2006,Histórico
ESP,Spain,Miguel Fernández Ordóñez,President / Governor,2006,2012,Histórico
ESP,Spain,Luis M. Linde de Castro,President / Governor,2012,2018,Histórico
ESP,Spain,Pablo Hernández de Cos,President / Governor,2018,En cargo,Actual
LKA,Sri Lanka,William Tennekoon,President / Governor,1967,1971,Histórico
LKA,Sri Lanka,Herbert Tennekoon,President / Governor,1971,1979,Histórico
LKA,Sri Lanka,Warnasena Rasaputra,President / Governor,1979,1988,Histórico
LKA,Sri Lanka,Neville Karunatilake,President / Governor,1988,1992,Histórico
LKA,Sri Lanka,Heen Banda Dissanayaka,President / Governor,1992,1995,Histórico
LKA,Sri Lanka,Amarananda Jayawardena,President / Governor,1995,2004,Histórico
LKA,Sri Lanka,Sunil Mendis,President / Governor,2004,2006,Histórico
LKA,Sri Lanka,Ajith Nivard Cabraal,President / Governor,2006,2015,Histórico
LKA,Sri Lanka,Arjuna Mahendran,President / Governor,2015,2016,Histórico
LKA,Sri Lanka,Indrajit Coomaraswamy,President / Governor,2016,2019,Histórico
LKA,Sri Lanka,W. D. Lakshman,President / Governor,2019,2021,Histórico
LKA,Sri Lanka,Ajith Nivard Cabraal,President / Governor,2021,2022,Histórico
LKA,Sri Lanka,Nandalal Weerasinghe,President / Governor,2022,En cargo,Actual
SDN,Sudan,Abdelrahim Mayrgani,President / Governor,1967,1970,Histórico
SDN,Sudan,Abdelateef Hassan,President / Governor,1970,1971,Histórico
SDN,Sudan,Awad Abdel Magied,President / Governor,1971,1972,Histórico
SDN,Sudan,Ibrahim Mohammed Ali Nimir,President / Governor,1973,1980,Histórico
SDN,Sudan,Elsaikh Hassan Belail,President / Governor,1980,1983,Histórico
SDN,Sudan,Faroug Ibrahim Elmagbool,President / Governor,1983,1985,Histórico
SDN,Sudan,Ismail el-19misbah Mekki hamad,President / Governor,1985,1988,Histórico
SDN,Sudan,Mahdi Elfaky Elshaikh,President / Governor,1988,1990,Histórico
SDN,Sudan,Elshaik SidAhmed Elshaikh,President / Governor,1990,1993,Histórico
SDN,Sudan,Sabir Mohammed Hassan,President / Governor,1993,1996,Histórico
SDN,Sudan,Abdall Hassan Ahmed,President / Governor,1996,1998,Histórico
SDN,Sudan,Sabir Mohammed Hassan,President / Governor,1998,2011,Histórico
SDN,Sudan,Mohamed Khair Ahmed Elzubair,President / Governor,2011,2013,Histórico
SDN,Sudan,Abdelrahman Hassan Abdelrahman Hashim,President / Governor,2013,2016,Histórico
SDN,Sudan,Hazim Abdegadir Ahmed Babiker,President / Governor,2016,2018,Histórico
SDN,Sudan,Mohamed Kheir El-Zubeir,President / Governor,2018,2019,Histórico
SDN,Sudan,Hussein Yahya Jangoul al-Basha,President / Governor,2019,2019,Histórico
SDN,Sudan,Mohamed Elfatih Zein al-Abdein,President / Governor,2020,2022,Histórico
SDN,Sudan,Burai Al-Siddiq Ahmed,President / Governor,2023,En cargo,Actual
SUR,Suriname,Victor Max de Miranda,President / Governor,1963,1980,Histórico
SUR,Suriname,Jules Sedney,President / Governor,1980,1985,Histórico
SUR,Suriname,Henk Goedschalk,President / Governor,1985,1994,Histórico
SUR,Suriname,André Telting,President / Governor,1994,1996,Histórico
SUR,Suriname,Henk Goedschalk,President / Governor,1997,2000,Histórico
SUR,Suriname,André Telting,President / Governor,2000,2010,Histórico
SUR,Suriname,Gillmore Hoefdraad,President / Governor,2010,2015,Histórico
SUR,Suriname,Ingeborg Geduld-Nijman,President / Governor,2015,2016,Histórico
SUR,Suriname,Glenn H. Gersie,President / Governor,2016,2019,Histórico
SUR,Suriname,Robert-Gray van Trikt,President / Governor,2019,2020,Histórico
SUR,Suriname,Maurice Roemer,President / Governor,2020,En cargo,Actual
SWZ,Swaziland/Eswatini,Ethan Mayisela,President / Governor,1974,1978,Histórico
SWZ,Swaziland/Eswatini,A. D. Ockenden,President / Governor,1978,1981,Histórico
SWZ,Swaziland/Eswatini,H. B. B. Oliver,President / Governor,1981,1992,Histórico
SWZ,Swaziland/Eswatini,James Nxumalo,President / Governor,1992,1997,Histórico
SWZ,Swaziland/Eswatini,Martin Dlamini,President / Governor,1997,2013,Histórico
SWZ,Swaziland/Eswatini,Majozi V. Sithole,President / Governor,2013,2022,Histórico
SWZ,Swaziland/Eswatini,Phil Mnisi,President / Governor,2022,En cargo,Actual
SWE,Sweden,Per Åsbrink,President / Governor,1955,1973,Histórico
SWE,Sweden,Krister Wickman,President / Governor,1973,1976,Histórico
SWE,Sweden,Carl Henrik Nordlander,President / Governor,1976,1979,Histórico
SWE,Sweden,Lars Wohlin,President / Governor,1979,1982,Histórico
SWE,Sweden,Bengt Dennis,President / Governor,1982,1993,Histórico
SWE,Sweden,Lars Heikensten,President / Governor,2003,2005,Histórico
SWE,Sweden,Stefan Ingves,President / Governor,2006,2022,Histórico
SWE,Sweden,Erik Thedéen,President / Governor,2023,En cargo,Actual
CHE,Switzerland,Walter Schwegler,President / Governor,1956,1966,Histórico
CHE,Switzerland,Edwin Stopper,President / Governor,1966,1974,Histórico
CHE,Switzerland,Fritz Leutwiler,President / Governor,1974,1984,Histórico
CHE,Switzerland,Pierre Languetin,President / Governor,1985,1988,Histórico
CHE,Switzerland,Markus Lusser,President / Governor,1988,1996,Histórico
CHE,Switzerland,Hans Meyer,President / Governor,1996,2000,Histórico
CHE,Switzerland,Jean-Pierre Roth,President / Governor,2001,2009,Histórico
CHE,Switzerland,Thomas J. Jordan,President / Governor,2012,En cargo,Actual
SYR,Syrian Arab Republic,Rifat Accad,President / Governor,1978,1984,Histórico
SYR,Syrian Arab Republic,Mutewali,President / Governor,1984,1987,Histórico
SYR,Syrian Arab Republic,Al-Sharif,President / Governor,1987,1995,Histórico
SYR,Syrian Arab Republic,Bashar Kabbarah,President / Governor,1995,2004,Histórico
SYR,Syrian Arab Republic,Adib Mayaleh,President / Governor,2005,2016,Histórico
SYR,Syrian Arab Republic,Hazem Younes Karfoul,President / Governor,2018,2021,Histórico
SYR,Syrian Arab Republic,Muhammad Issam Hazima,President / Governor,2021,En cargo,Actual
TZA,Tanzania,Edwin I. Mtei,President / Governor,1966,1974,Histórico
TZA,Tanzania,Charles Nyirabu,President / Governor,1974,1989,Histórico
TZA,Tanzania,Gilman Rutihinda,President / Governor,1989,1993,Histórico
TZA,Tanzania,Idris M. Rashid,President / Governor,1993,1998,Histórico
TZA,Tanzania,Benno Ndulu,President / Governor,2008,2018,Histórico
TZA,Tanzania,Emmanuel M. Tutuba,President / Governor,2023,En cargo,Actual
THA,Thailand,Puey Ungphakorn,President / Governor,1959,1971,Histórico
THA,Thailand,Bisudhi Nimmanhaemin,President / Governor,1971,1975,Histórico
THA,Thailand,Snoh Unakul,President / Governor,1975,1979,Histórico
THA,Thailand,Nukul Prachuabmoh,President / Governor,1979,1984,Histórico
THA,Thailand,Kamchorn Sathirakul,President / Governor,1984,1990,Histórico
THA,Thailand,Chavalit Thanachanan,President / Governor,1990,1990,Histórico
THA,Thailand,Vijit Supinit,President / Governor,1990,1996,Histórico
THA,Thailand,Rerngchai Marakanond,President / Governor,1996,1997,Histórico
THA,Thailand,Chaiyawat Wibulswasdi,President / Governor,1997,1998,Histórico
THA,Thailand,Chatu Mongol Sonakul,President / Governor,1998,2001,Histórico
THA,Thailand,Pridiyathorn Devakula,President / Governor,2001,2006,Histórico
THA,Thailand,Tarisa Watanagase,President / Governor,2006,2010,Histórico
THA,Thailand,Prasarn Trairatvorakul,President / Governor,2010,2015,Histórico
THA,Thailand,Veerathai Santiprabhob,President / Governor,2015,2020,Histórico
THA,Thailand,Sethaput Suthiwartnarueput,President / Governor,2020,En cargo,Actual
TTO,Trinidad and Tobago,Victor Bruce,President / Governor,1969,1984,Histórico
TTO,Trinidad and Tobago,Euric Bobb,President / Governor,1984,1988,Histórico
TTO,Trinidad and Tobago,William Demas,President / Governor,1988,1992,Histórico
TTO,Trinidad and Tobago,Thomas Ainsworth Harewood,President / Governor,1992,1997,Histórico
TTO,Trinidad and Tobago,Ewart Williams,President / Governor,2002,2012,Histórico
TTO,Trinidad and Tobago,Jwala Rambarran,President / Governor,2012,2015,Histórico
TTO,Trinidad and Tobago,Alvin Hilaire,President / Governor,2015,En cargo,Actual
TUN,Tunisia,Hédi Nouira,President / Governor,1958,1970,Histórico
TUN,Tunisia,Ali Zouaoui,President / Governor,1970,1972,Histórico
TUN,Tunisia,Mohamed Ghnima,President / Governor,1972,1980,Histórico
TUN,Tunisia,Abdelaziz Mathari,President / Governor,1980,1980,Histórico
TUN,Tunisia,Moncef Belkhoja,President / Governor,1980,1986,Histórico
TUN,Tunisia,Mohamed Skhiri,President / Governor,1986,1987,Histórico
TUN,Tunisia,Ismail Khelil,President / Governor,1987,1990,Histórico
TUN,Tunisia,Mohamed El Béji Hamda,President / Governor,1990,2001,Histórico
TUN,Tunisia,Mohamed Daouas,President / Governor,2001,2004,Histórico
TUN,Tunisia,Taoufik Bakkar,President / Governor,2004,2011,Histórico
TUN,Tunisia,Mustapha Kamel Nabli,President / Governor,2011,2012,Histórico
