PName_original;PName;iso3;first;last;iso3Birth;Start_year;End_year;Start_month;End_month;Position;Sex;Birth_year;Education;BA_or_MA;MBA;PhD;CountryBirth;CityBirth;Position_original;Birth_month;Wikipedia_title;Wikipedia_person_url;Wikipedia_qid;Wikipedia_match_score;Wikipedia_match_reason;Wikipedia_match_status;Wikipedia_match_reliable
Enrique Marshall;Enrique Marshall;CHL;enrique;marshall;CHL;;;;;0;0;;;;;;;;Board member;;Jorge Marshall;https://en.wikipedia.org/wiki/Jorge_Marshall;Q5551906;25.333333333333332;shared_last_name|name_similarity:0.73|econ_context|country_hint;rejected;0
Jorge Desormeaux Jiménez;Jorge Jimenez;CHL;jorge;jimenez;CHL;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;Jorge Jiménez Cantú;https://en.wikipedia.org/wiki/Jorge_Jiménez_Cantú;Q6278171;39.125;strong_title|name_similarity:0.81|econ_context|role_hint;rejected;0
José Manuel Marfán Lewis;Jose Lewis;CHL;jose;lewis;CHL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Manuel Marfan;Manuel Marfan;CHL;manuel;marfan;CHL;1999;2000;12;3;1;0;1952;6;;;Yale University;Chile;Santiago;Vice-president / Deputy-governor;12;Manuel Marfán;https://en.wikipedia.org/wiki/Manuel_Marfán;Q5669247;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Joaquín Luis Vial Ruiz-Tagle;Joaquin Ruiztagle;CHL;joaquin;ruiztagle;CHL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Joaquin Vial;Joaquin Vial;CHL;joaquin;vial;CHL;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Jorge Rivera;Jorge Rivera;CHL;jorge;rivera;CHL;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;Jorge Rivera Vicuña;https://en.wikipedia.org/wiki/Jorge_Rivera_Vicuña;Q12176838;29.741935483870968;strong_title|name_similarity:0.77|country_hint;rejected;0
Jorge Marshall;Jorge Marshall;CHL;jorge;marshall;CHL;;;;;1;0;1954;2;"University of; Harvard University";;;Chile;( 1954-07-10 ) 10 July 1954 (age 71) Santiago;Vice-president / Deputy-governor;6;Jorge Marshall;https://en.wikipedia.org/wiki/Jorge_Marshall;Q5551906;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Rosanna Costa;Rosanna Costa;CHL;rosanna;costa;CHL;2022;;2;;2;1;1957;2;Catholic University of Chile;;;Chile;Viña del Mar;President / Governor;12;Rosanna Costa;https://en.wikipedia.org/wiki/Rosanna_Costa;Q6112329;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
José De Gregorio;Jose Gregorio;CHL;jose;gregorio;CHL;;;;;0;0;;;;;;;;Board member;;José Gregorio Salazar;https://en.wikipedia.org/wiki/José_Gregorio_Salazar;Q376057;38.64705882352941;strong_title|name_similarity:0.76|econ_context|role_hint;rejected;0
José De Gregorio Rebecco;Jose Rebecco;CHL;jose;rebecco;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Jose De Gregorio Rebeco;Jose Rebeco;CHL;jose;rebeco;CHL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Mario Marcel Cullell;Mario Cullell;CHL;mario;cullell;CHL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Mario Marcel;Mario Marcel;CHL;mario;marcel;CHL;2016;2022;12;1;2;0;1959;3;;;;Chile;Santiago;President / Governor;10;Mario Marcel;https://en.wikipedia.org/wiki/Mario_Marcel;Q5998841;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Pablo Silva;Pablo Silva;CHL;pablo;silva;CHL;;;;;0;0;1984;;;;;Uruguay;Montevideo;Board member;11;Pablo Silva;https://en.wikipedia.org/wiki/Pablo_Silva;Q27988577;35.0;exact_title|name_similarity:1.00;matched;1
Pablo Baraona Urzúa;Rodrigo Urzua;CHL;rodrigo;urzua;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Rodrigo Vergara Montes;Rodrigo Montes;CHL;rodrigo;montes;CHL;;;;;0;0;1999;;;;;Argentina;Córdoba;Board member;10;Rodrigo Montes;https://en.wikipedia.org/wiki/Rodrigo_Montes;Q108137717;35.0;exact_title|name_similarity:1.00;matched;1
Rodrigo Vergara;Rodrigo Vergara;CHL;rodrigo;vergara;CHL;2011;2016;12;12;0;0;1962;2;Harvard University;;;Chile;Santiago;Board member;6;Rodrigo Vergara;https://en.wikipedia.org/wiki/Rodrigo_Vergara;Q3380860;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Sebastián Claro Edwards;Sebastian Edwards;CHL;sebastian;edwards;CHL;;;;;0;0;1953;6;;;;Chile;Santiago;Board member;8;Sebastián Edwards;https://en.wikipedia.org/wiki/Sebastián_Edwards;Q7442638;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Sebastián Claro Edwards;Sebastian Edwards;CHL;sebastian;edwards;CHL;;;;;1;0;1953;6;;;;Chile;Santiago;Vice-president / Deputy-governor;8;Sebastián Edwards;https://en.wikipedia.org/wiki/Sebastián_Edwards;Q7442638;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Pablo Garcia;Pablo Garcia;CHL;pablo;garcia;CHL;2007;2013;6;6;0;0;1925;2;;;;Philippines;Dumanjug;Board member;9;Pablo P. Garcia;https://en.wikipedia.org/wiki/Pablo_P._Garcia;Q1867908;32.23076923076923;partial_title|name_similarity:0.92|econ_context|role_hint;matched;1
Claudio Gamboa;Claudio Gamboa;CHL;claudio;gamboa;CHL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Sebastin Claro;Sebastin Claro;CHL;sebastin;claro;CHL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Sebastián Claro;Sebastian Claro;CHL;sebastian;claro;CHL;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Alberto Naudon;Alberto Naudon;CHL;alberto;naudon;CHL;;;;;0;0;1916;2;;;;Chile;Santiago;Board member;7;Alberto Naudón;https://en.wikipedia.org/wiki/Alberto_Naudón;Q5663359;39.0;exact_title|name_similarity:1.00|country_hint;matched;1
Alberto Naudon Dell’Oro;Alberto Delloro;CHL;alberto;delloro;CHL;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Arturo Maschke Tornero;Arturo Tornero;CHL;arturo;tornero;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Eduardo Figueroa Geisse;Eduardo Geisse;CHL;eduardo;geisse;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Luis Mackenna Shiell;Luis Shiell;CHL;luis;shiell;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Alfonso Inostroza Cuevas;Alfonso Cuevas;CHL;alfonso;cuevas;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Eduardo Cano Quijada;Eduardo Quijada;CHL;eduardo;quijada;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Pablo Baraona Urzúa;Pablo Urzua;CHL;pablo;urzua;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Sergio de la Cuadra Fabres;Sergio Fabres;CHL;sergio;fabres;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Hernán Felipe Errázuriz Correa;Hernan Correa;CHL;hernan;correa;CHL;;;;;2;0;;;;;;;;President / Governor;;María Silvia Correa;https://en.wikipedia.org/wiki/María_Silvia_Correa;Q104535085;28.0;shared_last_name|name_similarity:0.50|econ_context|country_hint|role_hint;rejected;0
Francisco Ibánez Barceló;Francisco Barcelo;CHL;francisco;barcelo;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Enrique Seguel Morel;Enrique Morel;CHL;enrique;morel;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Manuel Concha Martínez;Manuel Martinez;CHL;manuel;martinez;CHL;;;;;2;0;;;;;;;;President / Governor;;Manuel Martínez (athlete);https://en.wikipedia.org/wiki/Manuel_Martínez_(athlete);Q555905;25.894736842105264;strong_title|name_similarity:0.79;rejected;0
* Nci;* Nci;CHL;*;nci;CHL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Nan Hanchen;Nan Hanchen;CHN;;hanchen;CHN;;;;;2;0;;;;;;;;President / Governor;;Nan Hanchen;https://en.wikipedia.org/wiki/Nan_Hanchen;Q4208360;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;rejected;0
Cao Juru;Cao Juru;CHN;cao;juru;CHN;;;;;2;0;1901;;;;;;;President / Governor;5;Cao Juru;https://en.wikipedia.org/wiki/Cao_Juru;Q4208034;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Li Baohua;Li Baohua;CHN;li;baohua;CHN;;;;;2;0;1909;;;;;People's Republic of China;Laoting County;President / Governor;10;Li Baohua;https://en.wikipedia.org/wiki/Li_Baohua;Q4207972;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Chen Xiyu;Chen Xiyu;CHN;chen;xiyu;CHN;;;;;2;0;1911;;;;;;;President / Governor;7;Chen Xiyu;https://en.wikipedia.org/wiki/Chen_Xiyu;Q4251574;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Hu Lijiao;Hu Lijiao;CHN;hu;lijiao;CHN;;;;;2;0;1914;;;;;;;President / Governor;12;Hu Lijiao;https://en.wikipedia.org/wiki/Hu_Lijiao;Q4208000;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Chen Muhua;Chen Muhua;CHN;chen;muhua;CHN;;;;;2;1;1921;2;Political University;;;People's Republic of China;Qingtian;President / Governor;6;Chen Muhua;https://en.wikipedia.org/wiki/Chen_Muhua;Q701442;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Lu Peijian;Lu Peijian;CHN;lu;peijian;CHN;1982;1985;4;3;2;0;1928;2;Renmin University of China;;;People's Republic of China;Hongze District;President / Governor;8;Lü Peijian;https://en.wikipedia.org/wiki/Lü_Peijian;Q4251596;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Lu Peijian;Lu Peijian;CHN;lu;peijian;CHN;1982;1985;4;3;2;0;1928;2;Renmin University of China;;;People's Republic of China;Hongze District;President / Governor;8;Lü Peijian;https://en.wikipedia.org/wiki/Lü_Peijian;Q4251596;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Zhu Rongji;Zhu Rongji;CHN;zhu;rongji;CHN;1993;1998;3;3;2;0;1928;2;Tsinghua University;;;People's Republic of China;Changsha;President / Governor;10;Zhu Rongji;https://en.wikipedia.org/wiki/Zhu_Rongji;Q18285;39.0;exact_title|name_similarity:1.00|country_hint;matched;1
Li Guixian;Li Guixian;CHN;li;guixian;CHN;;;;;2;0;1937;2;Technology Institute;;;People's Republic of China;Gaizhou;President / Governor;8;Li Guixian;https://en.wikipedia.org/wiki/Li_Guixian;Q710930;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Dai Xianglong;Dai Xianglong;CHN;dai;xianglong;CHN;;;;;2;0;1944;2;Central University of Finance;;;People's Republic of China;Yizheng;President / Governor;10;Dai Xianglong;https://en.wikipedia.org/wiki/Dai_Xianglong;Q834484;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Chen Yuan;Chen Yuan;CHN;chen;yuan;CHN;2013;;3;;1;0;1945;1;;;;People's Republic of China;People's Republic of China;Vice-president / Deputy-governor;1;Chen Yuan;https://en.wikipedia.org/wiki/Chen_Yuan;Q82260;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Wu Xiaoling;Wu Xiaoling;CHN;wu;xiaoling;CHN;;;;;1;1;1947;;;;;;;Vice-president / Deputy-governor;1;Wu Xiaoling;https://en.wikipedia.org/wiki/Wu_Xiaoling;Q9063789;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Wu Xiaoling;Wu Xiaoling;CHN;wu;xiaoling;CHN;;;;;0;1;1947;;;;;;;Board member;1;Wu Xiaoling;https://en.wikipedia.org/wiki/Wu_Xiaoling;Q9063789;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Wu Xiaoling;Wu Xiaoling;CHN;wu;xiaoling;CHN;;;;;0;1;1947;;;;;;;Board member;1;Wu Xiaoling;https://en.wikipedia.org/wiki/Wu_Xiaoling;Q9063789;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Zhou Xiaochuan;Zhou Xiaochuan;CHN;zhou;xiaochuan;CHN;2002;2018;12;3;2;0;1948;2;"Beijing University of; Tsinghua University";;;People's Republic of China;Yixing;President / Governor;1;Zhou Xiaochuan;https://en.wikipedia.org/wiki/Zhou_Xiaochuan;Q198026;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Ma Delun;Ma Delun;CHN;ma;delun;CHN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Su Ning;Su Ning;CHN;su;ning;CHN;;;;;0;0;1953;;;;;People's Republic of China;Xiaoyi;Board member;1;Su Ning;https://en.wikipedia.org/wiki/Su_Ning;Q7630360;39.0;exact_title|name_similarity:1.00|country_hint;matched;1
Li Ruogu;Li Ruogu;CHN;li;ruogu;CHN;;;;;0;0;1951;2;"University; Princeton University";;;;;Board member;1;Li Ruogu;https://en.wikipedia.org/wiki/Li_Ruogu;Q1822593;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Li Ruogu;Li Ruogu;CHN;li;ruogu;CHN;;;;;1;0;1951;2;"University; Princeton University";;;;;Vice-president / Deputy-governor;1;Li Ruogu;https://en.wikipedia.org/wiki/Li_Ruogu;Q1822593;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Liu Tinghuan;Liu Tinghuan;CHN;liu;tinghuan;CHN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Guo Shuqing;Guo Shuqing;CHN;guo;shuqing;CHN;;;;;0;0;1956;2;"University; Chinese Academy of Social";;;People's Republic of China;Inner Mongolia;Board member;1;Guo Shuqing;https://en.wikipedia.org/wiki/Guo_Shuqing;Q5619614;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Xiang Junbo;Xiang Junbo;CHN;xiang;junbo;CHN;;;;;1;0;1957;1;;;;People's Republic of China;Chongqing;Vice-president / Deputy-governor;;Xiang Junbo;https://en.wikipedia.org/wiki/Xiang_Junbo;Q8044137;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Junbo Xiang;Junbo Xiang;CHN;junbo;xiang;CHN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Hu Xiaolian;Hu Xiaolian;CHN;hu;xiaolian;CHN;;;;;0;1;1958;;;;;People's Republic of China;Hubei;Board member;1;Hu Xiaolian;https://en.wikipedia.org/wiki/Hu_Xiaolian;Q5924778;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Hu Xiaolian;Hu Xiaolian;CHN;hu;xiaolian;CHN;;;;;1;1;1958;;;;;People's Republic of China;Hubei;Vice-president / Deputy-governor;1;Hu Xiaolian;https://en.wikipedia.org/wiki/Hu_Xiaolian;Q5924778;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Yi Gang;Yi Gang;CHN;yi;gang;CHN;2018;2023;3;7;2;0;1958;6;;;University;People's Republic of China;Beijing;President / Governor;3;Yi Gang;https://en.wikipedia.org/wiki/Yi_Gang;Q4743711;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Liu Guoqiang;Liu Guoqiang;CHN;liu;guoqiang;CHN;;;;;0;0;1953;2;"University; Northeastern University";;;People's Republic of China;Benxi;Board member;1;Liu Guoqiang;https://en.wikipedia.org/wiki/Liu_Guoqiang;Q8989806;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Liu Shiyu;Liu Shiyu;CHN;liu;shiyu;CHN;;;;;0;0;1961;2;Tsinghua University;;;People's Republic of China;Guanyun County;Board member;11;Liu Shiyu;https://en.wikipedia.org/wiki/Liu_Shiyu;Q6653716;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Liu Shiyu;Liu Shiyu;CHN;liu;shiyu;CHN;;;;;1;0;1961;2;Tsinghua University;;;People's Republic of China;Guanyun County;Vice-president / Deputy-governor;11;Liu Shiyu;https://en.wikipedia.org/wiki/Liu_Shiyu;Q6653716;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Pan Gongsheng;Pan Gongsheng;CHN;pan;gongsheng;CHN;2023;;7;;1;0;1963;2;Renmin University of China;;;People's Republic of China;Anqing;Vice-president / Deputy-governor;7;Pan Gongsheng;https://en.wikipedia.org/wiki/Pan_Gongsheng;Q9309080;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Pan Gongsheng;Pan Gongsheng;CHN;pan;gongsheng;CHN;2023;;7;;2;0;1963;2;Renmin University of China;;;People's Republic of China;Anqing;President / Governor;7;Pan Gongsheng;https://en.wikipedia.org/wiki/Pan_Gongsheng;Q9309080;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Fan Yifei;Fan Yifei;CHN;fan;yifei;CHN;;;;;1;0;1964;2;"Renmin University of; Columbia University";;;China;Jiangsu;Vice-president / Deputy-governor;1;Fan Yifei;https://en.wikipedia.org/wiki/Fan_Yifei;Q16075858;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Zhang Qingsong;Zhang Qingsong;CHN;zhang;qingsong;CHN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Chen Yulu;Chen Yulu;CHN;chen;yulu;CHN;;;;;1;0;1966;2;Renmin University;;;People's Republic of China;Gaocheng District;Vice-president / Deputy-governor;11;Chen Yulu;https://en.wikipedia.org/wiki/Chen_Yulu;Q8290352;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Liu Guiping;Liu Guiping;CHN;liu;guiping;CHN;;;;;0;0;1966;2;"University; Jinan University";;;People's Republic of China;Hengnan County;Board member;5;Liu Guiping;https://en.wikipedia.org/wiki/Liu_Guiping;Q85352738;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Xuan Changneng;Xuan Changneng;CHN;xuan;changneng;CHN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Zhu Hexin;Zhu Hexin;CHN;zhu;hexin;CHN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Lu Lei;Lu Lei;CHN;lu;lei;CHN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Abdoulaye Fadiga;Abdoulaye Fadiga;CIV;abdoulaye;fadiga;CIV;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Abdoulaye Fadig;Abdoulaye Fadig;CIV;abdoulaye;fadig;CIV;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Alassane Ouattara;Alassane Ouattara;CIV;alassane;ouattara;CIV;2012;2013;2;2;2;0;1942;6;;;;Ivory Coast;Dimbokro;President / Governor;1;Alassane Ouattara;https://en.wikipedia.org/wiki/Alassane_Ouattara;Q57413;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Alassane Ouattara;Alassane Ouattara;CIV;alassane;ouattara;CIV;2012;2013;2;2;2;0;1942;6;;;;Ivory Coast;Dimbokro;President / Governor;1;Alassane Ouattara;https://en.wikipedia.org/wiki/Alassane_Ouattara;Q57413;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
"Charles Konan Banny
";Charles Banny;CIV;charles;banny;BFA;;;;;2;0;1942;1;;;;Ivory Coast;Divo;President / Governor;11;Charles Konan Banny;https://en.wikipedia.org/wiki/Charles_Konan_Banny;Q455728;35.125;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint;matched;1
"Charles Konan Banny
";Charles Banny;CIV;charles;banny;CIV;;;;;0;0;1942;1;;;;Ivory Coast;Divo;Board member;11;Charles Konan Banny;https://en.wikipedia.org/wiki/Charles_Konan_Banny;Q455728;35.125;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint;matched;1
"Philippe-Henri Dakoury-Tabley
";Philippe Dakourytabley;CIV;philippe;dakourytabley;CIV;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Philippe-Henri Dacoury-Tabley;Philippe Dacourytabley;CIV;philippe;dacourytabley;CIV;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Tiemoko Kone;Tiemoko Kone;CIV;tiemoko;kone;TGO;2022;;4;;2;0;1949;;;;;French West Africa (now Ivory Coast );( 1949-04-26 ) 26 April 1949 (age 77) Tafiré;President / Governor;4;Tiémoko Meyliet Koné;https://en.wikipedia.org/wiki/Tiémoko_Meyliet_Koné;Q19392607;34.5;partial_title|name_similarity:0.75|econ_context|country_hint|role_hint;matched;1
Philippehenri Dacourytabley;Philippehenri Dacourytabley;CIV;philippehenri;dacourytabley;CIV;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
"Justin Damo Baro
";Justin Baro;CIV;justin;baro;CIV;;;;;2;0;1952;1;;;;Burkina Faso;Toussiana Department;President / Governor;12;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;35.148148148148145;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint;matched;1
"Justin Damo Baro
";Justin Baro;CIV;justin;baro;CIV;;;;;2;0;1952;1;;;;Burkina Faso;Toussiana Department;President / Governor;12;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;35.148148148148145;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint;matched;1
Jean‑Claude Kassi Brou;Jean Brou;CIV;jean;brou;TGO;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
"Jean-Baptiste Compaoré
";Jean Compaore;CIV;jean;compaore;CIV;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Lansina Bakary;Lansina Bakary;CIV;lansina;bakary;CIV;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Kanvaly Diomande;Kanvaly Diomande;CIV;kanvaly;diomande;CIV;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Mama Ouattara;Mama Ouattara;CIV;mama;ouattara;CIV;;;;;0;0;1951;;;;;Ivory Coast;Bouna;Board member;6;Mama Ouattara;https://en.wikipedia.org/wiki/Mama_Ouattara;Q3284782;35.0;exact_title|name_similarity:1.00;matched;1
Robert Julienne;Robert Julienne;CIV;robert;julienne;CIV;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Mama Ouattara;Mama Ouattara;CIV;mama;ouattara;CIV;;;;;0;0;1951;;;;;Ivory Coast;Bouna;Board member;6;Mama Ouattara;https://en.wikipedia.org/wiki/Mama_Ouattara;Q3284782;35.0;exact_title|name_similarity:1.00;matched;1
Jean-Félix Mamalepot;Jean Mamalepot;CMR;jean;mamalepot;CMR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Casimir Oyé-Mba;Casimir Oyemba;CMR;casimir;oyemba;CMR;;;;;2;0;;;;;;;;President / Governor;;Casimir Oyé-Mba;https://en.wikipedia.org/wiki/Casimir_Oyé-Mba;Q127219;22.655172413793103;name_similarity:0.97|econ_context|role_hint;rejected;0
Abbas Tolli;Abbas Tolli;CMR;abbas;tolli;CMR;2017;;2;;2;0;1972;1;;;;Chad;Abéché;President / Governor;4;Abbas Tolli;https://en.wikipedia.org/wiki/Abbas_Tolli;Q55606323;48.0;exact_title|name_similarity:1.00|econ_context|role_hint;matched;1
Yvon Sana Bangui;Yvon Bangui;CMR;yvon;bangui;CMR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Christian Joudiou;Christian Joudiou;CMR;christian;joudiou;CMR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Philibert Andzembe;Philibert Andzembe;CMR;philibert;andzembe;CMR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Lucas Abaga Nchama;Lucas Nchama;CMR;lucas;nchama;CMR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Karel-Antoine-Francis VERCRUYSSE;Karel Vercruysse;COD;karel;vercruysse;COD;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Jean N'SELE EKOFO ANYENGA;Jean Anyenga;COD;jean;anyenga;COD;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Jean Nyembo Shabani;Jean Shabani;COD;jean;shabani;COD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Etienne Crispin MANTOMINA KIALA;Etienne Kiala;COD;etienne;kiala;COD;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Charles Nkoso;Charles Nkoso;COD;charles;nkoso;COD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Jules Croy Emony Mondanga;Jules Mondanga;COD;jules;mondanga;COD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Jules Nbagui;Jules Nbagui;COD;jules;nbagui;COD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
