search_name;iso3;position_original;wikipedia_title;wikipedia_person_url;wikipedia_qid;match_score;match_reason
Harold Knight;AUS;President / Governor;H. M. Knight;https://en.wikipedia.org/wiki/H._M._Knight;Q5628398;29.956521739130434;shared_last_name|name_similarity:0.70|econ_context|country_hint|role_hint
Bob Johnston;AUS;President / Governor;Bob Johnston (economist);https://en.wikipedia.org/wiki/Bob_Johnston_(economist);Q4932952;42.05882352941177;strong_title|name_similarity:0.71|econ_context|country_hint|role_hint
Frank Lowy;AUS;Board member;Frank Lowy;https://en.wikipedia.org/wiki/Frank_Lowy;Q1277577;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Alan Jackson;AUS;Board member;Alan Jackson;https://en.wikipedia.org/wiki/Alan_Jackson;Q380927;40.0;exact_title|name_similarity:1.00|role_hint
Hugh Morgan;AUS;Board member;Hugh Morgan (businessman);https://en.wikipedia.org/wiki/Hugh_Morgan_(businessman);Q5932027;41.470588235294116;strong_title|name_similarity:0.65|econ_context|country_hint|role_hint
Bernie Fraser;AUS;President / Governor;Bernie Fraser (economist);https://en.wikipedia.org/wiki/Bernie_Fraser_(economist);Q4894388;42.22222222222222;strong_title|name_similarity:0.72|econ_context|country_hint|role_hint
Richard Warburton;AUS;Board member;Richard Warburton;https://en.wikipedia.org/wiki/Richard_Warburton;Q7329803;40.0;exact_title|name_similarity:1.00|role_hint
Roger Corbett;AUS;Board member;Roger Corbett;https://en.wikipedia.org/wiki/Roger_Corbett;Q7358020;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Robert Gerard;AUS;Board member;Robert Gerard;https://en.wikipedia.org/wiki/Robert_Gerard;Q7344731;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Stephen Grenville;AUS;Vice-president / Deputy-governor;Stephen Grenville Fremantle;https://en.wikipedia.org/wiki/Stephen_Grenville_Fremantle;Q75696910;30.727272727272727;strong_title|name_similarity:0.77|role_hint
Jillian Broadbent;AUS;President / Governor;Jillian Broadbent;https://en.wikipedia.org/wiki/Jillian_Broadbent;Q16123989;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
John Akehurst;AUS;Board member;John Akehurst;https://en.wikipedia.org/wiki/John_Akehurst;Q6218391;35.0;exact_title|name_similarity:1.00
John Edwards;AUS;Board member;John Edwards;https://en.wikipedia.org/wiki/John_Edwards;Q217314;48.0;exact_title|name_similarity:1.00|econ_context|role_hint
Allan Moss;AUS;Board member;Allan Moss;https://en.wikipedia.org/wiki/Allan_Moss;Q4730873;44.0;exact_title|name_similarity:1.00|country_hint|role_hint
Donald Mcgauchie;AUS;President / Governor;Donald McGauchie;https://en.wikipedia.org/wiki/Donald_McGauchie;Q5294835;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Heather Ridout;AUS;Board member;Heather Ridout;https://en.wikipedia.org/wiki/Heather_Ridout;Q5694068;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Carolyn Hewson;AUS;Board member;Carolyn Hewson;https://en.wikipedia.org/wiki/Carolyn_Hewson;Q55584096;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
David Clarke;AUS;Board member;David Clarke Sr.;https://en.wikipedia.org/wiki/David_Clarke_Sr.;Q5233161;35.888888888888886;strong_title|name_similarity:0.89|country_hint|role_hint
Warwick Mckibbin;AUS;President / Governor;Warwick McKibbin;https://en.wikipedia.org/wiki/Warwick_McKibbin;Q7971156;39.0;exact_title|name_similarity:1.00|country_hint
Ian Harper;AUS;Board member;Ian Harper;https://en.wikipedia.org/wiki/Ian_Harper;Q5981743;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Glenn Stevens;AUS;President / Governor;Glenn Stevens;https://en.wikipedia.org/wiki/Glenn_Stevens;Q1813984;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Iain Ross;AUS;Board member;Iain Ross (judge);https://en.wikipedia.org/wiki/Iain_Ross_(judge);Q61052425;42.5;strong_title|name_similarity:0.75|econ_context|country_hint|role_hint
Kathryn Fagg;AUS;Board member;Kathryn Fagg;https://en.wikipedia.org/wiki/Kathryn_Fagg;Q53568318;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Philip Lowe;AUS;President / Governor;Philip Lowe;https://en.wikipedia.org/wiki/Philip_Lowe;Q27922677;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Alison Watkins;AUS;Board member;Alison Watkins;https://en.wikipedia.org/wiki/Alison_Watkins;Q67205468;44.0;exact_title|name_similarity:1.00|country_hint|role_hint
Michele Bullock;AUS;Vice-president / Deputy-governor;Michele Bullock;https://en.wikipedia.org/wiki/Michele_Bullock;Q112491545;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Michele Bullock;AUS;President / Governor;Michele Bullock;https://en.wikipedia.org/wiki/Michele_Bullock;Q112491545;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Brad Banducci;AUS;Board member;Brad Banducci;https://en.wikipedia.org/wiki/Brad_Banducci;Q28771408;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Guy Debelle;AUS;Vice-president / Deputy-governor;Guy Debelle;https://en.wikipedia.org/wiki/Guy_Debelle;Q31079680;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Guy Debelle;AUS;Vice-president / Deputy-governor;Guy Debelle;https://en.wikipedia.org/wiki/Guy_Debelle;Q31079680;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Andrew Charlton;AUS;Board member;Andrew Charlton;https://en.wikipedia.org/wiki/Andrew_Charlton;Q112567447;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Hans Kloss;AUT;President / Governor;Hans Kloss (bank manager);https://en.wikipedia.org/wiki/Hans_Kloss_(bank_manager);Q1580768;41.06060606060606;strong_title|name_similarity:0.61|econ_context|country_hint|role_hint
Maria Schaumayer;AUT;President / Governor;Maria Schaumayer;https://en.wikipedia.org/wiki/Maria_Schaumayer;Q1277360;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Claus Raidl;AUT;President / Governor;Claus Raidl;https://en.wikipedia.org/wiki/Claus_Raidl;Q1098779;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Ewald Nowotny;AUT;President / Governor;Ewald Nowotny;https://en.wikipedia.org/wiki/Ewald_Nowotny;Q88443;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Robert Holzmann;AUT;President / Governor;Robert Holzmann;https://en.wikipedia.org/wiki/Robert_Holzmann;Q22005045;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Johannes Hahn;AUT;Board member;Johannes Hahn;https://en.wikipedia.org/wiki/Johannes_Hahn;Q78647;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Martin Kocher;AUT;President / Governor;Martin Kocher;https://en.wikipedia.org/wiki/Martin_Kocher;Q18222522;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Stephan Koren;AUT;President / Governor;Elisabeth Bleyleben-Koren;https://en.wikipedia.org/wiki/Elisabeth_Bleyleben-Koren;Q1329787;27.736842105263158;shared_last_name|name_similarity:0.47|econ_context|country_hint|role_hint
Elman Rustamov;AZE;President / Governor;Elman Rustamov;https://en.wikipedia.org/wiki/Elman_Rustamov;Q1813593;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Taleh Kazimov;AZE;President / Governor;Taleh Kazimov;https://en.wikipedia.org/wiki/Taleh_Kazimov;Q108823069;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Mathias Sinamenye;BDI;President / Governor;Mathias Sinamenye;https://en.wikipedia.org/wiki/Mathias_Sinamenye;Q3298604;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Gabriel Ntisezerana;BDI;President / Governor;Gabriel Ntisezerana;https://en.wikipedia.org/wiki/Gabriel_Ntisezerana;Q1803951;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Maurice Frere;BEL;President / Governor;Maurice Frère;https://en.wikipedia.org/wiki/Maurice_Frère;Q3300806;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Hubert Ansiaux;BEL;President / Governor;Hubert Ansiaux;https://en.wikipedia.org/wiki/Hubert_Ansiaux;Q742865;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Robert Vandeputte;BEL;President / Governor;Robert Vandeputte;https://en.wikipedia.org/wiki/Robert_Vandeputte;Q1898248;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Jean Godeaux;BEL;President / Governor;Jean Godeaux;https://en.wikipedia.org/wiki/Jean_Godeaux;Q2241115;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Alfons Verplaetse;BEL;President / Governor;Alfons Verplaetse;https://en.wikipedia.org/wiki/Alfons_Verplaetse;Q2521512;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Alfons Verplaetse;BEL;President / Governor;Alfons Verplaetse;https://en.wikipedia.org/wiki/Alfons_Verplaetse;Q2521512;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Guy Quaden;BEL;President / Governor;Guy Quaden;https://en.wikipedia.org/wiki/Guy_Quaden;Q1774517;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Luc Coene;BEL;President / Governor;Luc Coene;https://en.wikipedia.org/wiki/Luc_Coene;Q466176;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Peter Praet;BEL;Board member;Peter Praet;https://en.wikipedia.org/wiki/Peter_Praet;Q539287;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Peter Praet;BEL;Board member;Peter Praet;https://en.wikipedia.org/wiki/Peter_Praet;Q539287;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Gerald Frere;BEL;Board member;Gérald Frère;https://en.wikipedia.org/wiki/Gérald_Frère;Q3123617;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Rudi Thomaes;BEL;Board member;Rudi Thomaes;https://en.wikipedia.org/wiki/Rudi_Thomaes;Q2030643;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Carl Devlies;BEL;Board member;Carl Devlies;https://en.wikipedia.org/wiki/Carl_Devlies;Q1037486;40.0;exact_title|name_similarity:1.00|role_hint
Jean Six;BEL;Board member;Jean Six;https://en.wikipedia.org/wiki/Jean_Six;Q3174652;35.0;exact_title|name_similarity:1.00
Pieter Timmermans;BEL;Board member;Pieter Timmermans;https://en.wikipedia.org/wiki/Pieter_Timmermans;Q18402469;39.0;exact_title|name_similarity:1.00|country_hint
Steven Vanackere;BEL;Vice-president / Deputy-governor;Steven Vanackere;https://en.wikipedia.org/wiki/Steven_Vanackere;Q2067763;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Steven Vanackere;BEL;Vice-president / Deputy-governor;Steven Vanackere;https://en.wikipedia.org/wiki/Steven_Vanackere;Q2067763;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Cedric Frere;BEL;Board member;Gérald Frère;https://en.wikipedia.org/wiki/Gérald_Frère;Q3123617;29.666666666666664;shared_last_name|name_similarity:0.67|econ_context|country_hint|role_hint
Adidjatou Mathys;BEN;Board member;Adidjatou Mathys;https://en.wikipedia.org/wiki/Adidjatou_Mathys;Q106764634;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Damo Baro;BFA;President / Governor;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;34.2;partial_title|name_similarity:0.72|econ_context|country_hint|role_hint
Damo Baro;BFA;President / Governor;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;34.2;partial_title|name_similarity:0.72|econ_context|country_hint|role_hint
Justin Baro;BFA;President / Governor;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;35.148148148148145;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint
Nurul Islam;BGD;President / Governor;Nurul Islam;https://en.wikipedia.org/wiki/Nurul_Islam;Q7070305;42.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint|disambiguation_penalty
A Ahmed;BGD;President / Governor;Z. A. Ahmed;https://en.wikipedia.org/wiki/Z._A._Ahmed;Q13115148;31.75;partial_title|name_similarity:0.88|econ_context|role_hint
A Ahmed;BGD;President / Governor;Z. A. Ahmed;https://en.wikipedia.org/wiki/Z._A._Ahmed;Q13115148;31.75;partial_title|name_similarity:0.88|econ_context|role_hint
Khorshed Alam;BGD;President / Governor;Khorshed Alam;https://en.wikipedia.org/wiki/Khorshed_Alam;Q24943799;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Fakhruddin Ahmed;BGD;President / Governor;Fakhruddin Ahmed;https://en.wikipedia.org/wiki/Fakhruddin_Ahmed;Q560060;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Fakhruddin Ahmed;BGD;President / Governor;Fakhruddin Ahmed;https://en.wikipedia.org/wiki/Fakhruddin_Ahmed;Q560060;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Mohammed Farashuddin;BGD;President / Governor;Mohammed Farashuddin;https://en.wikipedia.org/wiki/Mohammed_Farashuddin;Q24943804;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Atiur Rahman;BGD;President / Governor;Atiur Rahman;https://en.wikipedia.org/wiki/Atiur_Rahman;Q3350886;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Ahsan Mansur;BGD;President / Governor;Ahsan H. Mansur;https://en.wikipedia.org/wiki/Ahsan_H._Mansur;Q116759475;36.23076923076923;partial_title|name_similarity:0.92|econ_context|country_hint|role_hint
Abul Quasem;BGD;President / Governor;Mohammad Abul Quasem;https://en.wikipedia.org/wiki/Mohammad_Abul_Quasem;Q106410468;34.096774193548384;partial_title|name_similarity:0.71|econ_context|country_hint|role_hint
S Rahman;BGD;Board member;Talat Rahman;https://en.wikipedia.org/wiki/Talat_Rahman;Q88416015;21.0;shared_last_name|name_similarity:0.70|econ_context
Nazrul Huda;BGD;Board member;A. T. M. Zahurul Huq;https://en.wikipedia.org/wiki/A._T._M._Zahurul_Huq;Q131994915;17.714285714285715;name_similarity:0.57|econ_context|country_hint
Nasiruddin Ahmed;BGD;Board member;Nasiruddin Ahmed;https://en.wikipedia.org/wiki/Nasiruddin_Ahmed;Q124956231;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Mohammad Tareque;BGD;Board member;Mohammad Tareque;https://en.wikipedia.org/wiki/Mohammad_Tareque;Q131601693;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Fazle Kabir;BGD;President / Governor;Fazle Kabir;https://en.wikipedia.org/wiki/Fazle_Kabir;Q23304407;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Mohammad Chowdhury;BGD;Board member;Niaz Mohammad Chowdhury;https://en.wikipedia.org/wiki/Niaz_Mohammad_Chowdhury;Q63184452;22.78048780487805;partial_title|name_similarity:0.88|country_hint
Nojibur Rahman;BGD;Board member;Md. Nojibur Rahman;https://en.wikipedia.org/wiki/Md._Nojibur_Rahman;Q124972501;36.03225806451613;partial_title|name_similarity:0.90|econ_context|country_hint|role_hint
Ahmed Jamal;BGD;Vice-president / Deputy-governor;Ahmed Jamal;https://en.wikipedia.org/wiki/Ahmed_Jamal;Q92767713;25.0;exact_title|name_similarity:1.00|disambiguation_penalty
Salehuddin Ahmed;BGD;President / Governor;Salehuddin Ahmed (economist);https://en.wikipedia.org/wiki/Salehuddin_Ahmed_(economist);Q20202812;42.61904761904762;strong_title|name_similarity:0.76|econ_context|country_hint|role_hint
Salehuddin Ahmed;BGD;President / Governor;Salehuddin Ahmed (economist);https://en.wikipedia.org/wiki/Salehuddin_Ahmed_(economist);Q20202812;42.61904761904762;strong_title|name_similarity:0.76|econ_context|country_hint|role_hint
M Khan;BGD;Vice-president / Deputy-governor;Lina Khan;https://en.wikipedia.org/wiki/Lina_Khan;Q56523534;20.666666666666664;shared_last_name|name_similarity:0.67|econ_context
Mostakur Rahman;BGD;President / Governor;Md Mostaqur Rahman;https://en.wikipedia.org/wiki/Md_Mostaqur_Rahman;Q138464766;31.484848484848484;shared_last_name|name_similarity:0.85|econ_context|country_hint|role_hint
Salahuddin Ahmed;BGD;President / Governor;Salahuddin Ahmed;https://en.wikipedia.org/wiki/Salahuddin_Ahmed;Q19745126;29.0;exact_title|name_similarity:1.00|country_hint|disambiguation_penalty
Salahuddin Ahmed;BGD;President / Governor;Salahuddin Ahmed;https://en.wikipedia.org/wiki/Salahuddin_Ahmed;Q19745126;29.0;exact_title|name_similarity:1.00|country_hint|disambiguation_penalty
Ghulam Hussain;BGD;President / Governor;Ghulam Hussain (civil servant);https://en.wikipedia.org/wiki/Ghulam_Hussain_(civil_servant);Q124978513;41.666666666666664;strong_title|name_similarity:0.67|econ_context|country_hint|role_hint
Md Rahman;BGD;Board member;MD Rahman;https://en.wikipedia.org/wiki/MD_Rahman;Q116741180;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Md Rahman;BGD;Vice-president / Deputy-governor;MD Rahman;https://en.wikipedia.org/wiki/MD_Rahman;Q116741180;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Statty Stattev;BGR;Board member;Stati Statev;https://en.wikipedia.org/wiki/Stati_Statev;Q12295085;20.46153846153846;name_similarity:0.85|econ_context|country_hint
Dimitar Radev;BGR;President / Governor;Dimitar Radev;https://en.wikipedia.org/wiki/Dimitar_Radev;Q25431484;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Dimitar Kostov;BGR;Vice-president / Deputy-governor;Dimitar Kostov;https://en.wikipedia.org/wiki/Dimitar_Kostov;Q3707774;39.0;exact_title|name_similarity:1.00|country_hint
Nikolay Nenovsky;BGR;Board member;Nikolay Nenovsky;https://en.wikipedia.org/wiki/Nikolay_Nenovsky;Q718970;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Ivan Iskrov;BGR;President / Governor;Ivan Iskrov;https://en.wikipedia.org/wiki/Ivan_Iskrov;Q1774671;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Ivan Iskrov;BGR;President / Governor;Ivan Iskrov;https://en.wikipedia.org/wiki/Ivan_Iskrov;Q1774671;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Ivan Iskrov;BGR;Vice-president / Deputy-governor;Ivan Iskrov;https://en.wikipedia.org/wiki/Ivan_Iskrov;Q1774671;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Andrey Gurov;BGR;Vice-president / Deputy-governor;Andrey Gurov;https://en.wikipedia.org/wiki/Andrey_Gurov;Q20036949;35.0;exact_title|name_similarity:1.00
Petar Chobanov;BGR;Vice-president / Deputy-governor;Petar Chobanov;https://en.wikipedia.org/wiki/Petar_Chobanov;Q15732366;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Petar Chobanov;BGR;Vice-president / Deputy-governor;Petar Chobanov;https://en.wikipedia.org/wiki/Petar_Chobanov;Q15732366;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Vasil Kolarov;BGR;President / Governor;Vasil Kolarov;https://en.wikipedia.org/wiki/Vasil_Kolarov;Q350248;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Ahmed Khalifa;BHR;President / Governor;Ahmed Khalifa;https://en.wikipedia.org/wiki/Ahmed_Khalifa;Q16223711;35.0;exact_title|name_similarity:1.00
Ahmed Khalifa;BHR;President / Governor;Ahmed Khalifa;https://en.wikipedia.org/wiki/Ahmed_Khalifa;Q16223711;35.0;exact_title|name_similarity:1.00
Abdullah Khalifa;BHR;President / Governor;Khalid bin Abdullah Al Khalifa;https://en.wikipedia.org/wiki/Khalid_bin_Abdullah_Al_Khalifa;Q16730783;33.95652173913044;partial_title|name_similarity:0.70|econ_context|country_hint|role_hint
Timothy Donaldson;BHS;President / Governor;Timothy Donaldson;https://en.wikipedia.org/wiki/Timothy_Donaldson;Q7807158;43.0;exact_title|name_similarity:1.00|econ_context
Julian Francis;BHS;President / Governor;Frank Francis;https://en.wikipedia.org/wiki/Frank_Francis;Q646445;26.407407407407405;shared_last_name|name_similarity:0.74|econ_context|role_hint
Julian Francis;BHS;President / Governor;Frank Francis;https://en.wikipedia.org/wiki/Frank_Francis;Q646445;26.407407407407405;shared_last_name|name_similarity:0.74|econ_context|role_hint
Duane Sands;BHS;President / Governor;Duane Sands;https://en.wikipedia.org/wiki/Duane_Sands;Q104414309;35.0;exact_title|name_similarity:1.00
John Rolle;BHS;President / Governor;John Rolle, 1st Baron Rolle;https://en.wikipedia.org/wiki/John_Rolle,_1st_Baron_Rolle;Q6255491;31.555555555555557;strong_title|name_similarity:0.56|econ_context
William Allen;BHS;President / Governor;William Allen (governor);https://en.wikipedia.org/wiki/William_Allen_(governor);Q880659;38.42857142857143;strong_title|name_similarity:0.74|econ_context|role_hint
James Smith;BHS;President / Governor;James Smith Cree Nation;https://en.wikipedia.org/wiki/James_Smith_Cree_Nation;Q6143359;24.470588235294116;strong_title|name_similarity:0.65
Julian Francis;BHS;President / Governor;Frank Francis;https://en.wikipedia.org/wiki/Frank_Francis;Q646445;26.407407407407405;shared_last_name|name_similarity:0.74|econ_context|role_hint
Wendy Craigg;BHS;President / Governor;Wendy Craigg;https://en.wikipedia.org/wiki/Wendy_Craigg;Q16187819;48.0;exact_title|name_similarity:1.00|econ_context|role_hint
Jure Pelivan;BIH;Board member;Jure Pelivan;https://en.wikipedia.org/wiki/Jure_Pelivan;Q16513879;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Peter Nicholl;BIH;President / Governor;Peter Nicholl;https://en.wikipedia.org/wiki/Peter_Nicholl;Q7176092;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Senad Softic;BIH;President / Governor;Jasmina Selimović;https://en.wikipedia.org/wiki/Jasmina_Selimović;Q137599400;22.517241379310345;name_similarity:0.55|econ_context|country_hint|role_hint
Jasmina Selimovic;BIH;President / Governor;Jasmina Selimović;https://en.wikipedia.org/wiki/Jasmina_Selimović;Q137599400;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Ljubomir Kovacevic;BIH;Board member;Ljubomir Kovačević;https://en.wikipedia.org/wiki/Ljubomir_Kovačević;Q14506819;35.0;exact_title|name_similarity:1.00
Pyotr Prokopovich;BLR;President / Governor;Pyotr Prokopovich;https://en.wikipedia.org/wiki/Pyotr_Prokopovich;Q4380355;35.0;exact_title|name_similarity:1.00
Nadezhda Yermakova;BLR;President / Governor;Nadezhda Yermakova;https://en.wikipedia.org/wiki/Nadezhda_Yermakova;Q3646683;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Pavel Kalaur;BLR;President / Governor;Pavel Kallaur;https://en.wikipedia.org/wiki/Pavel_Kallaur;Q18710422;26.6;name_similarity:0.96|econ_context|country_hint|role_hint
Pavel Kallaur;BLR;President / Governor;Pavel Kallaur;https://en.wikipedia.org/wiki/Pavel_Kallaur;Q18710422;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Alexander Lobanov;BLR;Board member;Alexander Lobanov (artist);https://en.wikipedia.org/wiki/Alexander_Lobanov_(artist);Q1857695;26.29268292682927;strong_title|name_similarity:0.83
Edney Cain;BLZ;President / Governor;Edney Cain;https://en.wikipedia.org/wiki/Edney_Cain;Q26997689;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Edney Cain;BLZ;President / Governor;Edney Cain;https://en.wikipedia.org/wiki/Edney_Cain;Q26997689;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Joy Grant;BLZ;President / Governor;Joy Grant;https://en.wikipedia.org/wiki/Joy_Grant;Q18978033;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Carla Barnett;BLZ;Vice-president / Deputy-governor;Carla Barnett;https://en.wikipedia.org/wiki/Carla_Barnett;Q86004208;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Jaime Briceno;BLZ;Board member;Johnny Briceño;https://en.wikipedia.org/wiki/Johnny_Briceño;Q6266369;16.666666666666664;shared_last_name|name_similarity:0.67|country_hint
Francis Fonseca;BLZ;Board member;Francis Fonseca;https://en.wikipedia.org/wiki/Francis_Fonseca;Q5480967;39.0;exact_title|name_similarity:1.00|country_hint
Robert Swift;BLZ;President / Governor;Robert Swift;https://en.wikipedia.org/wiki/Robert_Swift;Q2657620;35.0;exact_title|name_similarity:1.00
Keith Arnold;BLZ;President / Governor;Keith Arnold (bishop);https://en.wikipedia.org/wiki/Keith_Arnold_(bishop);Q6383998;25.741935483870968;strong_title|name_similarity:0.77
Nestor Vasquez;BLZ;Vice-president / Deputy-governor;Jules Vasquez;https://en.wikipedia.org/wiki/Jules_Vasquez;Q66661710;30.407407407407405;shared_last_name|name_similarity:0.74|econ_context|country_hint|role_hint
Matthew Elderfield;BMU;President / Governor;Matthew Elderfield;https://en.wikipedia.org/wiki/Matthew_Elderfield;Q6790458;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Raul Rodriguez;BOL;President / Governor;Raúl Rodríguez (boxer);https://en.wikipedia.org/wiki/Raúl_Rodríguez_(boxer);Q7299837;26.235294117647058;strong_title|name_similarity:0.82
Pablo Sanchez;BOL;President / Governor;Pablo Sánchez-Valladares;https://en.wikipedia.org/wiki/Pablo_Sánchez-Valladares;Q95494523;25.027027027027028;strong_title|name_similarity:0.70
Armando Morales;BOL;President / Governor;Armando Morales;https://en.wikipedia.org/wiki/Armando_Morales;Q4792796;35.0;exact_title|name_similarity:1.00
Juan Morales;BOL;President / Governor;Juan Morales (hurdler);https://en.wikipedia.org/wiki/Juan_Morales_(hurdler);Q522917;25.5;strong_title|name_similarity:0.75
Marcelo Zabalaga;BOL;President / Governor;Marcelo Zabalaga;https://en.wikipedia.org/wiki/Marcelo_Zabalaga;Q11988100;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Guillermo Ortiz;BOL;President / Governor;Guillermo Ortiz Martínez;https://en.wikipedia.org/wiki/Guillermo_Ortiz_Martínez;Q911058;38.69230769230769;strong_title|name_similarity:0.77|econ_context|role_hint
Jose Gutierrez;BOL;President / Governor;José Gutiérrez Guerra;https://en.wikipedia.org/wiki/José_Gutiérrez_Guerra;Q3306291;43.0;strong_title|name_similarity:0.80|econ_context|country_hint|role_hint
Luis Cordero;BOL;President / Governor;Luis Cordero Crespo;https://en.wikipedia.org/wiki/Luis_Cordero_Crespo;Q889119;38.74193548387097;strong_title|name_similarity:0.77|econ_context|role_hint
Alberto Gonzales;BOL;President / Governor;Alberto Gonzales;https://en.wikipedia.org/wiki/Alberto_Gonzales;Q202350;35.0;exact_title|name_similarity:1.00
Luis Pacheco;BOL;President / Governor;Luis Pacheco de Narváez;https://en.wikipedia.org/wiki/Luis_Pacheco_de_Narváez;Q2370221;24.857142857142858;strong_title|name_similarity:0.69
Oscar Lopez;BOL;President / Governor;Oscar López Rivera;https://en.wikipedia.org/wiki/Oscar_López_Rivera;Q7106111;38.58620689655172;strong_title|name_similarity:0.76|econ_context|role_hint
Manuel Montero;BOL;President / Governor;Manuel Montero;https://en.wikipedia.org/wiki/Manuel_Montero;Q6752744;35.0;exact_title|name_similarity:1.00
Jose Aguilera;BOL;President / Governor;José Aguilera;https://en.wikipedia.org/wiki/José_Aguilera;Q56842928;35.0;exact_title|name_similarity:1.00
Luis Cruz;BOL;President / Governor;Luis Cruz;https://en.wikipedia.org/wiki/Luis_Cruz;Q3266651;35.0;exact_title|name_similarity:1.00
