country,central_bank_name,PName_original,PName,first,last,Position,category_name,category_url
Sweden,Sveriges Riksbank,Ivar Rooth,Ivar Rooth,Ivar,Rooth,Governor,Governors of Sveriges Riksbank,https://en.wikipedia.org/wiki/Category:Governors_of_Sveriges_Riksbank
Sweden,Sveriges Riksbank,Klas Böök,Klas Böök,Klas,Böök,Governor,Governors of Sveriges Riksbank,https://en.wikipedia.org/wiki/Category:Governors_of_Sveriges_Riksbank
Sweden,Sveriges Riksbank,Krister Wickman,Krister Wickman,Krister,Wickman,Governor,Governors of Sveriges Riksbank,https://en.wikipedia.org/wiki/Category:Governors_of_Sveriges_Riksbank
Sweden,Sveriges Riksbank,Lars Heikensten,Lars Heikensten,Lars,Heikensten,Governor,Governors of Sveriges Riksbank,https://en.wikipedia.org/wiki/Category:Governors_of_Sveriges_Riksbank
Sweden,Sveriges Riksbank,Lars Wohlin,Lars Wohlin,Lars,Wohlin,Governor,Governors of Sveriges Riksbank,https://en.wikipedia.org/wiki/Category:Governors_of_Sveriges_Riksbank
Sweden,Sveriges Riksbank,Stefan Ingves,Stefan Ingves,Stefan,Ingves,Governor,Governors of Sveriges Riksbank,https://en.wikipedia.org/wiki/Category:Governors_of_Sveriges_Riksbank
Sweden,Sveriges Riksbank,Urban Bäckström,Urban Bäckström,Urban,Bäckström,Governor,Governors of Sveriges Riksbank,https://en.wikipedia.org/wiki/Category:Governors_of_Sveriges_Riksbank
Syria,Central Bank of Syria,Abdulkader Husrieh,Abdulkader Husrieh,Abdulkader,Husrieh,Governor,Governors of the Central Bank of Syria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Syria
Syria,Central Bank of Syria,Izzat Traboulsi,Izzat Traboulsi,Izzat,Traboulsi,Governor,Governors of the Central Bank of Syria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Syria
Syria,Central Bank of Syria,Maysaa Sabreen,Maysaa Sabreen,Maysaa,Sabreen,Governor,Governors of the Central Bank of Syria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Syria
Tanzania,Bank of Tanzania,Benno Ndulu,Benno Ndulu,Benno,Ndulu,Governor,Governors of the Bank of Tanzania,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Tanzania
Tanzania,Bank of Tanzania,Emmanuel Tutuba,Emmanuel Tutuba,Emmanuel,Tutuba,Governor,Governors of the Bank of Tanzania,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Tanzania
Tanzania,Bank of Tanzania,Florens Luoga,Florens Luoga,Florens,Luoga,Governor,Governors of the Bank of Tanzania,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Tanzania
Thailand,Bank of Thailand,Chatumongol Sonakul,Chatumongol Sonakul,Chatumongol,Sonakul,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Dej Snidvongs,Dej Snidvongs,Dej,Snidvongs,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Nukul Prachuabmoh,Nukul Prachuabmoh,Nukul,Prachuabmoh,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Prasarn Trairatvorakul,Prasarn Trairatvorakul,Prasarn,Trairatvorakul,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Pridiyathorn Devakula,Pridiyathorn Devakula,Pridiyathorn,Devakula,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Puey Ungphakorn,Puey Ungphakorn,Puey,Ungphakorn,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Serm Vinicchayakul,Serm Vinicchayakul,Serm,Vinicchayakul,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Sethaput Suthiwartnarueput,Sethaput Suthiwartnarueput,Sethaput,Suthiwartnarueput,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Tarisa Watanagase,Tarisa Watanagase,Tarisa,Watanagase,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Veerathai Santiprabhob,Veerathai Santiprabhob,Veerathai,Santiprabhob,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
Thailand,Bank of Thailand,Vitai Ratanakorn,Vitai Ratanakorn,Vitai,Ratanakorn,Governor,Governors of the Bank of Thailand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Thailand
The Gambia,Central Bank of The Gambia,Famara Jatta,Famara Jatta,Famara,Jatta,Governor,Governors of the Central Bank of The Gambia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_The_Gambia
Tonga,National Reserve Bank of Tonga,Sione Ngongo Kioa,Sione Ngongo Kioa,Sione,Ngongo Kioa,Governor,Governors of National Reserve Bank of Tonga,https://en.wikipedia.org/wiki/Category:Governors_of_National_Reserve_Bank_of_Tonga
Tonga,National Reserve Bank of Tonga,Siosi Cocker Mafi,Siosi Cocker Mafi,Siosi,Cocker Mafi,Governor,Governors of National Reserve Bank of Tonga,https://en.wikipedia.org/wiki/Category:Governors_of_National_Reserve_Bank_of_Tonga
Tonga,National Reserve Bank of Tonga,Siosiua ʻUtoikamanu,Siosiua ʻUtoikamanu,Siosiua,ʻUtoikamanu,Governor,Governors of National Reserve Bank of Tonga,https://en.wikipedia.org/wiki/Category:Governors_of_National_Reserve_Bank_of_Tonga
Tonga,National Reserve Bank of Tonga,Tatafu Moeaki,Tatafu Moeaki,Tatafu,Moeaki,Governor,Governors of National Reserve Bank of Tonga,https://en.wikipedia.org/wiki/Category:Governors_of_National_Reserve_Bank_of_Tonga
Trinidad and Tobago,Central Bank of Trinidad and Tobago,Euric Bobb,Euric Bobb,Euric,Bobb,Governor,Governors of the Central Bank of Trinidad and Tobago,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Trinidad_and_Tobago
Trinidad and Tobago,Central Bank of Trinidad and Tobago,William Demas,William Demas,William,Demas,Governor,Governors of the Central Bank of Trinidad and Tobago,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Trinidad_and_Tobago
Trinidad and Tobago,Central Bank of Trinidad and Tobago,Winston Dookeran,Winston Dookeran,Winston,Dookeran,Governor,Governors of the Central Bank of Trinidad and Tobago,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Trinidad_and_Tobago
Tunisia,Central Bank of Tunisia,Ali Zouaoui,Ali Zouaoui,Ali,Zouaoui,Governor,Governors of the Central Bank of Tunisia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Tunisia
Tunisia,Central Bank of Tunisia,Chedly Ayari,Chedly Ayari,Chedly,Ayari,Governor,Governors of the Central Bank of Tunisia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Tunisia
Tunisia,Central Bank of Tunisia,Hédi Amara Nouira,Hédi Amara Nouira,Hédi,Amara Nouira,Governor,Governors of the Central Bank of Tunisia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Tunisia
Tunisia,Central Bank of Tunisia,Ismaïl Khelil,Ismaïl Khelil,Ismaïl,Khelil,Governor,Governors of the Central Bank of Tunisia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Tunisia
Tunisia,Central Bank of Tunisia,Mansour Moalla,Mansour Moalla,Mansour,Moalla,Governor,Governors of the Central Bank of Tunisia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Tunisia
Tunisia,Central Bank of Tunisia,Mustapha Kamel Nabli,Mustapha Kamel Nabli,Mustapha,Kamel Nabli,Governor,Governors of the Central Bank of Tunisia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Tunisia
Tunisia,Central Bank of Tunisia,Taoufik Baccar,Taoufik Baccar,Taoufik,Baccar,Governor,Governors of the Central Bank of Tunisia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Tunisia
Turkey,Central Bank of the Republic of Turkey,Şahap Kavcıoğlu,Şahap Kavcıoğlu,Şahap,Kavcıoğlu,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Durmuş Yılmaz,Durmuş Yılmaz,Durmuş,Yılmaz,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Erdem Başçı,Erdem Başçı,Erdem,Başçı,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Fatih Karahan,Fatih Karahan,Fatih,Karahan,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Hafize Gaye Erkan,Hafize Gaye Erkan,Hafize,Gaye Erkan,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,List of governors of the Central Bank of the Republic of Turkey,List of governors of the Central Bank of the Republic of Turkey,List,of governors of the Central Bank of the Republic of Turkey,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Murat Çetinkaya,Murat Çetinkaya,Murat,Çetinkaya,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Murat Uysal,Murat Uysal,Murat,Uysal,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Naci Ağbal,Naci Ağbal,Naci,Ağbal,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Naim Talu,Naim Talu,Naim,Talu,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Rüşdü Saracoğlu,Rüşdü Saracoğlu,Rüşdü,Saracoğlu,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Turkey,Central Bank of the Republic of Turkey,Süreyya Serdengeçti,Süreyya Serdengeçti,Süreyya,Serdengeçti,Governor,Governors of the Central Bank of Turkey,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Turkey
Uganda,Bank of Uganda,Charles Kikonyogo Nyonyintono,Charles Kikonyogo Nyonyintono,Charles,Kikonyogo Nyonyintono,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Uganda,Bank of Uganda,Charles Nyonyintono Kikonyogo,Charles Nyonyintono Kikonyogo,Charles,Nyonyintono Kikonyogo,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Uganda,Bank of Uganda,Emmanuel Tumusiime-Mutebile,Emmanuel Tumusiime-Mutebile,Emmanuel,Tumusiime-Mutebile,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Uganda,Bank of Uganda,Geoffrey Onegi Obel,Geoffrey Onegi Obel,Geoffrey,Onegi Obel,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Uganda,Bank of Uganda,Gideon Nkojo,Gideon Nkojo,Gideon,Nkojo,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Uganda,Bank of Uganda,Governor of the Bank of Uganda,Governor of the Bank of Uganda,Governor,of the Bank of Uganda,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Uganda,Bank of Uganda,Henry Kajura,Henry Kajura,Henry,Kajura,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Uganda,Bank of Uganda,Joseph Mary Mubiru,Joseph Mary Mubiru,Joseph,Mary Mubiru,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Uganda,Bank of Uganda,Michael Atingi-Ego,Michael Atingi-Ego,Michael,Atingi-Ego,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Uganda,Bank of Uganda,Onegi Obel,Onegi Obel,Onegi,Obel,Governor,Governors of the Bank of Uganda,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Uganda
Ukraine,National Bank of Ukraine,Andriy Pyshnyi,Andriy Pyshnyi,Andriy,Pyshnyi,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Ihor Sorkin,Ihor Sorkin,Ihor,Sorkin,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Kyrylo Shevchenko,Kyrylo Shevchenko,Kyrylo,Shevchenko,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Serhiy Arbuzov,Serhiy Arbuzov,Serhiy,Arbuzov,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Serhiy Tihipko,Serhiy Tihipko,Serhiy,Tihipko,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Stepan Kubiv,Stepan Kubiv,Stepan,Kubiv,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Vadym Hetman,Vadym Hetman,Vadym,Hetman,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Valeria Hontareva,Valeria Hontareva,Valeria,Hontareva,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Viktor Yushchenko,Viktor Yushchenko,Viktor,Yushchenko,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Volodymyr Stelmakh,Volodymyr Stelmakh,Volodymyr,Stelmakh,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
Ukraine,National Bank of Ukraine,Yakiv Smolii,Yakiv Smolii,Yakiv,Smolii,Governor,Governors of the National Bank of Ukraine,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Ukraine
United Arab Emirates,Central Bank of the United Arab Emirates,Khaled Mohamed Balama,Khaled Mohamed Balama,Khaled,Mohamed Balama,Governor,Governors of the Central Bank of the United Arab Emirates,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_United_Arab_Emirates
United Arab Emirates,Central Bank of the United Arab Emirates,Sultan bin Nasser al-Suwaidi,Sultan bin Nasser al-Suwaidi,Sultan,bin Nasser al-Suwaidi,Governor,Governors of the Central Bank of the United Arab Emirates,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_United_Arab_Emirates
United States,Federal Reserve,Alan Greenspan,Alan Greenspan,Alan,Greenspan,Chair,Chairs of the Federal Reserve,https://en.wikipedia.org/wiki/Category:Chairs_of_the_Federal_Reserve
United States,Federal Reserve,Arthur F. Burns,Arthur F. Burns,Arthur,F. Burns,Chair,Chairs of the Federal Reserve,https://en.wikipedia.org/wiki/Category:Chairs_of_the_Federal_Reserve
United States,Federal Reserve,Ben Bernanke,Ben Bernanke,Ben,Bernanke,Chair,Chairs of the Federal Reserve,https://en.wikipedia.org/wiki/Category:Chairs_of_the_Federal_Reserve
United States,Federal Reserve,Chair of the Federal Reserve,Chair of the Federal Reserve,Chair,of the Federal Reserve,Chair,Chairs of the Federal Reserve,https://en.wikipedia.org/wiki/Category:Chairs_of_the_Federal_Reserve
United States,Federal Reserve,Charles Sumner Hamlin,Charles Sumner Hamlin,Charles,Sumner Hamlin,Chair,Chairs of the Federal Reserve,https://en.wikipedia.org/wiki/Category:Chairs_of_the_Federal_Reserve
United States,Federal Reserve,Daniel Richard Crissinger,Daniel Richard Crissinger,Daniel,Richard Crissinger,Chair,Chairs of the Federal Reserve,https://en.wikipedia.org/wiki/Category:Chairs_of_the_Federal_Reserve
United States,Federal Reserve,Eugene Meyer (financier),Eugene Meyer (financier),Eugene,Meyer (financier),Chair,Chairs of the Federal Reserve,https://en.wikipedia.org/wiki/Category:Chairs_of_the_Federal_Reserve
United States,Federal Reserve,Eugene Robert Black,Eugene Robert Black,Eugene,Robert Black,Chair,Chairs of the Federal Reserve,https://en.wikipedia.org/wiki/Category:Chairs_of_the_Federal_Reserve
